id,name,nameDisplay,abv,availableId,styleId,isOrganic,labels/icon,labels/medium,labels/large,status,statusDisplay,createDate,updateDate,available/id,available/name,available/description,style/id,style/categoryId,style/category/id,style/category/name,style/category/createDate,style/name,style/shortName,style/description,style/ibuMin,style/ibuMax,style/abvMin,style/abvMax,style/srmMin,style/srmMax,style/ogMin,style/fgMin,style/fgMax,style/createDate,style/updateDate,description,ibu,glasswareId,srmId,glass/id,glass/name,glass/createDate,srm/id,srm/name,srm/hex,year,servingTemperature,servingTemperatureDisplay,foodPairings,originalGravity,style/ogMax
2AH5cH,541,541,4.8,1,93,N,https://s3.amazonaws.com/brewerydbapi/beer/2AH5cH/upload_NJ0h0V-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/2AH5cH/upload_NJ0h0V-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/2AH5cH/upload_NJ0h0V-large.png,verified,Verified,2013-03-03 21:04:11,2015-12-17 02:05:43,1,Year Round,Available year round as a staple beer.,93,8,8,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,"Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,13,3.8,5,2,4,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,,17,5,,5,Pint,2012-01-03 02:41:33,,,,,,,,,
2rvu5K,543 SkullCreek Fresh Hopped Pale Ale,543 SkullCreek Fresh Hopped Pale Ale,,,26,N,https://s3.amazonaws.com/brewerydbapi/beer/2rvu5K/upload_XU2BGj-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/2rvu5K/upload_XU2BGj-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/2rvu5K/upload_XU2BGj-large.png,verified,Verified,2012-10-22 11:10:22,2015-12-16 18:36:00,,,,26,3,3,North American Origin Ales,2012-03-21 20:06:45,"Fresh ""Wet"" Hop Ale",Wet Hop Ale,"Any style of ale can be made into a fresh hop or wet hop version. These ales are hopped predominantly with fresh (newly harvested and kilned) and/or undried (“wet”) hops. These beers will exhibit especially aromas and flavors of green, almost chlorophyll-like or other fresh hop characters, in harmony with the characters of the base style of the beer. These beers may be aged and enjoyed after the initial “fresh-hop” character diminishes. Unique character from “aged” fresh hop beers may emerge, but they have yet to be defined.",,,,,,,,,,2012-03-21 20:06:45,2015-04-07 15:25:25,,,,,,,,,,,,,,,,
jJbuTU,5506' Pale Ale,5506' Pale Ale,5.7,1,25,N,https://s3.amazonaws.com/brewerydbapi/beer/jJbuTU/upload_MAjR9S-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/jJbuTU/upload_MAjR9S-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/jJbuTU/upload_MAjR9S-large.png,verified,Verified,2014-01-06 15:16:21,2015-12-17 09:17:00,1,Year Round,Available year round as a staple beer.,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,Our 5506' Pale Ale is a full-bodied American ale that's golden in color. The malty sweetness of the mash is offset by a generous amount of Magnum and Northern Brewer bittering hops. The hop bursting technique of late addition cascade hops contribute a delightful citrus/floral note that will lighten anybody's spirits. A great beer with a lot of altitude!,,5,,5,Pint,2012-01-03 02:41:33,,,,,,,,,
aiBYXA,574 Pale Ale,574 Pale Ale,6,,25,Y,https://s3.amazonaws.com/brewerydbapi/beer/aiBYXA/upload_5FiLGX-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/aiBYXA/upload_5FiLGX-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/aiBYXA/upload_5FiLGX-large.png,verified,Verified,2015-05-21 15:32:44,2015-12-18 17:46:07,,,,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,A single-hop variety paves the way in this intense pale ale with copious amounts of late boil hop charges and an intense dry hopping in the fermentation vessel. American 2-row barley and light crystal malts combine to balance the massive hop flavor and aroma that aim to take the wheel.,45,,,,,,,,,,,,,,
oW8fX2,5:00,5:00,5,6,131,N,https://s3.amazonaws.com/brewerydbapi/beer/oW8fX2/upload_ZF7suw-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/oW8fX2/upload_ZF7suw-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/oW8fX2/upload_ZF7suw-large.png,verified,Verified,2012-12-04 11:49:30,2015-12-16 22:16:38,6,Summer,Available during the summer months.,131,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Historical Beer,Traditional,"Historical Beers are any range of color. Malt sweetness will vary dramatically depending on overall balance desired. Hop bitterness is very low to very high. Above all beers in this category are reflective of an established historical beer and/or brewing heritage from any period of time or part of the world, that are not already a beer style already established in these guidelines. This beer commemorates combinations of unique brewing ingredients and/or techniques established in past periods. Examples of Historical Beers might include current day versions of historic styles which are not represented elsewhere in these guidelines, such as Finnish-style Sahti, South American Chicha, Nepalese Chong/Chang, African sorghum based beers, and others. In evaluating these beers, judges will weigh several factors such as uniqueness, heritage, regional distinction, technical brewing skills, and balance of character, background story & information and overall spirit of the intent of this category. ""Historical beers"" that are not represented elsewhere as a definitive style in these guidelines could possibly be entered in such categories as Experimental, Herb & Spice, Field Beer, etc. but by choice a brewer may categorize (and enter) their beer as Historical beer.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 17:20:40,"Renegade Style: Afternoon Ale
Renegade's summer session ale is a pilsner recipe fermented with an ale yeast for a light body but fruity finish.",25,5,,5,Pint,2012-01-03 02:41:33,,,,,,,,,
IDzuMf,5th Anniversary Ale,5th Anniversary Ale,,2,31,N,https://s3.amazonaws.com/brewerydbapi/beer/IDzuMf/upload_9gJOb1-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/IDzuMf/upload_9gJOb1-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/IDzuMf/upload_9gJOb1-large.png,verified,Verified,2012-01-03 02:43:41,2015-12-16 13:29:34,2,Limited,Limited availability.,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,8,,8,Tulip,2012-01-03 02:41:33,,,,,,,,,
zVgmBl,5th Anniversary Cinco de Drinco,5th Anniversary Cinco de Drinco,8,,31,N,https://s3.amazonaws.com/brewerydbapi/beer/zVgmBl/upload_GWzcJ8-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/zVgmBl/upload_GWzcJ8-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/zVgmBl/upload_GWzcJ8-large.png,verified,Verified,2012-01-03 02:42:37,2015-12-16 13:56:09,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,5,,5,Pint,2012-01-03 02:41:33,,,,,,,,,
T31Hp0,5th Voyage,5th Voyage,6.3,,18,N,https://s3.amazonaws.com/brewerydbapi/beer/T31Hp0/upload_QQsD0Z-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/T31Hp0/upload_QQsD0Z-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/T31Hp0/upload_QQsD0Z-large.png,verified,Verified,2013-12-19 02:18:37,2015-12-17 09:02:31,,,,18,1,1,British Origin Ales,2012-03-21 20:06:45,Brown Porter,Brown Porter,"Brown porters are mid to dark brown (may have red tint) in color. No roast barley or strong burnt/black malt character should be perceived. Low to medium malt sweetness, caramel and chocolate is acceptable along with medium hop bitterness. This is a lightto medium-bodied beer. Fruity esters are acceptable. Hop flavor and aroma may vary from being negligible to medium in character.",20,30,4.5,6,20,35,1.04,1.006,1.014,2012-03-21 20:06:45,2015-04-07 15:21:43,"A fantastic, well balanced coconut porter that captures the smooth sweetness of the coconut flowing over the rich roastiness of a traditional porter. This is a fantastic example of the more and more popular coconut ale.",,,,,,,,,,,,,,,
wc1PFQ,6 Fifths Dessert Barleywine,6 Fifths Dessert Barleywine,14.6,4,34,N,https://s3.amazonaws.com/brewerydbapi/beer/wc1PFQ/upload_gEouYY-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/wc1PFQ/upload_gEouYY-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/wc1PFQ/upload_gEouYY-large.png,verified,Verified,2015-02-25 18:32:52,2015-12-17 23:09:20,4,Seasonal,"Available at the same time of year, every year.",34,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,"American style barley wines range from amber to deep copper-garnet in color and have a full body and high residual malty sweetness. Complexity of alcohols and fruity-ester characters are often high and counterbalanced by assertive bitterness and extraordinary alcohol content. Hop aroma and flavor are at medium to very high levels. American type hops are often used but not necessary for this style. Very low levels of diacetyl may be acceptable. A caramel and/or toffee aroma and flavor are often part of the character. Characters indicating oxidation, such as vinous (sometimes sherry-like) aromas and/or flavors, are not generally acceptable in American-style Barley Wine Ale, however if a low level of age-induced oxidation character harmonizes and enhances the overall experience this can be regarded favorably. Chill haze is allowable at cold temperatures.",60,100,8.4,12,11,22,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,"Ever gone 6 fifths? You know that moment when you go beyond the limit, overshoot the extreme, max the envelope and so on?  What you’re holding in your hand is a beer with an inflated opinion of itself. A big hard bottle of opulence. This epic barleywine has spent no less than 18 months in whiskey barrels allowing it to express a gargantuan barrage of flavours. Expect sweet maltiness, toffee, dried fruit, barrel char, vanilla & loads of oak.  Best savoured in the glow of a wooden fireplace whilst rugged up in your finest smoking jacket and sunk into your comfiest leather chair, surrounded by rich mahogany and leather-bound books with your feet perched upon the head of a bear skin rug.  Pair it up with your favourite stinky cheese, decadent dessert or ice-cream floater…6 fifths yet?",100,,,,,,,,,,,,,,
TC5N4e,6 Geese-A-Laying,6 Geese-A-Laying (2013),11.5,2,64,N,https://s3.amazonaws.com/brewerydbapi/beer/TC5N4e/upload_Ad4atF-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/TC5N4e/upload_Ad4atF-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/TC5N4e/upload_Ad4atF-large.png,verified,Verified,2013-11-12 12:53:24,2015-12-17 07:11:26,2,Limited,Limited availability.,64,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Dark Strong Ale,Belgian Dark Strong,"Belgian dark strong ales are amber to dark brown in color. Often, though not always, brewed with dark Belgian ""candy"" sugar, these beers can be well attenuated, ranging from medium to full-bodied. The perception of hop bitterness is low to medium, with hop flavor and aroma also in this range. Fruity complexity along with the soft flavors of roasted malts add distinct character. The alcohol strength of these beers can often be deceiving to the senses. The intensity of malt character can be rich, creamy, and sweet with intensities ranging from medium to high. Very little or no diacetyl is perceived. Herbs and spices are sometimes used to delicately flavor these strong ales. Low levels of phenolic spiciness from yeast byproducts may also be perceived. Chill haze is allowable at cold temperatures.",20,50,7,11,9,35,1.064,1.012,1.024,2012-03-21 20:06:46,2015-04-07 15:32:23,,,,,,,,,,,2013,,,,,
ZxtYlW,6 Hop IPA,6 Hop IPA,6.66,1,30,N,https://s3.amazonaws.com/brewerydbapi/beer/ZxtYlW/upload_ib8KO5-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/ZxtYlW/upload_ib8KO5-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/ZxtYlW/upload_ib8KO5-large.png,verified,Verified,2015-11-30 20:16:19,2015-12-18 06:22:06,1,Year Round,Available year round as a staple beer.,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,"In a bold collaboration with Mother Nature, we grow our own varieties of aroma hops at Rogue Farms in Independence, OR. We also string, stake, train, test, trim, separate, sort, kiln and cool them. Brewmaster John Maier meticulously selected and blended 6 varieties of our hops to create the big, beautiful bite of our 6 Hop IPA.",87,,,,,,,,,,,,,,
6h0K9m,6 Pairs Of Legs,6 Pairs Of Legs,8.25,,158,N,https://s3.amazonaws.com/brewerydbapi/beer/6h0K9m/upload_anGuxF-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/6h0K9m/upload_anGuxF-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/6h0K9m/upload_anGuxF-large.png,verified,Verified,2015-11-30 20:03:53,2015-12-18 06:21:58,,,,158,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Porter,American Imperial Porter,"American-style imperial porters are black in color. No roast barley or strong burnt/astringent black malt character should be perceived. Medium malt, caramel and cocoa-like sweetness. Hop bitterness is perceived at a medium-low to medium level. Hop flavor and aroma may vary from being low to medium-high. This is a full bodied beer. Ale-like fruity esters should be evident but not overpowering and compliment hop character and malt derived sweetness. Diacetyl (butterscotch) levels should be absent.",35,50,5.5,9.5,40,40,1.08,1.02,1.03,2013-08-10 12:42:51,2015-04-07 15:49:32,,,,,,,,,,,,,,,,1.1
TACnR2,60 Minute IPA,60 Minute IPA,6,1,30,N,https://s3.amazonaws.com/brewerydbapi/beer/TACnR2/upload_D77QZ3-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/TACnR2/upload_D77QZ3-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/TACnR2/upload_D77QZ3-large.png,verified,Verified,2012-01-03 02:42:37,2015-12-16 02:59:23,1,Year Round,Available year round as a staple beer.,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,"Our 60 Minute IPA is continuously hopped - more than 60 hop additions over a 60 minute boil (getting a vibe yet of where the name came from?). 60 Minute is a session India Pale Ale brewed with a slew of great NorthWest hops. A powerful, but balanced East Coast I.P.A. with a lot of citrusy hop character. The session beer for hardcore beer enthusiasts!",60,5,9,5,Pint,2012-01-03 02:41:33,9,9,E58500,,,,"Spicy foods, pesto, grilled salmon, soy-based dishes, pizza, vintage cheddar",,
Hq518F,606,606,5.4,,2,N,https://s3.amazonaws.com/brewerydbapi/beer/Hq518F/upload_f16qBp-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/Hq518F/upload_f16qBp-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/Hq518F/upload_f16qBp-large.png,verified,Verified,2016-05-05 15:55:45,2016-05-05 16:31:12,,,,2,1,1,British Origin Ales,2012-03-21 20:06:45,English-Style India Pale Ale,English IPA,"Most traditional interpretations of English-style India pale ales are characterized by medium-high hop bitterness with a medium to medium-high alcohol content. Hops from a variety of origins may be used to contribute to a high hopping rate. Earthy and herbal English-variety hop character is the perceived end, but may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer, sometimes with subtle and balanced character of sulfur compounds. This pale gold to deep copper-colored ale has a medium to high, flowery hop aroma and may have a medium to strong hop flavor (in addition to the hop bitterness). English-style India pale ales possess medium maltiness and body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill haze is allowable at cold temperatures. Hops of other origins may be used for bitterness or approximating traditional English character.",35,63,5,7,6,14,1.05,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:18:33,"Our most popular beer, English style IPA with American hop finish.",50,,10,,,,10,10,DE7C00,,,,,,
hxqSyB,607 Lager,607 Lager,,,80,N,https://s3.amazonaws.com/brewerydbapi/beer/hxqSyB/upload_BULGS1-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/hxqSyB/upload_BULGS1-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/hxqSyB/upload_BULGS1-large.png,verified,Verified,2015-08-26 20:05:52,2015-12-18 04:56:14,,,,80,7,7,European-germanic Lager,2012-03-21 20:06:46,Vienna-Style Lager,Vienna Lager,"Beers in this category are reddish brown or copper colored. They are medium in body. The beer is characterized by malty aroma and slight malt sweetness. The malt aroma and flavor should have a notable degree of toasted and/or slightly roasted malt character. Hop bitterness is clean and crisp. Noble-type hop aromas and flavors should be low or mild. Diacetyl, chill haze and ale-like fruity esters should not be perceived.",22,28,4.8,5.4,12,16,1.046,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:36:42,,,,,,,,,,,,,,,,
qsMYvD,613 Annees,613 Annees,,,71,N,https://s3.amazonaws.com/brewerydbapi/beer/qsMYvD/upload_YCKaGX-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/qsMYvD/upload_YCKaGX-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/qsMYvD/upload_YCKaGX-large.png,verified,Verified,2013-11-12 12:50:36,2015-12-17 06:24:24,,,,71,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,French-Style Bière de Garde,Bière de Garde,"Beers in this category are golden to deep copper or light brown in color. They are light to medium in body. This style of beer is characterized by a toasted malt aroma, slight malt sweetness in flavor, and low to medium hop bitterness. Noble-type hop aromas and flavors should be low to medium. Fruity esters can be light to medium in intensity. Flavor of alcohol is evident. Earthy, cellarlike, musty aromas are okay. Diacetyl should not be perceived but chill haze is okay. Often bottle conditioned with some yeast character. French-Style Biére de Garde may have Brettanomyces characters that are slightly acidity, fruity, horsey, goaty and/or leather-like.",20,30,4.5,8,8,16,1.06,1.012,1.024,2012-03-21 20:06:46,2015-04-07 15:34:08,,,5,,5,Pint,2012-01-03 02:41:33,,,,,,,,,
KD4ns1,666 Aged Ale,666 Aged Ale,8.6,,132,N,https://s3.amazonaws.com/brewerydbapi/beer/KD4ns1/upload_oWY76B-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/KD4ns1/upload_oWY76B-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/KD4ns1/upload_oWY76B-large.png,verified,Verified,2013-02-02 12:22:07,2015-12-16 23:07:25,,,,132,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Wood- and Barrel-Aged Beer,BBL Aged,"A wood- or barrel-aged beer is any lager, ale or hybrid beer, either a traditional style or a unique experimental beer that has been aged for a period of time in a wooden barrel or in contact with wood. This beer is aged with the intention of imparting the particularly unique character of the wood and/or what has previously been in the barrel. New wood character can be characterized as a complex blend of vanillin and/or other unique wood character, but wood aged is not necessarily synonymous with imparting wood-flavors. Used sherry, rum, bourbon, scotch, port, wine and other barrels are often used, imparting complexity and uniqueness to beer. Ultimately a balance of flavor, aroma and mouthfeel are sought with the marriage of new beer with wood and/or barrel flavors. Beers in this style may or may not have Brettanomyces character. Brewers when entering this category should specify type of barrel and/or wood used and any other special treatment or ingredients used. Competition managers may create style subcategories to differentiate between high alcohol and low alcohol beers and very dark and lighter colored beer as well as for fruit beers and non-fruit beers. Competitions may develop guidelines requesting brewers to specify what kind of wood (new or used oak, other wood varieties) and/or barrel (whiskey, port, sherry, wine, etc.) was used in the process. The brewer may be asked to explain the special nature (wood used, base beer style(s) and achieved character) of the beer.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:46:27,,,,,,,,,,,,,,,,
rQFFqr,667 Neighbor of the beast,667 Neighbor of the beast,6.4,1,30,N,https://s3.amazonaws.com/brewerydbapi/beer/rQFFqr/upload_9pVd9M-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/rQFFqr/upload_9pVd9M-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/rQFFqr/upload_9pVd9M-large.png,verified,Verified,2012-11-02 12:14:14,2015-12-16 19:22:03,1,Year Round,Available year round as a staple beer.,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,Our American India Pale Ale that is chocked full of hop flavor and aroma. Select American malt and hops bestow upon this brew hints of grapefruit and peach.,,,,,,,,,,,,,,,
jzZpSk,668 Neighbor of the Beast,668 Neighbor of the Beast,8.5,1,62,N,https://s3.amazonaws.com/brewerydbapi/beer/jzZpSk/upload_gaRsZF-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/jzZpSk/upload_gaRsZF-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/jzZpSk/upload_gaRsZF-large.png,verified,Verified,2015-02-19 15:49:50,2015-12-17 21:41:19,1,Year Round,Available year round as a staple beer.,62,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Pale Ale,Belgian Pale,"Belgian-style pale ales are characterized by low but noticeable hop bitterness, flavor, and aroma. Light to medium body and low malt aroma are typical. They are light amber to deep amber in color. Noble-type hops are commonly used. Low to medium fruity esters are evident in aroma and flavor. Low levels of phenolic spiciness from yeast byproducts may be perceived. Low caramel or toasted malt flavor is okay. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",20,30,4,6,6,12,1.044,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:06,,,,,,,,,,,,,,,,
fm9ImO,69 on the Beach,69 on the Beach,,,119,N,https://s3.amazonaws.com/brewerydbapi/beer/fm9ImO/upload_OlOdZj-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/fm9ImO/upload_OlOdZj-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/fm9ImO/upload_OlOdZj-large.png,verified,Verified,2013-05-07 00:23:57,2015-12-17 03:53:10,,,,119,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Fruit Beer,Fruit Beer,"Fruit beers are any beers using fruit or fruit extracts as an adjunct in either, the mash, kettle, primary or secondary fermentation providing obvious (ranging from subtle to intense), yet harmonious, fruit qualities. Fruit qualities should not be overpowered by hop character. If a fruit (such as juniper berry) has an herbal or spice quality, it is more appropriate to consider it in the herb and spice beers category. Acidic bacterial (not wild yeast) fermentation characters may be evident (but not necessary) they would contribute to acidity and enhance fruity balance. Clear or hazy beer is acceptable in appearance. A statement by the brewer explaining what fruits are used is essential in order for fair assessment in competitions. If this beer is a classic style with fruit, the brewer should also specify the classic style.",5,70,2.5,12,5,50,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:21,Sunny ale featuring real tropical fruit,,,,,,,,,,,,,,,
