id,name,nameDisplay,description,abv,srmId,availableId,styleId,isOrganic,labels/icon,labels/medium,labels/large,status,statusDisplay,createDate,updateDate,srm/id,srm/name,srm/hex,available/id,available/name,available/description,style/id,style/categoryId,style/category/id,style/category/name,style/category/createDate,style/name,style/shortName,style/description,style/ibuMin,style/ibuMax,style/abvMin,style/abvMax,style/srmMin,style/srmMax,style/ogMin,style/fgMin,style/fgMax,style/createDate,style/updateDate,ibu,glasswareId,glass/id,glass/name,glass/createDate,servingTemperature,servingTemperatureDisplay,originalGravity,foodPairings,beerVariationId,beerVariation/id,beerVariation/name,beerVariation/nameDisplay,beerVariation/description,beerVariation/abv,beerVariation/ibu,beerVariation/glasswareId,beerVariation/availableId,beerVariation/styleId,beerVariation/isOrganic,beerVariation/labels/icon,beerVariation/labels/medium,beerVariation/labels/large,beerVariation/status,beerVariation/statusDisplay,beerVariation/foodPairings,beerVariation/createDate,beerVariation/updateDate,beerVariation/glass/id,beerVariation/glass/name,beerVariation/glass/createDate,beerVariation/available/id,beerVariation/available/name,beerVariation/available/description,beerVariation/style/id,beerVariation/style/categoryId,beerVariation/style/category/id,beerVariation/style/category/name,beerVariation/style/category/createDate,beerVariation/style/name,beerVariation/style/shortName,beerVariation/style/description,beerVariation/style/ibuMin,beerVariation/style/ibuMax,beerVariation/style/abvMin,beerVariation/style/abvMax,beerVariation/style/srmMin,beerVariation/style/srmMax,beerVariation/style/ogMin,beerVariation/style/fgMin,beerVariation/style/fgMax,beerVariation/style/createDate,beerVariation/style/updateDate
hnd83I,25th Anniversary Imperial Stout,25th Anniversary Imperial Stout,"We only turn 25 once, and to celebrate, we brewed a rich imperial stout with cocoa nibs, vanilla beans, and cherry purée. First of four in our series, it pours a deep, dark black with a mocha brown head that gradually retreats to the edges of the glass. A strong chocolate aroma arises, followed by sweet malt and mild tart cherry. The full, dense mouthfeel yields a malty sweetness followed by chocolate, cherry, and vanilla flavors, then finishes with a slight alcohol warmth, leaving roasted malt and chocolate notes until the next sip.",10,,2,43,N,https://s3.amazonaws.com/brewerydbapi/beer/hnd83I/upload_jpcTK0-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/hnd83I/upload_jpcTK0-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/hnd83I/upload_jpcTK0-large.png,verified,Verified,2012-11-19 18:32:58,2015-12-16 20:01:20,,,,2,Limited,Limited availability.,43,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50,80,7,12,40,40,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,,5,5,Pint,2012-01-03 02:41:33,,,,"Enjoy this beer with rich, chocolatey desserts: chocolate cheese cake, cherry chocolate devils food cake, or just a chunk of dark chocolate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g6CcIW,25th Anniversary Pale Ale,25th Anniversary Pale Ale,The Peabody Orlando,,,2,25,N,https://s3.amazonaws.com/brewerydbapi/beer/g6CcIW/upload_TiZdoo-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/g6CcIW/upload_TiZdoo-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/g6CcIW/upload_TiZdoo-large.png,verified,Verified,2012-01-03 02:42:37,2015-12-16 13:54:26,,,,2,Limited,Limited availability.,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,5,5,Pint,2012-01-03 02:41:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imwKGv,25th Anniversary Vanilla Double Dog,25th Anniversary Vanilla Double Dog,"Turbodog® is the inspiration for this robust dark ale. Double Dog is brewed with generous amounts of pale, caramel, and chocolate malts and Willamette hops. Whole, natural vanilla beans are added during the aging process. This combination provides a rich body and color with chocolate, vanilla and toffee-like flavor.

25 years ago the Abita Brewing Company was founded on a pristine, artesian aquifer north of New Orleans. For a quarter of a century, Abita has proudly brewed full-flavored ales and lagers. We thank our loyal customers for their support and pledge to continue the tradition of brewing excellence.",7,,2,14,N,https://s3.amazonaws.com/brewerydbapi/beer/imwKGv/upload_ujRxDp-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/imwKGv/upload_ujRxDp-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/imwKGv/upload_ujRxDp-large.png,verified,Verified,2012-08-28 21:03:02,2015-12-16 18:22:46,,,,2,Limited,Limited availability.,14,1,1,British Origin Ales,2012-03-21 20:06:45,Strong Ale,Strong Ale,"Light amber to mid-range brown in color, strong ales are medium to full bodied with a malty sweetness and may have low levels of roast malt character. Hop aroma should be minimal and flavor can vary from none to medium in character intensity. Fruity-ester flavors and aromas can contribute to the character of this ale. Bitterness should be minimal but evident and balanced with malt and/or caramel-like sweetness. Alcohol types can be varied and complex. A rich, often sweet and complex estery character may be evident. Very low levels of diacetyl are acceptable. Chill haze is acceptable at low temperatures. (This style may often be split into two categories, strong and very strong.)",30,65,7,11,8,21,1.06,1.014,1.04,2012-03-21 20:06:45,2015-04-07 15:21:05,,5,5,Pint,2012-01-03 02:41:33,cool,Cool - (8-12C/45-54F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iBfqNh,26° Královská Zlatá labuť (Royal Golden Swan),26° Královská Zlatá labuť (Royal Golden Swan),,,,,125,N,https://s3.amazonaws.com/brewerydbapi/beer/iBfqNh/upload_Eryeex-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/iBfqNh/upload_Eryeex-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/iBfqNh/upload_Eryeex-large.png,verified,Verified,2016-03-31 20:24:33,2016-03-31 20:25:04,,,,,,,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6MULc,27th Anniversary,27th Anniversary,"We brewed this 100% Wheat Malt beer to celebrate our 27th anniversary. Our 27th Anniversary Wheatwine is brewed in the Barleywine style, but contains no barley malt, instead, it is mashed and brewed with 100% Wheat Malt. The beer has a rich golden hue and is brewed with Wheat and CaraWheat Malts and hopped with a blend of UK and NW hops. Complex aromas of apricot, spice, and citrus lead to a smooth palate, blended with notes of caramel, marmalade, and green hop overtones. Doesn’t that sound like a great reward for being good or what? And for turning 27. Cheers! (ABV 9.5% IBU 53.5)",9.5,,2,35,N,https://s3.amazonaws.com/brewerydbapi/beer/o6MULc/upload_KW5T32-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/o6MULc/upload_KW5T32-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/o6MULc/upload_KW5T32-large.png,verified,Verified,2014-07-21 12:14:14,2015-12-17 15:10:03,,,,2,Limited,Limited availability.,35,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Wheat Wine Ale,Wheatwine,"American style wheat wines range from gold to deep amber and are brewed with 50% or more wheat malt. They have full body and high residual malty sweetness. Perception of bitterness is moderate to medium -high. Fruity-ester characters are often high and counterbalanced by complexity of alcohols and high alcohol content. Hop aroma and flavor are at low to medium levels. Very low levels of diacetyl may be acceptable. Bready, wheat, honey-like and/or caramel aroma and flavor are often part of the character. Phenolic yeast character, sulfur, and/or sweet corn-like dimethylsulfide (DMS) should not be present. Oxidized, stale and aged characters are not typical of this style. Chill haze is allowable.",45,85,8.4,12,8,15,1.088,1.024,1.032,2012-03-21 20:06:46,2015-04-07 15:27:17,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stMbRP,2nd Anniversary,2nd Anniversary,"This brew is our take on a Belgian quad. The large portion of dark candi syrup & three Belgian yeasts showcase a range of dark fruit flavors and aromas of cherries, figs & prunes. Bottle conditioning allows this beer to be enjoyed fresh or aged for your own special occasion. Available Nov. 2013 while supplies last.",9.5,,2,64,N,https://s3.amazonaws.com/brewerydbapi/beer/stMbRP/upload_BRRnzT-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/stMbRP/upload_BRRnzT-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/stMbRP/upload_BRRnzT-large.png,verified,Verified,2013-11-01 12:33:54,2015-12-17 07:08:24,,,,2,Limited,Limited availability.,64,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Dark Strong Ale,Belgian Dark Strong,"Belgian dark strong ales are amber to dark brown in color. Often, though not always, brewed with dark Belgian ""candy"" sugar, these beers can be well attenuated, ranging from medium to full-bodied. The perception of hop bitterness is low to medium, with hop flavor and aroma also in this range. Fruity complexity along with the soft flavors of roasted malts add distinct character. The alcohol strength of these beers can often be deceiving to the senses. The intensity of malt character can be rich, creamy, and sweet with intensities ranging from medium to high. Very little or no diacetyl is perceived. Herbs and spices are sometimes used to delicately flavor these strong ales. Low levels of phenolic spiciness from yeast byproducts may also be perceived. Chill haze is allowable at cold temperatures.",20,50,7,11,9,35,1.064,1.012,1.024,2012-03-21 20:06:46,2015-04-07 15:32:23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XKWM45,2nd Anniversary - Barrel-Aged Chessie,2nd Anniversary - Barrel-Aged Chessie,,9.8,,2,34,N,https://s3.amazonaws.com/brewerydbapi/beer/XKWM45/upload_7rSykd-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/XKWM45/upload_7rSykd-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/XKWM45/upload_7rSykd-large.png,verified,Verified,2014-07-21 12:02:22,2015-12-17 15:39:48,,,,2,Limited,Limited availability.,34,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,"American style barley wines range from amber to deep copper-garnet in color and have a full body and high residual malty sweetness. Complexity of alcohols and fruity-ester characters are often high and counterbalanced by assertive bitterness and extraordinary alcohol content. Hop aroma and flavor are at medium to very high levels. American type hops are often used but not necessary for this style. Very low levels of diacetyl may be acceptable. A caramel and/or toffee aroma and flavor are often part of the character. Characters indicating oxidation, such as vinous (sometimes sherry-like) aromas and/or flavors, are not generally acceptable in American-style Barley Wine Ale, however if a low level of age-induced oxidation character harmonizes and enhances the overall experience this can be regarded favorably. Chill haze is allowable at cold temperatures.",60,100,8.4,12,11,22,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9cK1Cg,2nd Anniversary Ale,2nd Anniversary Ale,,7.5,14,2,30,N,https://s3.amazonaws.com/brewerydbapi/beer/9cK1Cg/upload_VpscaE-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/9cK1Cg/upload_VpscaE-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/9cK1Cg/upload_VpscaE-large.png,verified,Verified,2015-02-25 12:51:03,2015-12-17 23:00:08,14,14,C35900,2,Limited,Limited availability.,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,74,8,8,Tulip,2012-01-03 02:41:33,cold,Cold - (4-7C/39-45F),1.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5xwinp,2nd Anniversary Ale,2nd Anniversary Ale,A farmhouse ale aged in Chardonnay barrels.,7,,2,132,N,https://s3.amazonaws.com/brewerydbapi/beer/5xwinp/upload_JopXOu-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/5xwinp/upload_JopXOu-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/5xwinp/upload_JopXOu-large.png,verified,Verified,2014-09-30 14:37:00,2015-12-17 18:33:21,,,,2,Limited,Limited availability.,132,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Wood- and Barrel-Aged Beer,BBL Aged,"A wood- or barrel-aged beer is any lager, ale or hybrid beer, either a traditional style or a unique experimental beer that has been aged for a period of time in a wooden barrel or in contact with wood. This beer is aged with the intention of imparting the particularly unique character of the wood and/or what has previously been in the barrel. New wood character can be characterized as a complex blend of vanillin and/or other unique wood character, but wood aged is not necessarily synonymous with imparting wood-flavors. Used sherry, rum, bourbon, scotch, port, wine and other barrels are often used, imparting complexity and uniqueness to beer. Ultimately a balance of flavor, aroma and mouthfeel are sought with the marriage of new beer with wood and/or barrel flavors. Beers in this style may or may not have Brettanomyces character. Brewers when entering this category should specify type of barrel and/or wood used and any other special treatment or ingredients used. Competition managers may create style subcategories to differentiate between high alcohol and low alcohol beers and very dark and lighter colored beer as well as for fruit beers and non-fruit beers. Competitions may develop guidelines requesting brewers to specify what kind of wood (new or used oak, other wood varieties) and/or barrel (whiskey, port, sherry, wine, etc.) was used in the process. The brewer may be asked to explain the special nature (wood used, base beer style(s) and achieved character) of the beer.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:46:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pKgt1E,2nd Anniversary Imperial Porter,2nd Anniversary Imperial Porter,Imperial Porter brewed with chocolate & coconut & aged in rye whiskey barrels.,11,30,2,104,N,https://s3.amazonaws.com/brewerydbapi/beer/pKgt1E/upload_RvbbQE-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/pKgt1E/upload_RvbbQE-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/pKgt1E/upload_RvbbQE-large.png,verified,Verified,2014-11-08 20:41:32,2015-12-17 18:22:21,30,30,600903,2,Limited,Limited availability.,104,9,9,Other Lager,2012-03-21 20:06:46,Baltic-Style Porter,Baltic Porter,"A true smooth cold-fermented and cold lagered beer, brewed with lager yeast. Black to very deep ruby/garnet in color. Overall, Baltic Porters have a very smooth lagered character with distinctive caramelized sugars, licorice and chocolate-like character of roasted malts and dark sugars. Roasted dark malts should not contribute bitterness, or astringent roast character. A low degree of smokiness from malt may be evident. Debitterized roast malts are best used for this style. Because of its alcoholic strength, aroma may include gentle (low) lager fruitiness (berries, grapes, plums, not banana; ale-like fruitiness from warm temperature fermentation is not appropriate), complex alcohols, cocoa-like, roast malt (and sometimes coffee-like roast barley, yet not bitter). Hop aroma is very low, though a hint of floral or sweet hop aroma can complement aromatics and flavor without dominance. Baltic Porters are not hop bitter dominated and expressed as low to medium-low. Baltic porters range from having medium to full body complemented with a medium-low to medium level of malty sweetness. No butterscotch-like diacetyl or sweet corn-like dimethylsulfide (DMS) should be apparent in aroma or flavor.",35,40,7.5,9,40,40,1.072,1.016,1.022,2012-03-21 20:06:46,2015-04-07 15:41:46,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLA1vd,2nd Crop Wet Hop IPA,2nd Crop Wet Hop IPA,,7,,,30,N,https://s3.amazonaws.com/brewerydbapi/beer/KLA1vd/upload_vrTkp4-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/KLA1vd/upload_vrTkp4-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/KLA1vd/upload_vrTkp4-large.png,verified,Verified,2015-03-09 14:49:05,2015-12-17 23:40:18,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6hWgHi,2X Steam,2X Steam,,,,3,110,N,https://s3.amazonaws.com/brewerydbapi/beer/6hWgHi/upload_k4zf0M-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/6hWgHi/upload_k4zf0M-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/6hWgHi/upload_k4zf0M-large.png,verified,Verified,2013-02-08 12:02:08,2016-01-13 19:42:21,,,,3,Not Available,Beer is not available.,110,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,California Common Beer,California Common,California Common Beer is light amber to amber in color and is medium bodied. There is a noticeable degree of caramel-type malt character in flavor and often in aroma. Hop bitterness impression is medium to medium high and is balanced with a low to medium-low degree of fruity esters and malt character and give an impression of balance and drinkability. Hop flavor and aroma is low to medium-low. California Common Beer is a style of beer brewed with lager yeasts but at ale fermentation temperatures. Diacetyl and chill haze should be absent.,35,45,4.5,5.6,8,15,1.045,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:42:34,,5,5,Pint,2012-01-03 02:41:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5nEJRc,2X Stout Nitro,2X Stout Nitro,,7.5,,2,20,N,https://s3.amazonaws.com/brewerydbapi/beer/5nEJRc/upload_pWw6xi-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/5nEJRc/upload_pWw6xi-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/5nEJRc/upload_pWw6xi-large.png,verified,Verified,2012-11-30 12:01:28,2015-12-16 22:23:58,,,,2,Limited,Limited availability.,20,1,1,British Origin Ales,2012-03-21 20:06:45,Sweet or Cream Stout,Sweet Stout,"Sweet stouts, also referred to as cream stouts, have less roasted bitter flavor and a full-bodied mouthfeel. The style can be given more body with milk sugar (lactose) before bottling. Malt sweetness, chocolate, and caramel flavor should dominate the flavor profile and contribute to the aroma. Hops should balance and suppress some of the sweetness without contributing apparent flavor or aroma. The overall impression should be sweet and full-bodied.",15,25,3,6,40,40,1.045,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:24:41,,5,5,Pint,2012-01-03 02:41:33,,,,,R0MvCF,R0MvCF,2XStout,2XStout,"Milk stout, also called ‘cream’ or ‘sweet’ stout, is a stout containing lactose, a sugar derived from milk. Because lactose is unfermentable by beer yeast, it adds sweetness and body to the finished beer. Milk stouts have been claimed to be nutritious, and were marketed as such in the early 1900s with claims that would make the FDA wince. One ad read, “Ideal for nursing mothers, for the healthy, for the invalid, and for the worker.” Surely! 

Of course, we couldn’t stop at a traditional milk stout. Ours is a double, an addition to our 2X line, and at 7.5% abv is every bit as delicious as it sounds. To your health!",7.5,50,5,1,20,N,https://s3.amazonaws.com/brewerydbapi/beer/R0MvCF/upload_bcm17R-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/R0MvCF/upload_bcm17R-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/R0MvCF/upload_bcm17R-large.png,verified,Verified,"buttery & aged cheeses, rich, spicy foods, beef brisket, chocolate cake",2012-01-17 13:14:24,2016-01-12 16:08:19,5,Pint,2012-01-03 02:41:33,1,Year Round,Available year round as a staple beer.,20,1,1,British Origin Ales,2012-03-21 20:06:45,Sweet or Cream Stout,Sweet Stout,"Sweet stouts, also referred to as cream stouts, have less roasted bitter flavor and a full-bodied mouthfeel. The style can be given more body with milk sugar (lactose) before bottling. Malt sweetness, chocolate, and caramel flavor should dominate the flavor profile and contribute to the aroma. Hops should balance and suppress some of the sweetness without contributing apparent flavor or aroma. The overall impression should be sweet and full-bodied.",15,25,3,6,40,40,1.045,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:24:41
LqtH8A,2X Tangier,2X Tangier,"A Double India Pale Ale with spicy citrus aromas and stone fruit flavors. These flavors, with the addition of lightly roasted malts and brilliant hop bitterness, make 2XTangier a beverage as refreshing as it is exotic. 2XTangier is brewed as a stronger, bolder ale than its older brother, Tangier. It shares the same synergy between tangerine peel and spicy, citrusy, Mosaic hops. Enjoy 2XTangier in celebration of your epic adventure.",8.1,,6,31,N,https://s3.amazonaws.com/brewerydbapi/beer/LqtH8A/upload_v0Hee3-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/LqtH8A/upload_v0Hee3-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/LqtH8A/upload_v0Hee3-large.png,verified,Verified,2016-02-08 15:39:13,2016-03-18 18:50:19,,,,6,Summer,Available during the summer months.,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,6,6,Snifter,2012-01-03 02:41:33,cool,Cool - (8-12C/45-54F),,"soft cheeses & mild cheddar, burgers & grilled foods, spicy dishes, shortbread, cakes and fruit tarts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vwlWXv,2x4 DIPA,2x4 DIPA,,10,,,30,N,https://s3.amazonaws.com/brewerydbapi/beer/vwlWXv/upload_5PC3aj-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/vwlWXv/upload_5PC3aj-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/vwlWXv/upload_5PC3aj-large.png,verified,Verified,2014-07-29 02:32:21,2016-06-01 18:35:41,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbn6X9,2XIBA,2XIBA,"A dark, malty India Black Ale with a huge hop profile presenting itself through roasted malts. We brewed 2XIBA with epically dark muscovado sugar which imparts some color and residual sugar while helping the ale yeast achieve 8.0% abv. Fans of our Iniquity Imperial Black Ale will no doubt be reminded of the critically lauded beer in the fall seasonal 2XIBA. We reimagined a favorite retired beer, creating a perfect addition to our seasonal 2X series lineup. Autumn will be a little darker this year!",8,,7,41,N,https://s3.amazonaws.com/brewerydbapi/beer/xbn6X9/upload_i7QWM4-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/xbn6X9/upload_i7QWM4-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/xbn6X9/upload_i7QWM4-large.png,verified,Verified,2015-08-23 13:09:44,2016-01-12 16:08:18,,,,7,Fall,Available during the fall months.,41,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Black Ale,Black Ale,"American-style Black Ales are very dark to black and perceived to have medium high to high hop bitterness, flavor and aroma with medium-high alcohol content, balanced with a medium body. Fruity, floral and herbal character from hops of all origins may contribute character. The style is further characterized by a balanced and moderate degree of caramel malt and dark roasted malt flavor and aroma. High astringency and high degree of burnt roast malt character should be absent.",50,70,6,7.5,35,35,1.056,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:28:36,,1,1,Flute,2012-01-03 02:41:33,,,,"cheddar or derby cheeses, steaks, burgers or bread pudding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
