"id","name","nameDisplay","description","abv","ibu","availableId","glasswareId","srmId","styleId","isOrganic","year","labels__icon","labels__medium","labels__large","status","statusDisplay","servingTemperature","servingTemperatureDisplay","originalGravity","createDate","updateDate","available__id","available__name","available__description","glass__id","glass__name","glass__createDate","srm__id","srm__name","srm__hex","style__id","style__categoryId","style__category__id","style__category__name","style__category__createDate","style__name","style__shortName","style__description","style__ibuMin","style__ibuMax","style__abvMin","style__abvMax","style__srmMin","style__srmMax","style__ogMin","style__fgMin","style__fgMax","style__createDate","style__updateDate"
"HZ9xM2","""Ray Brown"" Porter","""Ray Brown"" Porter","Now that the weather's turned a tad darker, your beer should, too. Get cozy with this ebony beauty, a brown porter that starts with notes of milky light chocolate and vanilla bean before morphing into a winter wonderland of mild coffee and hazelnuts. It's dark, tempting, and delicious, just the way longtime loyal customer Ray Brown likes it.","5.8","30","","","","18","Y","","","","","verified","Verified","","","","2015-05-11 17:52:07","2015-05-11 17:52:07","","","","","","","","","","18","1","1","British Origin Ales","2012-03-21 20:06:45","Brown Porter","Brown Porter","Brown porters are mid to dark brown (may have red tint) in color. No roast barley or strong burnt/black malt character should be perceived. Low to medium malt sweetness, caramel and chocolate is acceptable along with medium hop bitterness. This is a lightto medium-bodied beer. Fruity esters are acceptable. Hop flavor and aroma may vary from being negligible to medium in character.","20","30","4.5","6","20","35","1.04","1.006","1.014","2012-03-21 20:06:45","2015-04-07 15:21:43"
"Gb2aAs","""Small Batch"" Hazelwood Farmhouse IPA","""Small Batch"" Hazelwood Farmhouse IPA","","6","","","","","72","Y","","","","","verified","Verified","","","","2015-07-12 20:00:58","2015-07-12 20:00:58","","","","","","","","","","72","5","5","Belgian And French Origin Ales","2012-03-21 20:06:46","French & Belgian-Style Saison","Saison","Beers in this category are golden to deep amber in color. There may be quite a variety of characters within this style. Generally: They are light to medium in body. Malt aroma is low to medium-low. Esters are medium to high in  aroma, while, complex alcohols, herbs, spices, low Brettanomyces character and even clove and smoke-like phenolics may or may not be evident in the overall balanced beer. Hop aroma and flavor may be at low to medium levels. Malt flavor is low but provides foundation for the overall balance. Hop bitterness is moderate to moderately assertive. Herb and/or spice flavors, including black pepper-like notes, may or may not be evident. Fruitiness from fermentation is generally in character. A balanced small amount of sour or acidic flavors is acceptable when in balance with other components. Earthy, cellar-like, musty aromas are okay. Diacetyl should not be perceived. Chill or slight yeast haze is okay. Often bottle conditioned with some yeast character and high carbonation. French & Belgian-Style Saison may have Brettanomyces characters that are slightly acidity, fruity, horsey, goaty and/or leather-like.","20","40","4.5","8.5","4","14","1.055","1.004","1.016","2012-03-21 20:06:46","2015-04-07 15:34:55"
"TAtY2B","""Sneaky Devil"" Double IPA","""Sneaky Devil"" Double IPA","A light golden double-IPA with plenty of body and malt character to match the aggressive hoppiness. Blends of Columbus and Centennial hops round out the aroma. Don’t let the light color fool you. This beer packs a punch.","7.8","80","1","6","","31","N","","","","","verified","Verified","","","","2013-07-27 14:02:12","2015-03-18 18:12:38","1","Year Round","Available year round as a staple beer.","6","Snifter","2012-01-03 02:41:33","","","","31","3","3","North American Origin Ales","2012-03-21 20:06:45","Imperial or Double India Pale Ale","Imperial IPA","Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.","65","100","7.5","10.5","5","13","1.075","1.012","1.02","2012-03-21 20:06:45","2015-04-07 15:26:46"
"8f8vqK","""Sniff"" IPA","""Sniff"" IPA","","6","50","","","","30","N","","","","","verified","Verified","","","","2015-11-03 17:01:42","2015-11-03 17:01:42","","","","","","","","","","30","3","3","North American Origin Ales","2012-03-21 20:06:45","American-Style India Pale Ale","American IPA","American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale","50","70","6.3","7.5","6","14","1.06","1.012","1.018","2012-03-21 20:06:45","2015-04-07 15:26:37"
"Dj5OOw","""SuperDude!"" Barrel-Aged Russian Imperial Stout","""SuperDude!"" Barrel-Aged Russian Imperial Stout","Dude Abide no More! Aging for six months in a Big Bottom Whiskey Barrel, this dark full-bodied stout absorbed maximum amounts of bourbon character and flavor. Rich and smooth, the “SuperDude!” is our best stout yet.","10","50","","","","135","Y","","","","","verified","Verified","","","","2015-05-18 15:36:53","2015-05-18 15:36:53","","","","","","","","","","135","11","11","Hybrid/mixed Beer","2012-03-21 20:06:46","Wood- and Barrel-Aged Strong Beer","BBL Aged Strong","Any strong classic style or unique, experimental style of beer can be wood or barrel-aged for a period of time in a wooden barrel or in contact with wood. This beer is aged with the intention of imparting the particularly unique character of the wood and/or what has previously been in the barrel. New wood character can be characterized as a complex blend of vanillin and unique wood character but wood aged is not necessarily synonymous with imparting wood-flavors. Used sherry, rum, bourbon, scotch, port, wine and other barrels are often used, imparting complexity and uniqueness to beer. Ultimately a balance of flavor, aroma and mouthfeel are sought with the marriage of new beer with wood and/or barrel flavors. Primary character of the beer style may or may not be apparent. Sour wood-aged beer of any color is outlined in other categories. Beers in this style may or may not have Brettanomyces character. The brewer must explain the special nature of the beer to allow for accurate judging. Comments could include: type of wood used (new or old, oak or other wood type), type of barrel used (new, port/ whiskey/ wine/ sherry/ other), base beer style or achieved character. Beer entries not accompanied by this information will be at a disadvantage during judging.","","","","","","","","","","2012-03-21 20:06:46","2015-04-07 15:46:50"
"VnoFfW","""The Great Boo"" Pumpkin Ale","""The Great Boo"" Pumpkin Ale","Ale brewed with pumpkin and spices.","5.3","","","","","121","N","","","","","verified","Verified","","","","2014-10-24 14:35:49","2014-10-24 14:35:49","","","","","","","","","","121","11","11","Hybrid/mixed Beer","2012-03-21 20:06:46","Pumpkin Beer","Pumpkin Beer","Pumpkin beers are any beers using pumpkins (Cucurbito pepo) as an adjunct in either mash, kettle, primary or secondary fermentation, providing obvious (ranging from subtle to intense), yet harmonious, qualities. Pumpkin qualities should not be overpowered by hop character. These may or may not be spiced or flavored with other things. A statement by the brewer explaining the nature of the beer is essential for fair assessment in competitions. If this beer is a classic style with pumpkin, the brewer should also specify the classic style.","5","70","2.5","12","5","50","1.03","1.006","1.03","2012-03-21 20:06:46","2015-04-07 15:44:28"
"o9CdUe","""The King"" Imperial Elvis Peanut Butter Banana Sandwich Brown Ale","""The King"" Imperial Elvis Peanut Butter Banana Sandwich Brown Ale","The imperial version of Elvis has twice the peanut butter of the regular elvis and quite a malt bill! Creating a sweet, dense, rich double brown ale with intense peanut butter flavor. This brew will be released once a year during our Annual Elvis Day at the Brewpub celebration in April!","8.2","25","2","","","125","Y","","","","","verified","Verified","","","","2015-05-27 14:54:18","2015-05-27 14:54:18","2","Limited","Limited availability.","","","","","","","125","11","11","Hybrid/mixed Beer","2012-03-21 20:06:46","Specialty Beer","Specialty","These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.","","100","2.5","25","1","100","1.03","1.006","1.03","2012-03-21 20:06:46","2015-04-07 15:44:53"
"u1hJXS","""The Reason"" Saison","""The Reason"" Saison","","4.5","15","","","","72","N","","","","","verified","Verified","","","","2015-11-03 16:58:37","2015-11-03 16:58:37","","","","","","","","","","72","5","5","Belgian And French Origin Ales","2012-03-21 20:06:46","French & Belgian-Style Saison","Saison","Beers in this category are golden to deep amber in color. There may be quite a variety of characters within this style. Generally: They are light to medium in body. Malt aroma is low to medium-low. Esters are medium to high in  aroma, while, complex alcohols, herbs, spices, low Brettanomyces character and even clove and smoke-like phenolics may or may not be evident in the overall balanced beer. Hop aroma and flavor may be at low to medium levels. Malt flavor is low but provides foundation for the overall balance. Hop bitterness is moderate to moderately assertive. Herb and/or spice flavors, including black pepper-like notes, may or may not be evident. Fruitiness from fermentation is generally in character. A balanced small amount of sour or acidic flavors is acceptable when in balance with other components. Earthy, cellar-like, musty aromas are okay. Diacetyl should not be perceived. Chill or slight yeast haze is okay. Often bottle conditioned with some yeast character and high carbonation. French & Belgian-Style Saison may have Brettanomyces characters that are slightly acidity, fruity, horsey, goaty and/or leather-like.","20","40","4.5","8.5","4","14","1.055","1.004","1.016","2012-03-21 20:06:46","2015-04-07 15:34:55"
"1qDm69","""Thick Witted"" Kaffir Double Wit","""Thick Witted"" Kaffir Double Wit","Senior brewer Sam Barber has created this strong Belgian witbier as one of our four anniversary beers.","6.7","25","","","","65","N","","","","","verified","Verified","","","","2014-09-15 19:25:12","2014-11-09 14:29:48","","","","","","","","","","65","5","5","Belgian And French Origin Ales","2012-03-21 20:06:46","Belgian-Style White (or Wit) / Belgian-Style Wheat","Witbier","Belgian white ales are very pale in color and are brewed using unmalted wheat and malted barley and are spiced with coriander and orange peel. Coriander and light orange peel aroma should be perceived as such or as an unidentified spiciness. Phenolic spiciness and yeast flavors may be evident at mild levels. These beers are traditionally bottle conditioned and served cloudy. An unfiltered starch and yeast haze should be part of the appearance. The low to medium body should have some degree of creaminess from wheat starch. The style is further characterized by the use of noble-type hops to achieve low hop bitterness and little to no apparent hop flavor. This beer has no diacetyl and a low to medium fruity-ester level. Mild acidity is appropriate.","10","17","4.8","5.2","2","4","1.044","1.006","1.01","2012-03-21 20:06:46","2015-04-07 15:32:30"
"dXHJTS","""Thunderkissed"" Coffee Infused Milk Stout","""Thunderkissed"" Coffee Infused Milk Stout","Local Columbus coffee roaster Thunderkiss Coffee provides us with freshly roasted coffee beans which we infuse into our milk stout. The result is an amped-up, extra dimension of roastiness.","5.3","20","","","","123","N","","","","","verified","Verified","","","","2015-07-02 19:36:22","2015-07-02 19:36:22","","","","","","","","","","123","11","11","Hybrid/mixed Beer","2012-03-21 20:06:46","Coffee-Flavored Beer","Coffee Beer","Coffee beers use coffee in any of its forms other than or in addition to hops to create a distinct (ranging from subtle to intense) character. Under hopping allows coffee to contribute to the flavor profile while not becoming excessively bitter. If this beer is a classic style with coffee flavor, the brewer should specify the classic style.","15","40","2.5","12","8","50","1.03","1.006","1.03","2012-03-21 20:06:46","2015-04-07 15:44:40"
"bw2AS4","""Tractor Beam"" Oatmeal Stout","""Tractor Beam"" Oatmeal Stout","","5.8","30","","","","21","N","","","","","verified","Verified","","","","2015-11-03 17:06:57","2015-11-03 17:06:57","","","","","","","","","","21","1","1","British Origin Ales","2012-03-21 20:06:45","Oatmeal Stout","Oatmeal Stout","Oatmeal stouts include oatmeal in their grist, resulting in a pleasant, full flavor and a smooth profile that is rich without being grainy. A roasted malt character which is caramel-like and chocolate-like should be evident - smooth and not bitter. Coffee-like roasted barley and roasted malt aromas (chocolate and nut-like) are prominent. Color is dark brown to black. Bitterness is moderate, not high. Hop flavor and aroma are optional but should not overpower the overall balance if present. This is a medium- to full- bodied beer, with minimal fruity esters. Diacetyl should be absent or at extremely low levels. Original gravity range and alcohol levels are indicative of English tradition of oatmeal stout.","20","40","3.8","6","20","20","1.038","1.008","1.02","2012-03-21 20:06:45","2015-04-07 15:22:53"
"kyrjzl","""Turbocharger"" Double IPA","""Turbocharger"" Double IPA","","8.2","70","","","","31","N","","","","","verified","Verified","","","","2015-11-03 17:02:08","2015-11-03 17:02:08","","","","","","","","","","31","3","3","North American Origin Ales","2012-03-21 20:06:45","Imperial or Double India Pale Ale","Imperial IPA","Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.","65","100","7.5","10.5","5","13","1.075","1.012","1.02","2012-03-21 20:06:45","2015-04-07 15:26:46"
"K83yUU","""Whistleblower"" Belgian Wit","""Whistleblower"" Belgian Wit","Belgian style beer with wheat, barley and oats for a smooth malt character. Additions of elderflower, coriander and orange peel give this traditional wheat beer a spicy character.","5.2","28","1","5","","65","N","","","","","verified","Verified","","","","2013-07-27 14:02:47","2015-03-18 18:22:19","1","Year Round","Available year round as a staple beer.","5","Pint","2012-01-03 02:41:33","","","","65","5","5","Belgian And French Origin Ales","2012-03-21 20:06:46","Belgian-Style White (or Wit) / Belgian-Style Wheat","Witbier","Belgian white ales are very pale in color and are brewed using unmalted wheat and malted barley and are spiced with coriander and orange peel. Coriander and light orange peel aroma should be perceived as such or as an unidentified spiciness. Phenolic spiciness and yeast flavors may be evident at mild levels. These beers are traditionally bottle conditioned and served cloudy. An unfiltered starch and yeast haze should be part of the appearance. The low to medium body should have some degree of creaminess from wheat starch. The style is further characterized by the use of noble-type hops to achieve low hop bitterness and little to no apparent hop flavor. This beer has no diacetyl and a low to medium fruity-ester level. Mild acidity is appropriate.","10","17","4.8","5.2","2","4","1.044","1.006","1.01","2012-03-21 20:06:46","2015-04-07 15:32:30"
"S4DA2h","""Wintah"" Ale","""Wintah"" Ale","Wormtown Brewery's Winter Seasonal is an American Brown Ale. Mahogany Brown in color with malty aroma and hints of toasted brown bread. Medium body highlighting luscious malt flavor and aftertaste of roasty cocoa.    Gold Medal Winner @ GIBF 2010","6","24","4","5","","37","N","","","","","verified","Verified","","","","2012-01-03 02:42:36","2014-10-16 16:09:06","4","Seasonal","Available at the same time of year, every year.","5","Pint","2012-01-03 02:41:33","","","","37","3","3","North American Origin Ales","2012-03-21 20:06:45","American-Style Brown Ale","American Brown","American brown ales range from deep copper to brown in color. Roasted malt caramel-like and chocolate-like characters should be of medium intensity in both flavor and aroma. American brown ales have evident low to medium hop flavor and aroma, medium to high hop bitterness, and a medium body. Estery and fruity-ester characters should be subdued. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.","25","45","4","6.4","15","26","1.04","1.01","1.018","2012-03-21 20:06:46","2015-04-07 15:27:35"
"2toTiw","# 100","# 100","Our 100th batch, brewed for the enjoyment of the brewers, but popular demand forced us to release it commercially.  This malty, yet light bodied ale has a massive hop bitterness. Most enjoyable in a comfortable chair in front of a roaring fire.","10","80","","","","7","N","","","","","verified","Verified","warm","Warm - (14-16C/57-61F)","1.094","2015-02-19 22:18:53","2015-03-17 16:34:50","","","","","","","","","","7","1","1","British Origin Ales","2012-03-21 20:06:45","Scottish-Style Light Ale","Scottish Light","Scottish light ales are light bodied. Little bitterness is perceived, and hop flavor or aroma should not be perceived. Despite its lightness, Scottish light ale will have a degree of malty, caramel-like, soft and chewy character. Yeast characters such as diacetyl (butterscotch) and sulfuriness are acceptable at very low levels. The color will range from golden amber to deep brown Bottled versions of this traditional draft beer may contain higher amounts of carbon dioxide than is typical for mildly carbonated draft versions. Chill haze is acceptable at low temperatures. Though there is little evidence suggesting that traditionally made Scottishstyle light ales exhibited peat smoke character, the current marketplace offers many Scottish-style light ales with peat or smoke character present at low to medium levels. Thus a peaty/smoky character may be evident at low levels (ales with medium or higher smoke character would be considered a smoke flavored beer and considered in another category). Scottish-style light ales may be split into two subcategories: Traditional (no smoke character) and Peated (low level of peat smoke character).","9","20","2.8","3.5","8","17","1.03","1.006","1.012","2012-03-21 20:06:45","2015-04-07 15:19:41"
"vX0d37","# 500","# 500","When Nøgne Ø decided to make it’s 500thbatch of beer, it was quickly established that the key numbers would be 5 malts, 5 hops, 10% alcohol and 100 IBUs. The result is an incredibly rich and hoppy Imperial IPA. Malty enough to be almost a barley wine, but intensely fruity, mainly because it is dry hopped with generous amounts of Nelson Sauvin hops from New Zealand.","10","","","","","31","N","","","","","verified","Verified","","","","2013-10-30 14:29:39","2013-10-30 17:05:04","","","","","","","","","","31","3","3","North American Origin Ales","2012-03-21 20:06:45","Imperial or Double India Pale Ale","Imperial IPA","Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.","65","100","7.5","10.5","5","13","1.075","1.012","1.02","2012-03-21 20:06:45","2015-04-07 15:26:46"
"BVvaGP","#007","#007","","5.3","","","","","25","N","","https://s3.amazonaws.com/brewerydbapi/beer/BVvaGP/upload_pPBiJL-icon.png","https://s3.amazonaws.com/brewerydbapi/beer/BVvaGP/upload_pPBiJL-medium.png","https://s3.amazonaws.com/brewerydbapi/beer/BVvaGP/upload_pPBiJL-large.png","verified","Verified","","","","2015-02-11 12:28:07","2015-12-17 22:25:13","","","","","","","","","","25","3","3","North American Origin Ales","2012-03-21 20:06:45","American-Style Pale Ale","American Pale","American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.","30","42","4.5","5.6","6","14","1.044","1.008","1.014","2012-03-21 20:06:45","2015-04-07 15:25:18"
"YoKSFm","#1 American","#1 American","If anything has ever tasted like freedom before, it is F-Town’s signature pale ale, #1 American. The first sip entices you with a slight caramel flavor and is surrounded by notes of fresh citrus. The hints of fresh orange and grapefruit will leave you feeling refreshed.","","","","","","25","N","","","","","verified","Verified","","","","2016-01-04 13:33:07","2016-01-04 13:33:07","","","","","","","","","","25","3","3","North American Origin Ales","2012-03-21 20:06:45","American-Style Pale Ale","American Pale","American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.","30","42","4.5","5.6","6","14","1.044","1.008","1.014","2012-03-21 20:06:45","2015-04-07 15:25:18"
"WfTRD1","#1 Brown Brett Braggot","#1 Brown Brett Braggot","This beer started its life as a brown ale that just wanted to be a bit more. Our farmer Rally, who picks up spent grains also happens to have a pretty thriving bee business. He transports his hives from state to state pollinating large crops for farms as far south as Georgia peach orchards and up north to Maine for Blueberry fields. Having just returned from a blueberry pollination in Maine and looking to sell off some of his honey we jumped on close to 200 lbs of this liquid gold and added it to the brown ale during secondary fermentation. Also added to the Disco funk tank was a blend of yeast, one a Belgian Saison Yeast and the other, our buddy Brettanomyces (aka Brett). This wild yeast strain adds that slight Belgian Funk to our tank and get’s the disco party started.","6","18","","","","147","N","","https://s3.amazonaws.com/brewerydbapi/beer/WfTRD1/upload_pvShMp-icon.png","https://s3.amazonaws.com/brewerydbapi/beer/WfTRD1/upload_pvShMp-medium.png","https://s3.amazonaws.com/brewerydbapi/beer/WfTRD1/upload_pvShMp-large.png","verified","Verified","","","","2015-03-29 15:12:57","2015-12-17 23:07:31","","","","","","","","","","147","12","12","Mead, Cider, & Perry","2012-03-21 20:06:46","Braggot","Braggot","A harmonious blend of mead and beer, with the distinctive characteristics of both. A wide range of results are possible, depending on the base style of beer, variety of honey and overall sweetness and strength. Beer flavors tend to somewhat mask typical honey flavors found in other meads.","","","","","","","","","","2012-03-21 20:06:46","2015-04-07 15:48:30"
"QR1aJr","#1 Fan","#1 Fan","100% orange blossom honey.","6.8","30","2","","","114","N","","","","","verified","Verified","","","","2015-03-06 21:33:38","2015-03-06 21:33:38","2","Limited","Limited availability.","","","","","","","114","11","11","Hybrid/mixed Beer","2012-03-21 20:06:46","Fruit Wheat Ale or Lager with or without Yeast","Fruit Wheat Ale","This beer can be made using either ale or lager yeast. It can be brewed with 30 to 75 percent malted wheat. Fruit or fruit extracts contribute flavor and/or aroma. Perceived fruit qualities should be authentic and replicate true fruit complexity as much as possible. Color should reflect a degree of fruit's color. Hop rates may be low to medium. Hop characters may be light to moderate in bitterness, flavor and aroma. Fruity-estery aroma and flavor from yeast can be typical but at low levels; however, phenolic, clovelike characteristics should not be perceived. Body should be light to medium in character. Diacetyl should not be perceived. When this style is served with yeast the character should portray a full yeasty mouthfeel and appear hazy to very cloudy. Chill haze is also acceptable. Yeast flavor and aroma should be low to medium but not overpowering the balance and character of malt and hops. Brewer may indicate on the bottle whether the yeast should be intentionally roused or if they prefer that the entry be poured as quietly as possible.","10","35","3.8","5","2","10","1.036","1.004","1.016","2012-03-21 20:06:46","2015-04-07 15:43:55"
"EliWWJ","#15","#15","White IPA w/ Orange Peel, Coriander, Peaches, & Apricot.","6.7","","","","","30","N","","","","","verified","Verified","","","","2016-05-02 15:09:45","2016-05-02 15:09:45","","","","","","","","","","30","3","3","North American Origin Ales","2012-03-21 20:06:45","American-Style India Pale Ale","American IPA","American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale","50","70","6.3","7.5","6","14","1.06","1.012","1.018","2012-03-21 20:06:45","2015-04-07 15:26:37"
"uLkd3a","#2 Brett Golden Sour","#2 Brett Golden Sour","This beer had a long weekend in our brew kettle allowing beer bugs (Pediococcus and Latcobacillus) to get down get down and do their sour thang. While yeast strains eat sugar and produce alcohol beer bugs eat sugar and produce acids. This gives sour beers their puckering power. After letting the bugs play in the sweet wort pool we boil the beer and add a touch of earthy hops. Disco Pig #2 Brett Golden Sour is 100% Brett fermented to replicate as closely as possible what a traditional Belgian wild fermented sour beer should be!","6.5","9","","","","36","N","","https://s3.amazonaws.com/brewerydbapi/beer/uLkd3a/upload_dag3lM-icon.png","https://s3.amazonaws.com/brewerydbapi/beer/uLkd3a/upload_dag3lM-medium.png","https://s3.amazonaws.com/brewerydbapi/beer/uLkd3a/upload_dag3lM-large.png","verified","Verified","","","","2015-03-29 15:10:51","2015-12-18 00:22:07","","","","","","","","","","36","3","3","North American Origin Ales","2012-03-21 20:06:45","Golden or Blonde Ale","Blonde","Golden or Blonde ales are straw to golden blonde in color. They have a crisp, dry palate, light to medium body, and light malt sweetness. Low to medium hop aroma may be present but does not dominate. Bitterness is low to medium. Fruity esters may be perceived but do not predominate. Diacetyl should not be perceived. Chill haze should be absent.","15","25","4","5","3","7","1.045","1.008","1.016","2012-03-21 20:06:46","2015-04-07 15:27:26"
"Z7tz1C","#2 Strong Ale","#2 Strong Ale","Peter entered his home brewed version of this OBBC favorite in the US Beer Tasting Championships in 2010 and came home a winner. It is as delicious as it is unique, a dark amber color with an enticing aroma of fruit and cloves give way to a deep, sweet flavor and smooth finish. We use dark Belgian candy sugar to kick up the alcohol and balance out the assertive Belgian yeast flavors.","10","24","1","","","14","Y","","","","","verified","Verified","","","","2015-06-01 14:29:55","2015-06-01 15:46:14","1","Year Round","Available year round as a staple beer.","","","","","","","14","1","1","British Origin Ales","2012-03-21 20:06:45","Strong Ale","Strong Ale","Light amber to mid-range brown in color, strong ales are medium to full bodied with a malty sweetness and may have low levels of roast malt character. Hop aroma should be minimal and flavor can vary from none to medium in character intensity. Fruity-ester flavors and aromas can contribute to the character of this ale. Bitterness should be minimal but evident and balanced with malt and/or caramel-like sweetness. Alcohol types can be varied and complex. A rich, often sweet and complex estery character may be evident. Very low levels of diacetyl are acceptable. Chill haze is acceptable at low temperatures. (This style may often be split into two categories, strong and very strong.)","30","65","7","11","8","21","1.06","1.014","1.04","2012-03-21 20:06:45","2015-04-07 15:21:05"
"EVWmiT","#34 Oatmeal Stout","#34 Oatmeal Stout","","5.2","","","","","21","N","","","","","verified","Verified","","","","2014-10-01 23:56:44","2014-10-02 14:47:30","","","","","","","","","","21","1","1","British Origin Ales","2012-03-21 20:06:45","Oatmeal Stout","Oatmeal Stout","Oatmeal stouts include oatmeal in their grist, resulting in a pleasant, full flavor and a smooth profile that is rich without being grainy. A roasted malt character which is caramel-like and chocolate-like should be evident - smooth and not bitter. Coffee-like roasted barley and roasted malt aromas (chocolate and nut-like) are prominent. Color is dark brown to black. Bitterness is moderate, not high. Hop flavor and aroma are optional but should not overpower the overall balance if present. This is a medium- to full- bodied beer, with minimal fruity esters. Diacetyl should be absent or at extremely low levels. Original gravity range and alcohol levels are indicative of English tradition of oatmeal stout.","20","40","3.8","6","20","20","1.038","1.008","1.02","2012-03-21 20:06:45","2015-04-07 15:22:53"
"PvaOWz","#40 Golden Lager","#40 Golden Lager","","","","","","","","N","","","","","verified","Verified","","","","2012-01-03 02:42:36","2012-03-22 13:04:49","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
