id,name,nameDisplay,description,abv,availableId,styleId,isOrganic,labels/icon,labels/medium,labels/large,status,statusDisplay,createDate,updateDate,available/id,available/name,available/description,style/id,style/categoryId,style/category/id,style/category/name,style/category/createDate,style/name,style/shortName,style/description,style/ibuMin,style/ibuMax,style/abvMin,style/abvMax,style/srmMin,style/srmMax,style/ogMin,style/fgMin,style/fgMax,style/createDate,style/updateDate,ibu,originalGravity,glasswareId,servingTemperature,servingTemperatureDisplay,glass/id,glass/name,glass/createDate,srmId,srm/id,srm/name,srm/hex,foodPairings,year
Z8Nllu,80 SHILLING,80 SHILLING,"Our 80 Shilling is deep red in color and very malt accented. Very little hop flavor or aroma is evident. It is basically our Scottish Ale’s little sister. This ale is lower in alcohol than the Scottish Ale. To give this beer caramel flavor, Our Brewmaster took a portion of the first runnings of wort and transferred it to the kettle.The Brewmaster then boiled these runnings for an hour to caramelize and reduce the wort. This gave the beer a nice caramel flavor. Scottish breweries list their products in ascending order of gravity and strength as Light, Heavy, Export                                  and Strong. In the past, beer in Scotland was taxed based on strength, so the                                      beers became known by their tax ratings: 60 shilling, 70 shilling, 80 shilling, 90                                    shilling. Alcohol content by volume might rise through 3, 4, 4.5 and 7-10.",5.3,4,15,N,https://s3.amazonaws.com/brewerydbapi/beer/Z8Nllu/upload_xA2dik-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/Z8Nllu/upload_xA2dik-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/Z8Nllu/upload_xA2dik-large.png,verified,Verified,2015-04-15 17:37:11,2015-12-18 01:18:06,4,Seasonal,"Available at the same time of year, every year.",15,1,1,British Origin Ales,2012-03-21 20:06:45,Scotch Ale,Scotch Ale,"Scotch ales are overwhelmingly malty and full-bodied. Perception of hop bitterness is very low. Hop flavor and aroma are very low or nonexistent. Color ranges from deep copper to brown. The clean alcohol flavor balances the rich and dominant sweet maltiness in flavor and aroma. A caramel character is often a part of the profile. Dark roasted malt flavors and aroma may be evident at low levels. If present, fruity esters are generally at low aromatic and flavor levels. Low diacetyl levels are acceptable. Chill haze is allowable at cold temperatures. Though there is little evidence suggesting that traditionally made strong Scotch ales exhibited peat smoke character, the current marketplace offers many Scotch Ales with peat or smoke character present at low to medium levels. Thus a peaty/smoky character may be evident at low levels (ales with medium or higher smoke character would be considered a smoke flavored beer and considered in another category). Scotch Ales may be split into two subcategories: Traditional (no smoke character) and Peated (low level of peat smoke character).",25,35,6.2,8,15,30,1.072,1.016,1.028,2012-03-21 20:06:45,2015-04-07 15:21:11,,,,,,,,,,,,,,
OK4QbK,80 Shilling Scotch Ale,80 Shilling Scotch Ale,"The 80 Shilling Scotch Ale is a traditional Scottish session beer reflecting indigenous ingredients (water, malt), with less hops than their English counterparts (due to the need to import them). Long, cool fermentations are traditionally used in Scottish brewing. 

Our Scotch ale starts with a beautiful off-white head above an intense amber body. A faint peaty aroma compliments a light caramel sweet entrance that gives way to a hint of smokiness and a dry finish. An ultra clean malty beer that will get your bagpipes blazing!",4.9,1,9,N,https://s3.amazonaws.com/brewerydbapi/beer/OK4QbK/upload_r6rj2w-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/OK4QbK/upload_r6rj2w-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/OK4QbK/upload_r6rj2w-large.png,verified,Verified,2014-09-18 16:46:07,2015-12-17 17:16:30,1,Year Round,Available year round as a staple beer.,9,1,1,British Origin Ales,2012-03-21 20:06:45,Scottish-Style Export Ale,Scottish Export,"The overriding character of Scottish export ale is sweet, caramel-like, and malty. Its bitterness is perceived as low to medium. Hop flavor or aroma should not be perceived. It has medium body. Fruity-ester character may be apparent. Yeast characters such as diacetyl (butterscotch) and sulfuriness are acceptable at very low levels. The color will range from golden amber to deep brown. Bottled versions of this traditional draft beer may contain higher amounts of carbon dioxide than is typical for mildly carbonated draft versions. Chill haze is acceptable at low temperatures. Though there is little evidence suggesting that traditionally made Scottish-style export ales exhibited peat smoke character, the current marketplace offers many Scottish-style export ales with peat or smoke character present at low to medium levels. Thus a peaty/smoky character may be evident at low to medium levels (ales with medium-high or higher smoke character would be considered a smoke flavored beer and considered in another category). Scottish-style export ales may be split into two subcategories: Traditional (no smoke character) and Peated (low level of peat smoke character).",15,25,4,5.3,10,19,1.04,1.01,1.018,2012-03-21 20:06:45,2015-04-07 15:19:56,23,,5,,,5,Pint,2012-01-03 02:41:33,,,,,,
TZ07QQ,80-Acre Hoppy Wheat Beer,80-Acre Hoppy Wheat Beer,"With roots in two of today's most popular brewing styles, 80-Acre Hoppy Wheat Beer is the result of careful cultivation by our brewers and cellarmen. Their efforts to craft a hybrid yielded a bumper crop of flavor; a delightfully distinctive ale with the aroma of an IPA and the refreshing taste of a wheat beer.",5.5,1,113,N,https://s3.amazonaws.com/brewerydbapi/beer/TZ07QQ/upload_oZz7nI-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/TZ07QQ/upload_oZz7nI-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/TZ07QQ/upload_oZz7nI-large.png,verified,Verified,2012-07-31 12:24:46,2015-12-16 18:06:56,1,Year Round,Available year round as a staple beer.,113,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager without Yeast,Wheat Ale,"This beer can be made using either ale or lager yeast. It can be brewed with 30 to 75 percent wheat malt, and hop rates may be low to medium. Hop characters may be light to moderate in bitterness, flavor and aroma. A fruity-estery aroma and flavor are typical but at low levels however, phenolic, clove-like characteristics should not be perceived. Appearance can be clear or with chill haze, golden to light amber, and the body should be light to medium in character. Diacetyl should not be perceived. Because this style is packaged and served without yeast, no yeast characters should be evident in mouthfeel, flavor, or aroma.",10,35,3.8,5,2,10,1.036,1.004,1.016,2012-03-21 20:06:46,2015-04-07 15:42:53,20,,,,,,,,8,8,8,EA8F00,"Bruschetta, Garlic-rosemary pork chop, Grilled tilapia with mango salsa Light, Mixed green salad with citrus-herb vinaigrette, tangy cheeses, Tequila-lime chicken",
1AiMAz,801 Small Batch Pilsner,801 Small Batch Pilsner,"Light-bodied and refreshing, this quaffable Pilsner is crisp with a smooth body and a clean hop profile.",4,1,75,N,https://s3.amazonaws.com/brewerydbapi/beer/1AiMAz/upload_oGLERf-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/1AiMAz/upload_oGLERf-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/1AiMAz/upload_oGLERf-large.png,verified,Verified,2014-09-10 17:07:07,2015-12-17 17:28:56,1,Year Round,Available year round as a staple beer.,75,7,7,European-germanic Lager,2012-03-21 20:06:46,German-Style Pilsener,German Pilsener,"A classic German Pilsener is very light straw or golden in color and well hopped. Perception of hop bitterness is medium to high. Noble-type hop aroma and flavor are moderate and quite obvious. It is a well-attenuated, medium-light bodied beer, but a malty residual sweetness can be perceived in aroma and flavor. Very low levels of sweet corn-like dimethylsulfide (DMS) character are below most beer drinkers' taste thresholds and are usually not detectable except to the trained or sensitive palate. Other fermentation or hop related sulfur compounds, when perceived at low levels, may be characteristic of this style. Fruity esters and diacetyl should not be perceived. There should be no chill haze. Its head should be dense and rich.",25,40,4,5,3,4,1.044,1.006,1.012,2012-03-21 20:06:46,2015-04-07 15:35:59,22,,4,cold,Cold - (4-7C/39-45F),4,Pilsner,2012-01-03 02:41:33,4,4,4,FFBF42,,
XljtVd,805,805,"It’s not a unique idea, but one that everyone on the Central Coast understands... call something “805” and it means local. As a regional craft brewer we have always known that the closer the beer is to where it was brewed, the fresher it is. In fact since 1996 our brewery has been built on fresh, local beers for the Central Coast... so we crafted a beer for the 805.",4.7,4,36,N,https://s3.amazonaws.com/brewerydbapi/beer/XljtVd/upload_LwXTKk-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/XljtVd/upload_LwXTKk-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/XljtVd/upload_LwXTKk-large.png,verified,Verified,2012-03-09 13:24:13,2015-12-16 15:27:52,4,Seasonal,"Available at the same time of year, every year.",36,3,3,North American Origin Ales,2012-03-21 20:06:45,Golden or Blonde Ale,Blonde,"Golden or Blonde ales are straw to golden blonde in color. They have a crisp, dry palate, light to medium body, and light malt sweetness. Low to medium hop aroma may be present but does not dominate. Bitterness is low to medium. Fruity esters may be perceived but do not predominate. Diacetyl should not be perceived. Chill haze should be absent.",15,25,4,5,3,7,1.045,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:27:26,20,,5,,,5,Pint,2012-01-03 02:41:33,7,7,7,F39C00,,
GV6kf9,808 Wheat Ale,808 Wheat Ale,,,,113,N,https://s3.amazonaws.com/brewerydbapi/beer/GV6kf9/upload_is8LAT-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/GV6kf9/upload_is8LAT-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/GV6kf9/upload_is8LAT-large.png,verified,Verified,2013-11-17 00:10:47,2015-12-17 08:11:59,,,,113,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager without Yeast,Wheat Ale,"This beer can be made using either ale or lager yeast. It can be brewed with 30 to 75 percent wheat malt, and hop rates may be low to medium. Hop characters may be light to moderate in bitterness, flavor and aroma. A fruity-estery aroma and flavor are typical but at low levels however, phenolic, clove-like characteristics should not be perceived. Appearance can be clear or with chill haze, golden to light amber, and the body should be light to medium in character. Diacetyl should not be perceived. Because this style is packaged and served without yeast, no yeast characters should be evident in mouthfeel, flavor, or aroma.",10,35,3.8,5,2,10,1.036,1.004,1.016,2012-03-21 20:06:46,2015-04-07 15:42:53,,,,,,,,,,,,,,
PBIOlL,825 State Stout,825 State Stout,"This stout can range from dry to sweet, creamy or bitter. Flavors Epic explores within this stout are roast chocolate, toffee, mocha, coffee, burnt marshmallow and roasted nuts or combinations there-of.",6,1,42,N,https://s3.amazonaws.com/brewerydbapi/beer/PBIOlL/upload_bjuDNf-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/PBIOlL/upload_bjuDNf-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/PBIOlL/upload_bjuDNf-large.png,verified,Verified,2012-01-25 00:24:05,2015-12-16 14:14:50,1,Year Round,Available year round as a staple beer.,42,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Stout,American Stout,"Initial low to medium malt sweetness with a degree of caramel, chocolate and/or roasted coffee flavor with a distinctive dryroasted bitterness in the finish. Coffee-like roasted barley and roasted malt aromas are prominent. Some slight roasted malt acidity is permissible and a medium- to full-bodied mouthfeel is appropriate. Hop bitterness may be moderate to high. Hop aroma and flavor is moderate to high, often with American citrus-type and/or resiny hop character. The perception of fruity esters is low. Roasted malt/barley astringency may be low but not excessive. Diacetyl (butterscotch) should be negligible or not perceived. Head retention is excellent.",35,60,5.7,8.8,40,40,1.05,1.01,1.022,2012-03-21 20:06:46,2015-04-07 15:28:43,,,5,,,5,Pint,2012-01-03 02:41:33,,,,,"Rich, spicy food, barbeque, Mexican mole dishes, hearty Szechuan and dark chocolate desserts.",
BulTd1,834 Happy As Ale,834 Happy As Ale,"A refreshing American Pale Ale with 4.6% Alcohol by Volume and 35 IBUs which has a great citrus flavored finish from the late hop additions. This beer is brewed using hops grown in the United States and right here in Nebraska by Rhynalds Hop Growers in Prague. The name for the beer, Happy As Ale, is because we at Blue Blood Brewing feel everyone needs a bit of happiness in their lives and our beer is an extension of our smiles which we share with anyone who needs one.",4.6,1,25,N,https://s3.amazonaws.com/brewerydbapi/beer/BulTd1/upload_iCwMjI-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/BulTd1/upload_iCwMjI-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/BulTd1/upload_iCwMjI-large.png,verified,Verified,2012-10-22 11:08:51,2015-12-16 18:36:29,1,Year Round,Available year round as a staple beer.,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,35,,5,,,5,Pint,2012-01-03 02:41:33,,,,,,
8thdED,85 Shilling Scottish Ale,85 Shilling Scottish Ale,"Why “85 Shilling” you may ask? Well, back in “olde” Scotland, ales cost 60, 70, 80, and 90 shillings. The more expensive the ingredients, the greater the cost. You’ll find our version of this classic to be always toasty, always rich, and yes, caramel-ly! The secret: Imported Scottish yeast. And for those of you taking notes, it’s the higher finishing gravity that brings a classic toffee and caramel sweetness…which all great Scottish ales are famous for. So while we think our version is worth 85 shillings, we won’t charge a shilling over 80. Honest.",5,4,15,Y,https://s3.amazonaws.com/brewerydbapi/beer/8thdED/upload_H04E1T-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/8thdED/upload_H04E1T-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/8thdED/upload_H04E1T-large.png,verified,Verified,2015-06-22 23:10:46,2015-12-18 01:38:46,4,Seasonal,"Available at the same time of year, every year.",15,1,1,British Origin Ales,2012-03-21 20:06:45,Scotch Ale,Scotch Ale,"Scotch ales are overwhelmingly malty and full-bodied. Perception of hop bitterness is very low. Hop flavor and aroma are very low or nonexistent. Color ranges from deep copper to brown. The clean alcohol flavor balances the rich and dominant sweet maltiness in flavor and aroma. A caramel character is often a part of the profile. Dark roasted malt flavors and aroma may be evident at low levels. If present, fruity esters are generally at low aromatic and flavor levels. Low diacetyl levels are acceptable. Chill haze is allowable at cold temperatures. Though there is little evidence suggesting that traditionally made strong Scotch ales exhibited peat smoke character, the current marketplace offers many Scotch Ales with peat or smoke character present at low to medium levels. Thus a peaty/smoky character may be evident at low levels (ales with medium or higher smoke character would be considered a smoke flavored beer and considered in another category). Scotch Ales may be split into two subcategories: Traditional (no smoke character) and Peated (low level of peat smoke character).",25,35,6.2,8,15,30,1.072,1.016,1.028,2012-03-21 20:06:45,2015-04-07 15:21:11,,,,,,,,,,,,,,
RnjJdy,86'd,86'd,,6.5,2,30,N,https://s3.amazonaws.com/brewerydbapi/beer/RnjJdy/upload_512BCh-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/RnjJdy/upload_512BCh-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/RnjJdy/upload_512BCh-large.png,verified,Verified,2013-11-25 12:43:47,2015-12-17 07:36:54,2,Limited,Limited availability.,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,80,,5,,,5,Pint,2012-01-03 02:41:33,,,,,,
lWUthk,864 Weizen,864 Weizen,"Wheat beers are generally regarded as starter beers for most folks. Our (864) offering is designed with everyone in mind. It’s broad, effervescent, loud and offensive… Hmm. That sounds a lot like Will. This wheat beer carries the classic old-world tastes and aromas of bananas, clove, and yeasty goodness.",5,,51,N,https://s3.amazonaws.com/brewerydbapi/beer/lWUthk/upload_XDQV0c-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/lWUthk/upload_XDQV0c-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/lWUthk/upload_XDQV0c-large.png,verified,Verified,2016-03-15 21:27:55,2016-03-15 21:28:07,,,,51,4,4,German Origin Ales,2012-03-21 20:06:46,South German-Style Bernsteinfarbenes Weizen / Weissbier,Bernsteinfarbenesweizen,"The German word Bernsteinfarben means amber colored, and as such, a Bernsteinfarbenes Weizen is dark yellow to amber in color. This beer style is characterized by a distinct sweet maltiness and caramel or bready character from the use of medium colored malts. Estery and phenolic elements of this Weissbier should be evident but subdued. Bernsteinfarbenes Weissbier is well attenuated and very highly carbonated, and hop bitterness is low. Hop flavor and aroma are absent. The percentage of wheat malt is at least 50 percent. If this is served with yeast, the beer may be appropriately very cloudy. No diacetyl should be perceived.",10,15,4.8,5.4,9,13,1.048,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:29:59,9,,,,,,,,,,,,,
DRxMmI,888 IPA,888 IPA,"Our American style India Pale Ale.  Brewed with Columbus and Centennial Hops, 888 IPA has an original gravity of 1.080, is 80 IBUs, and approximately 8% Alcohol by Volume.",8,,30,N,https://s3.amazonaws.com/brewerydbapi/beer/DRxMmI/upload_UVeHZT-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/DRxMmI/upload_UVeHZT-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/DRxMmI/upload_UVeHZT-large.png,verified,Verified,2012-01-03 02:42:38,2015-12-16 14:18:14,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,80,,5,,,5,Pint,2012-01-03 02:41:33,,,,,,
2ayGvt,8°,8°,Belgian dubbel with a dark fruit and caramel malt backbone with a hint of pine.,7.8,,58,N,https://s3.amazonaws.com/brewerydbapi/beer/2ayGvt/upload_HQbjsM-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/2ayGvt/upload_HQbjsM-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/2ayGvt/upload_HQbjsM-large.png,verified,Verified,2015-01-16 15:53:02,2015-12-17 19:55:19,,,,58,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Dubbel,Belgian Dubbel,"This medium-bodied, red to dark brown colored ale has a malty sweetness and chocolate-like caramel aroma. A light hop flavor and/or aroma is acceptable. Dubbels are also characterized by low-medium to medium bitterness. No diacetyl is acceptable. Yeastgenerated fruity esters (especially banana) are appropriate at low levels. Head retention is dense and mousse-like. Chill haze is acceptable at low serving temperatures. Often bottle conditioned a slight yeast haze and flavor may be evident.",20,30,6.25,7.5,16,36,1.06,1.012,1.016,2012-03-21 20:06:46,2015-04-07 15:31:45,,,,,,,,,,,,,,
qqTzHb,90 Minute IPA,90 Minute IPA,"Esquire Magazine calls our 90 Minute IPA., ""perhaps the best I.P.A. in America."" An Imperial I.P.A. brewed to be savored from a snifter. A big beer with a great malt backbone that stands up to the extreme hopping rate.

90 Minute IPA was our first continually-hopped beer, which is a method of hopping that allows for a pungent, but not crushing hop flavor. Since introducing the world to the continual-hopping method with our 90 Minute IPA, we've since released a continually-hopped 60 Minute IPA, 120 Minute IPA and even a 75 Minute IPA (a cask-conditioned blend of 60 & 90 Minute IPAs).

In addition to the continual-hopping 90 Minute IPA recieves during the boil, we also utilize our 'Me So Hoppy' device to dry-hop the beer during conditioning.

This beer is an excellent candidate for use with our Randall The Enamel Animal filter!",9,1,31,N,https://s3.amazonaws.com/brewerydbapi/beer/qqTzHb/upload_mGIvsJ-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/qqTzHb/upload_mGIvsJ-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/qqTzHb/upload_mGIvsJ-large.png,verified,Verified,2012-01-03 02:42:38,2015-12-16 03:09:53,1,Year Round,Available year round as a staple beer.,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,90,,6,,,6,Snifter,2012-01-03 02:41:33,9,9,9,E58500,"Pork chops, beef, grilled fish, frites, focaccia, split pea soup, Stilton cheese & escargot",
YAKFea,90 Shilling,90 Shilling,"We introduced 90 Shilling, our flagship beer, at our opening party in 1989. For a while, we’d been wondering what would happen if we lightened up the traditional Scottish ale? The result is an irresistibly smooth and delicious medium-bodied amber ale. The name 90 Shilling comes from the Scottish method of taxing beer. Only the highest quality beers were taxed 90 Shillings. A shilling was a British coin used from 1549 to 1982. We think you’ll find this original ale brilliantly refreshing, and worth every shilling.",5.3,1,9,N,https://s3.amazonaws.com/brewerydbapi/beer/YAKFea/upload_1CxY2l-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/YAKFea/upload_1CxY2l-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/YAKFea/upload_1CxY2l-large.png,verified,Verified,2012-01-03 02:42:38,2015-12-15 20:39:48,1,Year Round,Available year round as a staple beer.,9,1,1,British Origin Ales,2012-03-21 20:06:45,Scottish-Style Export Ale,Scottish Export,"The overriding character of Scottish export ale is sweet, caramel-like, and malty. Its bitterness is perceived as low to medium. Hop flavor or aroma should not be perceived. It has medium body. Fruity-ester character may be apparent. Yeast characters such as diacetyl (butterscotch) and sulfuriness are acceptable at very low levels. The color will range from golden amber to deep brown. Bottled versions of this traditional draft beer may contain higher amounts of carbon dioxide than is typical for mildly carbonated draft versions. Chill haze is acceptable at low temperatures. Though there is little evidence suggesting that traditionally made Scottish-style export ales exhibited peat smoke character, the current marketplace offers many Scottish-style export ales with peat or smoke character present at low to medium levels. Thus a peaty/smoky character may be evident at low to medium levels (ales with medium-high or higher smoke character would be considered a smoke flavored beer and considered in another category). Scottish-style export ales may be split into two subcategories: Traditional (no smoke character) and Peated (low level of peat smoke character).",15,25,4,5.3,10,19,1.04,1.01,1.018,2012-03-21 20:06:45,2015-04-07 15:19:56,27,,4,,,4,Pilsner,2012-01-03 02:41:33,,,,,,
FyPsly,90 Shilling Ale,90 Shilling Ale,"This 90 Shilling Ale, a style that is a refreshingly malty beer.  The dark amber color betrays its slightly sweet, caramel roastedness.  There is very little hop bitterness and it finishes with a gorgeous clean, dry, smoke.",6.6,1,8,N,https://s3.amazonaws.com/brewerydbapi/beer/FyPsly/upload_ENQVp2-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/FyPsly/upload_ENQVp2-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/FyPsly/upload_ENQVp2-large.png,verified,Verified,2014-09-16 15:02:48,2015-12-17 18:30:57,1,Year Round,Available year round as a staple beer.,8,1,1,British Origin Ales,2012-03-21 20:06:45,Scottish-Style Heavy Ale,Scottish Heavy,"Scottish heavy ale is moderate in strength and dominated by a smooth, sweet maltiness balanced with low, but perceptible, hop bitterness. Hop flavor or aroma should not be perceived. Scottish heavy ale will have a medium degree of malty, caramel-like, soft and chewy character in flavor and mouthfeel. It has medium body, and fruity esters are very low, if evident. Yeast characters such as diacetyl (butterscotch) and sulfuriness are acceptable at very low levels. The color will range from golden amber to deep brown. Bottled versions of this traditional draft beer may contain higher amounts of carbon dioxide than is typical for mildly carbonated draft versions. Chill haze is acceptable at low temperatures. Though there is little evidence suggesting that traditionally made Scottish-style heavy ales exhibited peat smoke character, the current marketplace offers many Scottish-style heavy ales with peat or smoke character present at low to medium levels. Thus a peaty/smoky character may be evident at low to medium levels (ales with medium-high or higher smoke character would be considered a smoke flavored beer and considered in another category). Scottish-style heavy ales may be split into two subcategories: Traditional (no smoke character) and Peated (low level of peat smoke character).",12,20,3.5,4,10,19,1.035,1.01,1.014,2012-03-21 20:06:45,2015-04-07 15:19:48,30,1.08,,,,,,,,,,,,
mM1yNy,906 Ale,906 Ale,,9.06,,33,N,https://s3.amazonaws.com/brewerydbapi/beer/mM1yNy/upload_wtWTiM-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/mM1yNy/upload_wtWTiM-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/mM1yNy/upload_wtWTiM-large.png,verified,Verified,2015-09-01 15:45:33,2015-12-18 03:27:42,,,,33,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial Red Ale,Imperial Red,"Imperial Red Ales are deep amber to dark copper/reddish brown. A small amount of chill haze is allowable at cold temperatures. Fruity-ester aroma is medium. Hop aroma is intense, arising from any variety of hops. Medium to high caramel malt character is present. Hop flavor is intense, and balanced with other beer characters. They may use any variety of hops. Hop bitterness is intense. Alcohol content is very high and of notable character. Complex alcohol flavors may be evident. Fruity-ester flavors are medium. Diacetyl should not be perceived. Body is full.",55,85,7.9,10.5,10,15,1.08,1.02,1.028,2012-03-21 20:06:46,2015-04-07 17:05:43,,,,,,,,,,,,,,
iKG8sd,919 Pale Ale,919 Pale Ale,919 Pale Ale is brewed with North Carolina 6-row barley grown and malted in Pittsboro by FarmBoy Farms. This high quality grain comprises the base malt for this beer. We use generous amounts of Northern Brewer hops for flavor and bittering. We add another few pounds of Northern Brewer hops for dry hopping for further hop flavor. Support Local Support NC….drink 919 Pale Ale.,7.2,3,25,N,https://s3.amazonaws.com/brewerydbapi/beer/iKG8sd/upload_eyOx2P-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/iKG8sd/upload_eyOx2P-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/iKG8sd/upload_eyOx2P-large.png,verified,Verified,2016-05-27 02:49:45,2016-05-27 02:50:07,3,Not Available,Beer is not available.,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,60,,,,,,,,6,6,6,F8A600,,
