id,name,nameDisplay,description,availableId,styleId,isOrganic,labels/icon,labels/medium,labels/large,status,statusDisplay,createDate,updateDate,available/id,available/name,available/description,style/id,style/categoryId,style/category/id,style/category/name,style/category/createDate,style/name,style/shortName,style/description,style/createDate,style/updateDate,abv,glasswareId,servingTemperature,servingTemperatureDisplay,glass/id,glass/name,glass/createDate,style/ibuMin,style/ibuMax,style/abvMin,style/abvMax,style/srmMin,style/srmMax,style/ogMin,style/fgMin,style/fgMax,ibu,originalGravity,srmId,srm/id,srm/name,srm/hex,year,foodPairings
ZvYU3o,Aaah Bock,Aaah Bock,,,88,N,https://s3.amazonaws.com/brewerydbapi/beer/ZvYU3o/upload_TZIgqE-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/ZvYU3o/upload_TZIgqE-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/ZvYU3o/upload_TZIgqE-large.png,verified,Verified,2013-01-04 12:42:36,2015-12-16 22:13:50,,,,88,7,7,European-germanic Lager,2012-03-21 20:06:46,Traditional German-Style Bock,Bock,"Traditional bocks are made with all malt and are strong, malty, medium- to full-bodied, bottom-fermented beers with moderate hop bitterness that should increase proportionately with the starting gravity. Malt character should be a balance of sweetness and toasted/nut-like malt; not caramel. Hop flavor should be low and hop aroma should be very low. Bocks can range in color from deep copper to dark brown. Fruity esters should be minimal. Diacetyl should be absent.",2012-03-21 20:06:46,2015-04-07 15:38:54,6,5,,,5,Pint,2012-01-03 02:41:33,20,30,6.3,7.5,20,30,1.066,1.018,1.024,,,,,,,,
8OxC2U,Aarghtoberfest,Aarghtoberfest,Our AARGHtoberfest! is a rich and toasty lager with a color reminiscent of the fallen leaves of October. A subdued earthy hop character helps to balance this malt forward beer. This beer is only available from August through September.,7,102,N,https://s3.amazonaws.com/brewerydbapi/beer/8OxC2U/upload_IMagUH-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/8OxC2U/upload_IMagUH-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/8OxC2U/upload_IMagUH-large.png,verified,Verified,2014-07-10 15:55:18,2015-12-17 15:19:41,7,Fall,Available during the fall months.,102,8,8,North American Lager,2012-03-21 20:06:46,American-Style Märzen / Oktoberfest,American Oktoberfest,The American style of these classic German beers is distinguished by a comparatively greater degree of hop character. In general the style is characterized by a medium body and broad range of color from golden to reddish brown. Sweet maltiness should dominate over clean hop bitterness. The bitterness should not be aggressive or harsh. Malt character should be light-toasted rather than strongly caramel (though a low level of light caramel character is acceptable). Bread or biscuit-like malt character is acceptable in aroma and flavor. Hop aroma and flavor should be notable but at low to medium levels. Fruity esters should not be perceived. Diacetyl and chill haze should not be perceived.,2012-03-21 20:06:46,2015-04-07 15:41:38,6,5,,,5,Pint,2012-01-03 02:41:33,20,30,5.3,5.9,4,15,1.05,1.012,1.02,33,,,,,,,
1aUXMP,Aarh Hvad?!,Aarh Hvad?!,,,62,N,https://s3.amazonaws.com/brewerydbapi/beer/1aUXMP/upload_awCFWn-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/1aUXMP/upload_awCFWn-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/1aUXMP/upload_awCFWn-large.png,verified,Verified,2013-04-19 09:46:39,2015-12-17 02:31:55,,,,62,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Pale Ale,Belgian Pale,"Belgian-style pale ales are characterized by low but noticeable hop bitterness, flavor, and aroma. Light to medium body and low malt aroma are typical. They are light amber to deep amber in color. Noble-type hops are commonly used. Low to medium fruity esters are evident in aroma and flavor. Low levels of phenolic spiciness from yeast byproducts may be perceived. Low caramel or toasted malt flavor is okay. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",2012-03-21 20:06:46,2015-04-07 15:32:06,6.8,8,,,8,Tulip,2012-01-03 02:41:33,20,30,4,6,6,12,1.044,1.008,1.014,,,,,,,,
odX8zV,Aarhus Extra Pilsner,Aarhus Extra Pilsner,"As the filtered beer known as the Aarhus Extra Pilsner. It was crowned by the Exchange at a blind tasting of 38 different Danish pilsners to 3 best lager in Denmark.

Aarhus Pilsner is a beer with 5% alcohol, brewed with lager malt, wheat malt and caramel malt. It is like the other beers from Aarhus Brewery exclusively with hoppy aroma hops. Humlingen was inspired by the Czech beer, making this beer more bitter than the usual Danish lager.",1,106,N,https://s3.amazonaws.com/brewerydbapi/beer/odX8zV/upload_JfVXQc-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/odX8zV/upload_JfVXQc-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/odX8zV/upload_JfVXQc-large.png,verified,Verified,2012-12-15 14:48:53,2015-12-16 22:48:34,1,Year Round,Available year round as a staple beer.,106,10,10,International Styles,2012-03-21 20:06:46,International-Style Pilsener,International Pilsener,"International Pilseners are straw/golden in color and are well attenuated. This medium-bodied beer is often brewed with rice, corn, wheat, or other grain or sugar adjuncts making up part of the mash. Hop bitterness is low to medium. Hop flavor and aroma are low. Residual malt sweetness is low--it does not predominate but may be perceived. Fruity esters and diacetyl should not be perceived. Very low levels of sweet corn-like dimethylsulfide (DMS) character, if perceived, are acceptable. There should be no chill haze.",2012-03-21 20:06:46,2015-04-07 15:42:11,5,4,,,4,Pilsner,2012-01-03 02:41:33,17,30,4.5,5.3,3,4,1.044,1.008,1.01,,,,,,,,
YTKquq,Abacus,Abacus,,,165,N,https://s3.amazonaws.com/brewerydbapi/beer/YTKquq/upload_Ac7UWE-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/YTKquq/upload_Ac7UWE-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/YTKquq/upload_Ac7UWE-large.png,verified,Verified,2016-02-17 15:38:58,2016-02-17 15:40:20,,,,165,1,1,British Origin Ales,2012-03-21 20:06:45,Contemporary Gose,Contemporary Gose,"Contemporary Goses are straw to medium amber, or, may take on the hue of added fruits or other ingredients if present. Appearance is cloudy/hazy with yeast character, and may have evidence of continued fermentation activity. A wide variety of herbal, spice, floral or fruity aromas other than found in traditional Leipzig-Style Gose are present, in harmony with other aromas. Horsey, leathery or earthy aromas contributed by Brettanomyces yeasts may be evident but have a very low profile, as this beer is not excessively aged. Hop aroma is not perceived. Malt sweetness is not perceived to very low. They typically contain malted barley and unmalted wheat, with some traditional varieties containing oats. Hop flavor is not perceived. Hop bitterness is not perceived. A wide variety of herbal, spice, floral or fruity flavors other than found in traditional Leipzig-Style Gose, are present in harmony with the overall flavor profile. Salt (table salt) character is traditional in low amounts, but may vary from absent to present in Contemporary Gose. Horsey, leathery or earthy flavors contributed by Brettanomyces yeasts may be evident but have a very low profile, as this beer is not excessively aged. Contemporary Gose may be fermented with pure beer yeast strains, or with yeast mixed with bacteria. Contemporary Gose may be spontaneously fermented, similarly to Belgian-style gueuze/lambic beers, and should exhibit complexity of acidic, flavor and aroma contributed by introduction of wild yeast and bacteria into the fermentation. Low to medium lactic acid character is evident in all examples as sharp, refreshing sourness. A primary difference between Belgian Gueuze and Gose is that Gose is served at a much younger age. Gose is typically enjoyed fresh and carbonated. Overall complexity of flavors and aromas sought while maintaining a balance between acidity, yeast-enhanced spice and refreshment is ideal. Body is low to medium-low.",2015-04-07 17:10:42,,4.9,,,,,,,,,,,,,,,,,,,,,,,
e5PXcl,Abandon Ship With Chipotle,Abandon Ship With Chipotle,"Inspired by the Rauch Bier’s of Bamberg, Germany, Abandon Ship Smoked Lager contains German Malted Barley smoked over Beechwood and fermented cold with lager yeast. Imagine a Märzen/Oktoberfest-style base beer with a sweet, smoky aroma and flavor. Deep amber hues and low bitterness help the non-smoked crystal malts compliment, not contrast, the smoky/savory taste of this beer.",2,129,N,https://s3.amazonaws.com/brewerydbapi/beer/e5PXcl/upload_JfWWy6-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/e5PXcl/upload_JfWWy6-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/e5PXcl/upload_JfWWy6-large.png,verified,Verified,2014-09-19 05:31:37,2015-12-17 18:24:21,2,Limited,Limited availability.,129,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Smoke Beer (Lager or Ale),Smoke Beer,Any style of beer can be smoked; the goal is to reach a balance between the style's character and the smoky properties. Type of wood or other sources of smoke should be specified as well as the style the beer is based upon.,2012-03-21 20:06:46,2015-04-07 15:45:19,6,,,,,,,,,,,,,,,,28,,,,,,,"Poached Wild Salmon
Boston Bean Soup
Gouda Cheese"
N3MNqm,Abandoned Mine Barley Wine Ale,Abandoned Mine Barley Wine Ale,,,34,N,https://s3.amazonaws.com/brewerydbapi/beer/N3MNqm/upload_BZ6zWA-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/N3MNqm/upload_BZ6zWA-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/N3MNqm/upload_BZ6zWA-large.png,verified,Verified,2013-09-02 14:27:20,2015-12-17 06:05:29,,,,34,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,"American style barley wines range from amber to deep copper-garnet in color and have a full body and high residual malty sweetness. Complexity of alcohols and fruity-ester characters are often high and counterbalanced by assertive bitterness and extraordinary alcohol content. Hop aroma and flavor are at medium to very high levels. American type hops are often used but not necessary for this style. Very low levels of diacetyl may be acceptable. A caramel and/or toffee aroma and flavor are often part of the character. Characters indicating oxidation, such as vinous (sometimes sherry-like) aromas and/or flavors, are not generally acceptable in American-style Barley Wine Ale, however if a low level of age-induced oxidation character harmonizes and enhances the overall experience this can be regarded favorably. Chill haze is allowable at cold temperatures.",2012-03-21 20:06:46,2015-04-07 15:27:08,,,,,,,,60,100,8.4,12,11,22,1.09,1.024,1.028,,,,,,,,
cB5wHH,Abascio-Cell,Abascio-Cell (2014),,,132,N,https://s3.amazonaws.com/brewerydbapi/beer/cB5wHH/upload_dHCdAt-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/cB5wHH/upload_dHCdAt-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/cB5wHH/upload_dHCdAt-large.png,verified,Verified,2014-07-10 12:58:18,2015-12-17 14:28:05,,,,132,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Wood- and Barrel-Aged Beer,BBL Aged,"A wood- or barrel-aged beer is any lager, ale or hybrid beer, either a traditional style or a unique experimental beer that has been aged for a period of time in a wooden barrel or in contact with wood. This beer is aged with the intention of imparting the particularly unique character of the wood and/or what has previously been in the barrel. New wood character can be characterized as a complex blend of vanillin and/or other unique wood character, but wood aged is not necessarily synonymous with imparting wood-flavors. Used sherry, rum, bourbon, scotch, port, wine and other barrels are often used, imparting complexity and uniqueness to beer. Ultimately a balance of flavor, aroma and mouthfeel are sought with the marriage of new beer with wood and/or barrel flavors. Beers in this style may or may not have Brettanomyces character. Brewers when entering this category should specify type of barrel and/or wood used and any other special treatment or ingredients used. Competition managers may create style subcategories to differentiate between high alcohol and low alcohol beers and very dark and lighter colored beer as well as for fruit beers and non-fruit beers. Competitions may develop guidelines requesting brewers to specify what kind of wood (new or used oak, other wood varieties) and/or barrel (whiskey, port, sherry, wine, etc.) was used in the process. The brewer may be asked to explain the special nature (wood used, base beer style(s) and achieved character) of the beer.",2012-03-21 20:06:46,2015-04-07 15:46:27,,,,,,,,,,,,,,,,,,,,,,,2014,
H239lz,Abbaye d'Aulne Triple Blonde,Abbaye d'Aulne Triple Blonde,,1,59,N,https://s3.amazonaws.com/brewerydbapi/beer/H239lz/upload_zi1IK0-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/H239lz/upload_zi1IK0-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/H239lz/upload_zi1IK0-large.png,verified,Verified,2012-01-03 02:42:38,2015-12-16 10:22:55,1,Year Round,Available year round as a staple beer.,59,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Tripel,Belgian Tripel,"Tripels are often characterized by a complex, sometimes mild spicy character. Clove-like phenolic flavor and aroma may be evident at extremely low levels. Yeast-generated  fruity esters, including banana, are also common, but not necessary. These pale/light-colored ales may finish sweet, though any sweet finish should be light. The beer is characteristically medium and clean in body with an equalizing hop/malt balance and a perception of medium to medium high hop bitterness. Traditional Belgian Tripels are often well attenuated. Brewing sugar may be used to lighten the perception of body. Its sweetness will come from very pale malts. There should not be character from any roasted or dark malts. Low hop flavor is acceptable. Alcohol strength and flavor should be perceived as evident. Head retention is dense and mousse-like. Chill haze is acceptable at low serving temperatures. Traditional Tripels are bottle conditioned, may exhibit slight yeast haze but the yeast should not be intentionally roused. Oxidative character if evident in aged Tripels should be mild and pleasant.",2012-03-21 20:06:46,2015-04-07 15:31:50,8,6,cool,Cool - (8-12C/45-54F),6,Snifter,2012-01-03 02:41:33,20,45,7,10,4,9,1.07,1.01,1.018,,,,,,,,
tLlxvQ,Abbaye d'Aulne Triple Brune,Abbaye d'Aulne Triple Brune,,1,59,N,https://s3.amazonaws.com/brewerydbapi/beer/tLlxvQ/upload_JZV7lb-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/tLlxvQ/upload_JZV7lb-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/tLlxvQ/upload_JZV7lb-large.png,verified,Verified,2012-01-03 02:42:38,2015-12-16 11:24:44,1,Year Round,Available year round as a staple beer.,59,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Tripel,Belgian Tripel,"Tripels are often characterized by a complex, sometimes mild spicy character. Clove-like phenolic flavor and aroma may be evident at extremely low levels. Yeast-generated  fruity esters, including banana, are also common, but not necessary. These pale/light-colored ales may finish sweet, though any sweet finish should be light. The beer is characteristically medium and clean in body with an equalizing hop/malt balance and a perception of medium to medium high hop bitterness. Traditional Belgian Tripels are often well attenuated. Brewing sugar may be used to lighten the perception of body. Its sweetness will come from very pale malts. There should not be character from any roasted or dark malts. Low hop flavor is acceptable. Alcohol strength and flavor should be perceived as evident. Head retention is dense and mousse-like. Chill haze is acceptable at low serving temperatures. Traditional Tripels are bottle conditioned, may exhibit slight yeast haze but the yeast should not be intentionally roused. Oxidative character if evident in aged Tripels should be mild and pleasant.",2012-03-21 20:06:46,2015-04-07 15:31:50,8,6,cool,Cool - (8-12C/45-54F),6,Snifter,2012-01-03 02:41:33,20,45,7,10,4,9,1.07,1.01,1.018,,,,,,,,
Tjy40I,Abbaye de Floreffe Blonde,Abbaye de Floreffe Blonde,"Floreffe Blonde is brewed with well water and malted spring barley. Candy sugar is added during the boiling phase. After fermentation and storage, the beer is mechanically purified in a centrifuge. Even when served very cold, it may be slightly cloudy. In this way, Floreffe Blonde maintains its inimitable bouquet and aromas. The drinker first breaths in the malt and fruity aromas. The bitterness comes from a subtle mix of the best hop varieties. The first sip is powerful but is transformed into a taste of softness and ends with a finale of liquorice root.",1,61,N,https://s3.amazonaws.com/brewerydbapi/beer/Tjy40I/upload_5lowIW-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/Tjy40I/upload_5lowIW-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/Tjy40I/upload_5lowIW-large.png,verified,Verified,2012-11-02 12:14:21,2015-12-16 20:02:45,1,Year Round,Available year round as a staple beer.,61,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Blonde Ale,Belgian Blonde,"Belgian-style blond ales are characterized by low yet evident hop bitterness, flavor, and sometimes aroma. Light to medium body and low malt aroma with a sweet, spiced and a low to medium fruity-ester character orchestrated in flavor and aroma. Sugar may be used to lighten perceived body. They are blonde to golden in color. Noble-type hops are commonly used. Low levels of phenolic spiciness from yeast byproducts may be perceived. Diacetyl should not be perceived. Acidic character should not be present. Chill haze is allowable at cold temperatures.",2012-03-21 20:06:46,2015-04-07 15:32:01,6.5,2,,,2,Goblet,2012-01-03 02:41:33,15,30,6,7.8,4,7,1.054,1.008,1.014,,,,,,,,
HEuxg5,Abbaye de Floreffe Prima Melior,Abbaye de Floreffe Prima Melior,"Floreffe Prima Melior was a brew that the Father Superior would serve his guests and visitors. It is brown and dense (8% alcohol content) and is strengthened with powerful flavourings such as aniseed and coriander. After fermentation and sedimentation, the beer is given a dose of yeast and sugar for refermentation in the bottle
This method is inherited from the monks of the abbey. Ideal as an accompaniment to mature cheese and to make rabbit stew.",1,64,N,https://s3.amazonaws.com/brewerydbapi/beer/HEuxg5/upload_USq3pY-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/HEuxg5/upload_USq3pY-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/HEuxg5/upload_USq3pY-large.png,verified,Verified,2012-11-02 12:20:17,2015-12-16 20:12:27,1,Year Round,Available year round as a staple beer.,64,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Dark Strong Ale,Belgian Dark Strong,"Belgian dark strong ales are amber to dark brown in color. Often, though not always, brewed with dark Belgian ""candy"" sugar, these beers can be well attenuated, ranging from medium to full-bodied. The perception of hop bitterness is low to medium, with hop flavor and aroma also in this range. Fruity complexity along with the soft flavors of roasted malts add distinct character. The alcohol strength of these beers can often be deceiving to the senses. The intensity of malt character can be rich, creamy, and sweet with intensities ranging from medium to high. Very little or no diacetyl is perceived. Herbs and spices are sometimes used to delicately flavor these strong ales. Low levels of phenolic spiciness from yeast byproducts may also be perceived. Chill haze is allowable at cold temperatures.",2012-03-21 20:06:46,2015-04-07 15:32:23,8,2,,,2,Goblet,2012-01-03 02:41:33,20,50,7,11,9,35,1.064,1.012,1.024,,,,,,,,"Rabbit, Duck, Mature cheese"
BeIuuu,Abbaye de Floreffe Triple,Abbaye de Floreffe Triple,"Floreffe Triple owes its name to its high density and strong taste. The splendid mixture between bitterness and caramel characterises this beer. Like other beers made in Floreffe Abbey, it is not filtered. It may therefore be slightly cloudy if served cold. As the monks' recipe specifies, it is refermented in the bottle with yeast and sugar. A TERRIBLE PUNISHMENT: any monk arriving too late for prayers or in the refectory, would not get his beer entitlement.",1,59,N,https://s3.amazonaws.com/brewerydbapi/beer/BeIuuu/upload_dyp3zC-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/BeIuuu/upload_dyp3zC-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/BeIuuu/upload_dyp3zC-large.png,verified,Verified,2012-11-02 12:18:00,2015-12-16 20:06:22,1,Year Round,Available year round as a staple beer.,59,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Tripel,Belgian Tripel,"Tripels are often characterized by a complex, sometimes mild spicy character. Clove-like phenolic flavor and aroma may be evident at extremely low levels. Yeast-generated  fruity esters, including banana, are also common, but not necessary. These pale/light-colored ales may finish sweet, though any sweet finish should be light. The beer is characteristically medium and clean in body with an equalizing hop/malt balance and a perception of medium to medium high hop bitterness. Traditional Belgian Tripels are often well attenuated. Brewing sugar may be used to lighten the perception of body. Its sweetness will come from very pale malts. There should not be character from any roasted or dark malts. Low hop flavor is acceptable. Alcohol strength and flavor should be perceived as evident. Head retention is dense and mousse-like. Chill haze is acceptable at low serving temperatures. Traditional Tripels are bottle conditioned, may exhibit slight yeast haze but the yeast should not be intentionally roused. Oxidative character if evident in aged Tripels should be mild and pleasant.",2012-03-21 20:06:46,2015-04-07 15:31:50,8,2,,,2,Goblet,2012-01-03 02:41:33,20,45,7,10,4,9,1.07,1.01,1.018,,,,,,,,Fish
OWxWC2,Abbaye de Saint-Martin Ambrée,Abbaye de Saint-Martin Ambrée,,1,61,N,https://s3.amazonaws.com/brewerydbapi/beer/OWxWC2/upload_eN0mnC-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/OWxWC2/upload_eN0mnC-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/OWxWC2/upload_eN0mnC-large.png,verified,Verified,2014-04-25 17:49:06,2015-12-17 12:00:36,1,Year Round,Available year round as a staple beer.,61,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Blonde Ale,Belgian Blonde,"Belgian-style blond ales are characterized by low yet evident hop bitterness, flavor, and sometimes aroma. Light to medium body and low malt aroma with a sweet, spiced and a low to medium fruity-ester character orchestrated in flavor and aroma. Sugar may be used to lighten perceived body. They are blonde to golden in color. Noble-type hops are commonly used. Low levels of phenolic spiciness from yeast byproducts may be perceived. Diacetyl should not be perceived. Acidic character should not be present. Chill haze is allowable at cold temperatures.",2012-03-21 20:06:46,2015-04-07 15:32:01,6.5,8,cool,Cool - (8-12C/45-54F),8,Tulip,2012-01-03 02:41:33,15,30,6,7.8,4,7,1.054,1.008,1.014,,,,,,,,
jFLgkw,Abbaye de Saint-Martin Blonde,Abbaye de Saint-Martin Blonde,"Look: A golden straw colour, with a strong foam once opened then the bubbles gently rise to the top 
and a good head remains.

Nose: Sharp, lively and nervous, fermentation with a touch reminiscent of a flowery cheese.

In the mouth: A round, balance and full flavour. In the mouth it is floral, elegant and direct, almost feminine. A great beer that perfectly suits cheeses with a hard crust or some fine Bries and Camemberts.

The aftertaste has a noble bitterness.",1,63,N,https://s3.amazonaws.com/brewerydbapi/beer/jFLgkw/upload_GSQwbB-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/jFLgkw/upload_GSQwbB-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/jFLgkw/upload_GSQwbB-large.png,verified,Verified,2012-01-03 02:42:38,2015-12-15 21:57:37,1,Year Round,Available year round as a staple beer.,63,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Pale Strong Ale,Belgian Pale Strong,"Belgian pale strong ales are pale to golden in color with relatively light body for a beer of its alcoholic strength. Often brewed with light colored Belgian ""candy"" sugar, these beers are well attenuated. The perception of hop bitterness is medium-low to medium -high, with hop flavor and aroma also in this range. These beers are highly attenuated and have a perceptively deceiving high alcoholic character-being light to medium bodied rather than full bodied. The intensity of malt character should be low to medium, often surviving along with a complex fruitiness. Very little or no diacetyl is perceived. Herbs and spices are sometimes used to delicately flavor these strong ales. Low levels of phenolic spiciness from yeast byproducts may also be perceived. Chill haze is allowable at cold temperatures.",2012-03-21 20:06:46,2015-04-07 15:32:16,7,1,cool,Cool - (8-12C/45-54F),1,Flute,2012-01-03 02:41:33,20,50,7,11,4,10,1.064,1.012,1.024,,,,,,,,
4UcPMq,Abbaye de Saint-Martin Brune,Abbaye de Saint-Martin Brune,"Look: Dark and strong mahogany colour. Light head that remains for an average time.

Nose: First a dairy and cheese-like aroma. Then, coffee and roasted coffee beans. A touch of warm brown sugar,
cane sugar and rum.

In the mouth: The mouth closely follows the nose, the roasted coffee, the grill. The caramel is just right without being too much. Then there is a lovely freshness that balances the whole but attention this is a beer for with a meal or for tasting. Goes well with meat with sweet and sour sauce, duck à l'orange ....",1,64,N,https://s3.amazonaws.com/brewerydbapi/beer/4UcPMq/upload_0T8gBB-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/4UcPMq/upload_0T8gBB-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/4UcPMq/upload_0T8gBB-large.png,verified,Verified,2012-01-03 02:42:38,2015-12-16 05:22:13,1,Year Round,Available year round as a staple beer.,64,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Dark Strong Ale,Belgian Dark Strong,"Belgian dark strong ales are amber to dark brown in color. Often, though not always, brewed with dark Belgian ""candy"" sugar, these beers can be well attenuated, ranging from medium to full-bodied. The perception of hop bitterness is low to medium, with hop flavor and aroma also in this range. Fruity complexity along with the soft flavors of roasted malts add distinct character. The alcohol strength of these beers can often be deceiving to the senses. The intensity of malt character can be rich, creamy, and sweet with intensities ranging from medium to high. Very little or no diacetyl is perceived. Herbs and spices are sometimes used to delicately flavor these strong ales. Low levels of phenolic spiciness from yeast byproducts may also be perceived. Chill haze is allowable at cold temperatures.",2012-03-21 20:06:46,2015-04-07 15:32:23,8,1,cool,Cool - (8-12C/45-54F),1,Flute,2012-01-03 02:41:33,20,50,7,11,9,35,1.064,1.012,1.024,,,,,,,,
A5ES81,Abbaye de Saint-Martin Cuvée de Noël,Abbaye de Saint-Martin Cuvée de Noël,Top fermented and bottle conditioned beer. An exceptionally spicy aroma of rare malts and hops are blended in this Christmas Ale.,4,63,N,https://s3.amazonaws.com/brewerydbapi/beer/A5ES81/upload_Yie6nl-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/A5ES81/upload_Yie6nl-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/A5ES81/upload_Yie6nl-large.png,verified,Verified,2012-01-03 02:42:38,2015-12-16 04:37:12,4,Seasonal,"Available at the same time of year, every year.",63,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Pale Strong Ale,Belgian Pale Strong,"Belgian pale strong ales are pale to golden in color with relatively light body for a beer of its alcoholic strength. Often brewed with light colored Belgian ""candy"" sugar, these beers are well attenuated. The perception of hop bitterness is medium-low to medium -high, with hop flavor and aroma also in this range. These beers are highly attenuated and have a perceptively deceiving high alcoholic character-being light to medium bodied rather than full bodied. The intensity of malt character should be low to medium, often surviving along with a complex fruitiness. Very little or no diacetyl is perceived. Herbs and spices are sometimes used to delicately flavor these strong ales. Low levels of phenolic spiciness from yeast byproducts may also be perceived. Chill haze is allowable at cold temperatures.",2012-03-21 20:06:46,2015-04-07 15:32:16,8.5,6,cool,Cool - (8-12C/45-54F),6,Snifter,2012-01-03 02:41:33,20,50,7,11,4,10,1.064,1.012,1.024,,,,,,,,
mDEi2b,Abbaye de Saint-Martin Triple,Abbaye de Saint-Martin Triple,,1,59,N,https://s3.amazonaws.com/brewerydbapi/beer/mDEi2b/upload_lcePeB-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/mDEi2b/upload_lcePeB-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/mDEi2b/upload_lcePeB-large.png,verified,Verified,2014-04-25 17:44:21,2015-12-17 12:45:23,1,Year Round,Available year round as a staple beer.,59,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Tripel,Belgian Tripel,"Tripels are often characterized by a complex, sometimes mild spicy character. Clove-like phenolic flavor and aroma may be evident at extremely low levels. Yeast-generated  fruity esters, including banana, are also common, but not necessary. These pale/light-colored ales may finish sweet, though any sweet finish should be light. The beer is characteristically medium and clean in body with an equalizing hop/malt balance and a perception of medium to medium high hop bitterness. Traditional Belgian Tripels are often well attenuated. Brewing sugar may be used to lighten the perception of body. Its sweetness will come from very pale malts. There should not be character from any roasted or dark malts. Low hop flavor is acceptable. Alcohol strength and flavor should be perceived as evident. Head retention is dense and mousse-like. Chill haze is acceptable at low serving temperatures. Traditional Tripels are bottle conditioned, may exhibit slight yeast haze but the yeast should not be intentionally roused. Oxidative character if evident in aged Tripels should be mild and pleasant.",2012-03-21 20:06:46,2015-04-07 15:31:50,9,8,cool,Cool - (8-12C/45-54F),8,Tulip,2012-01-03 02:41:33,20,45,7,10,4,9,1.07,1.01,1.018,,,,,,,,
