id,name,nameDisplay,description,abv,ibu,srmId,styleId,isOrganic,labels/icon,labels/medium,labels/large,status,statusDisplay,createDate,updateDate,srm/id,srm/name,srm/hex,style/id,style/categoryId,style/category/id,style/category/name,style/category/createDate,style/name,style/shortName,style/description,style/createDate,style/updateDate,style/ibuMin,style/ibuMax,style/abvMin,style/abvMax,style/srmMin,style/srmMax,style/ogMin,style/fgMin,style/fgMax,glasswareId,availableId,servingTemperature,servingTemperatureDisplay,originalGravity,glass/id,glass/name,glass/createDate,available/id,available/name,available/description,foodPairings,year
E98OUd,2010 Old Guardian,2010 Old Guardian,,10.7,,,132,N,https://s3.amazonaws.com/brewerydbapi/beer/E98OUd/upload_q6Va5D-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/E98OUd/upload_q6Va5D-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/E98OUd/upload_q6Va5D-large.png,verified,Verified,2012-01-03 02:42:37,2015-12-16 14:17:11,,,,132,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Wood- and Barrel-Aged Beer,BBL Aged,"A wood- or barrel-aged beer is any lager, ale or hybrid beer, either a traditional style or a unique experimental beer that has been aged for a period of time in a wooden barrel or in contact with wood. This beer is aged with the intention of imparting the particularly unique character of the wood and/or what has previously been in the barrel. New wood character can be characterized as a complex blend of vanillin and/or other unique wood character, but wood aged is not necessarily synonymous with imparting wood-flavors. Used sherry, rum, bourbon, scotch, port, wine and other barrels are often used, imparting complexity and uniqueness to beer. Ultimately a balance of flavor, aroma and mouthfeel are sought with the marriage of new beer with wood and/or barrel flavors. Beers in this style may or may not have Brettanomyces character. Brewers when entering this category should specify type of barrel and/or wood used and any other special treatment or ingredients used. Competition managers may create style subcategories to differentiate between high alcohol and low alcohol beers and very dark and lighter colored beer as well as for fruit beers and non-fruit beers. Competitions may develop guidelines requesting brewers to specify what kind of wood (new or used oak, other wood varieties) and/or barrel (whiskey, port, sherry, wine, etc.) was used in the process. The brewer may be asked to explain the special nature (wood used, base beer style(s) and achieved character) of the beer.",2012-03-21 20:06:46,2015-04-07 15:46:27,,,,,,,,,,5,2,,,,5,Pint,2012-01-03 02:41:33,2,Limited,Limited availability.,,
F2ij2y,2011 Christmas Ale,2011 Christmas Ale,"Every year to celebrate the holiday season, we brew up our Christmas Ale, and with each year we change the recipe slightly so that you have something special to look forward to. Traditionally, our Christmas Ale is a complex brown ale that develops well in the bottle for
up to five years.

Hops: Change year to year
Malt: Pale, Extra Special Briess, Dark

World Beer Cup Recognition:
Judging Category: American Brown Ale
2010: Bronze Medal",6.2,,,37,N,https://s3.amazonaws.com/brewerydbapi/beer/F2ij2y/upload_I6d1II-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/F2ij2y/upload_I6d1II-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/F2ij2y/upload_I6d1II-large.png,verified,Verified,2012-01-03 02:42:37,2015-12-16 08:33:13,,,,37,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Brown Ale,American Brown,"American brown ales range from deep copper to brown in color. Roasted malt caramel-like and chocolate-like characters should be of medium intensity in both flavor and aroma. American brown ales have evident low to medium hop flavor and aroma, medium to high hop bitterness, and a medium body. Estery and fruity-ester characters should be subdued. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",2012-03-21 20:06:46,2015-04-07 15:27:35,25,45,4,6.4,15,26,1.04,1.01,1.018,5,3,,,,5,Pint,2012-01-03 02:41:33,3,Not Available,Beer is not available.,,
XUZIVl,2011 Grand Crüe,2011 Grand Crüe (2011),"2011 Grand Crüe (8.8% ABV) is a unique blend of Bourbon Barrel Aged Full Throttle Double IPA, Barleywine and fresh Frye's Leap IPA. This beer is complex from both the malty backbone of the Full Throttle and Barleywine and the assertive hoppiness of Frye's Leap.

2011 Grand Crüe is a limited release, available starting July 22, 2011 while supplies last on draft and in 22oz bombers to go at all Sebago locations and select beer retailers throughout Maine.",8.8,,,135,N,https://s3.amazonaws.com/brewerydbapi/beer/XUZIVl/upload_EBuedT-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/XUZIVl/upload_EBuedT-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/XUZIVl/upload_EBuedT-large.png,verified,Verified,2012-01-03 02:42:37,2015-12-16 11:31:09,,,,135,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Wood- and Barrel-Aged Strong Beer,BBL Aged Strong,"Any strong classic style or unique, experimental style of beer can be wood or barrel-aged for a period of time in a wooden barrel or in contact with wood. This beer is aged with the intention of imparting the particularly unique character of the wood and/or what has previously been in the barrel. New wood character can be characterized as a complex blend of vanillin and unique wood character but wood aged is not necessarily synonymous with imparting wood-flavors. Used sherry, rum, bourbon, scotch, port, wine and other barrels are often used, imparting complexity and uniqueness to beer. Ultimately a balance of flavor, aroma and mouthfeel are sought with the marriage of new beer with wood and/or barrel flavors. Primary character of the beer style may or may not be apparent. Sour wood-aged beer of any color is outlined in other categories. Beers in this style may or may not have Brettanomyces character. The brewer must explain the special nature of the beer to allow for accurate judging. Comments could include: type of wood used (new or old, oak or other wood type), type of barrel used (new, port/ whiskey/ wine/ sherry/ other), base beer style or achieved character. Beer entries not accompanied by this information will be at a disadvantage during judging.",2012-03-21 20:06:46,2015-04-07 15:46:50,,,,,,,,,,5,2,,,,5,Pint,2012-01-03 02:41:33,2,Limited,Limited availability.,,2011
ka6zNb,2012,2012,,7,75,,25,N,https://s3.amazonaws.com/brewerydbapi/beer/ka6zNb/upload_mvyXrS-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/ka6zNb/upload_mvyXrS-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/ka6zNb/upload_mvyXrS-large.png,verified,Verified,2012-03-20 12:56:59,2015-12-16 15:46:16,,,,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",2012-03-21 20:06:45,2015-04-07 15:25:18,30,42,4.5,5.6,6,14,1.044,1.008,1.014,5,,cool,Cool - (8-12C/45-54F),,5,Pint,2012-01-03 02:41:33,,,,,
JlQ32z,2012 Black Ale,2012 Black Ale,"Thousands of years ago the ancient Mayans of Central America developed a ""Long-Count"" round calendar that ends ominously on December 21, 2012.  Some predict this symbolizes the end of time as we know it.  Inspired by this mystery, we offer Point 2012 Black Ale to help contemplate this 'end of time' or perhaps a 'new beginning.'  Dark rich roasty and complex, Point 2012 Black Ale is hand-crafted with Pale, Munich, and Roasted Malts with Cluster, Saaz, and Cascade hops for the robust flavor and finish.  Enjoy -- while there's still time.

Malts: 2-row & 6-row blend

Silver Medal Winner World Beer Championships, 2010
Bronze Medal Winner US Open Beer, 2011
Silver Medal Winner US Open Beer, 2011",4.66,9,,125,N,https://s3.amazonaws.com/brewerydbapi/beer/JlQ32z/upload_2AJg8P-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/JlQ32z/upload_2AJg8P-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/JlQ32z/upload_2AJg8P-large.png,verified,Verified,2012-01-03 02:42:37,2015-12-16 12:09:41,,,,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",2012-03-21 20:06:46,2015-04-07 15:44:53,,100,2.5,25,1,100,1.03,1.006,1.03,5,1,,,,5,Pint,2012-01-03 02:41:33,1,Year Round,Available year round as a staple beer.,,
GZdnHy,2013 Ale,2013 Ale,,5.5,,,125,N,https://s3.amazonaws.com/brewerydbapi/beer/GZdnHy/upload_DhbjTh-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/GZdnHy/upload_DhbjTh-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/GZdnHy/upload_DhbjTh-large.png,verified,Verified,2013-11-01 12:31:47,2015-12-17 06:42:01,,,,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",2012-03-21 20:06:46,2015-04-07 15:44:53,,100,2.5,25,1,100,1.03,1.006,1.03,,2,,,,,,,2,Limited,Limited availability.,,
kmV0Wz,2013 Bellingham Beer Week Belgian-Style Dark Ale,2013 Bellingham Beer Week Belgian-Style Dark Ale,,8,,,64,N,https://s3.amazonaws.com/brewerydbapi/beer/kmV0Wz/upload_FggBpb-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/kmV0Wz/upload_FggBpb-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/kmV0Wz/upload_FggBpb-large.png,verified,Verified,2013-11-13 22:38:08,2015-12-17 07:21:28,,,,64,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Dark Strong Ale,Belgian Dark Strong,"Belgian dark strong ales are amber to dark brown in color. Often, though not always, brewed with dark Belgian ""candy"" sugar, these beers can be well attenuated, ranging from medium to full-bodied. The perception of hop bitterness is low to medium, with hop flavor and aroma also in this range. Fruity complexity along with the soft flavors of roasted malts add distinct character. The alcohol strength of these beers can often be deceiving to the senses. The intensity of malt character can be rich, creamy, and sweet with intensities ranging from medium to high. Very little or no diacetyl is perceived. Herbs and spices are sometimes used to delicately flavor these strong ales. Low levels of phenolic spiciness from yeast byproducts may also be perceived. Chill haze is allowable at cold temperatures.",2012-03-21 20:06:46,2015-04-07 15:32:23,20,50,7,11,9,35,1.064,1.012,1.024,,3,,,,,,,3,Not Available,Beer is not available.,,
CuyOIE,2014 IPA,2014 IPA,,,,,30,N,https://s3.amazonaws.com/brewerydbapi/beer/CuyOIE/upload_e7XYFu-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/CuyOIE/upload_e7XYFu-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/CuyOIE/upload_e7XYFu-large.png,verified,Verified,2016-05-25 20:22:10,2016-05-25 20:23:10,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",2012-03-21 20:06:45,2015-04-07 15:26:37,50,70,6.3,7.5,6,14,1.06,1.012,1.018,,3,,,,,,,3,Not Available,Beer is not available.,,
WioenN,2015 Blushing Monk,2015 Blushing Monk,"Blushing Monk is brewed with a ridiculous amount of raspberries and with a Belgian yeast strain that keeps our head cellar operator from sleeping for a week. It pours a stunning deep berry red and, at 9.2% ABV, has a surprising kick.",9.2,,,70,N,https://s3.amazonaws.com/brewerydbapi/beer/WioenN/upload_JWjMYk-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/WioenN/upload_JWjMYk-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/WioenN/upload_JWjMYk-large.png,verified,Verified,2015-03-03 18:31:23,2015-12-17 23:28:33,,,,70,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Other Belgian-Style Ales,Belgian Ale,"Recognizing the uniqueness and traditions of several other styles of Belgian Ales, the beers entered in this category will be assessed on the merits that they do not fit existing style guidelines and information that the brewer provides explaining the history and tradition of the style. Balance of character is a key component when assessing these beers. Barrel or wood-aged entries in competitions may be directed to other categories by competition director. In competitions the brewer must provide the historical or regional tradition of the style, or his interpretation of the style, in order to be assessed properly by the judges.",2012-03-21 20:06:46,2015-04-07 15:33:05,,,,,,,,,,,,,,,,,,,,,"The perfect dessert beer, it can be enjoyed on its own or paired with fresh cheeses, fruit, cakes and more.",
e3T6vJ,2015 IPA,2015 IPA,,,,,30,N,https://s3.amazonaws.com/brewerydbapi/beer/e3T6vJ/upload_hg2Pd4-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/e3T6vJ/upload_hg2Pd4-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/e3T6vJ/upload_hg2Pd4-large.png,verified,Verified,2016-05-25 19:57:03,2016-05-25 19:58:24,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",2012-03-21 20:06:45,2015-04-07 15:26:37,50,70,6.3,7.5,6,14,1.06,1.012,1.018,,2,,,,,,,2,Limited,Limited availability.,,
je59gU,2016 IPA,2016 IPA,"This year's IPA installment, 2016 IPA, arrives in early 2016. As a dry-hopped session IPA showcasing Galaxy and El Dorado hops, 2016 IPA clocks in at just under 5.5% ABV.",5.4,,,30,N,https://s3.amazonaws.com/brewerydbapi/beer/je59gU/upload_1vHVqT-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/je59gU/upload_1vHVqT-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/je59gU/upload_1vHVqT-large.png,verified,Verified,2016-05-25 20:09:27,2016-05-25 20:20:18,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",2012-03-21 20:06:45,2015-04-07 15:26:37,50,70,6.3,7.5,6,14,1.06,1.012,1.018,,2,,,,,,,2,Limited,Limited availability.,,
mZsdU6,2020 IPA,2020 IPA,"For the Spring 2014 Release in our Custom IPA Series we’ve partnered with the LA River Revitalization Corp to brew 2020 IPA—a dark red IPA, with a rich pine aroma, light roast, all balanced by a hearty hop bitterness.  2020 IPA celebrates the Greenway 2020 Project, which will connect 51 miles of the LA River—transforming it from a neglected, concrete riverbed to a connected, public green space by the year 2020. 

Track the progress at LA River Corp.",7.4,74,,30,N,https://s3.amazonaws.com/brewerydbapi/beer/mZsdU6/upload_tnJ2xz-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/mZsdU6/upload_tnJ2xz-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/mZsdU6/upload_tnJ2xz-large.png,verified,Verified,2015-03-20 21:24:21,2015-12-18 00:09:33,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",2012-03-21 20:06:45,2015-04-07 15:26:37,50,70,6.3,7.5,6,14,1.06,1.012,1.018,,4,,,,,,,4,Seasonal,"Available at the same time of year, every year.",,
6C2v7c,20th Anniversary,20th Anniversary,,10.5,,,59,N,https://s3.amazonaws.com/brewerydbapi/beer/6C2v7c/upload_9cORTe-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/6C2v7c/upload_9cORTe-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/6C2v7c/upload_9cORTe-large.png,verified,Verified,2012-08-02 01:14:48,2015-12-16 18:26:03,,,,59,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Tripel,Belgian Tripel,"Tripels are often characterized by a complex, sometimes mild spicy character. Clove-like phenolic flavor and aroma may be evident at extremely low levels. Yeast-generated  fruity esters, including banana, are also common, but not necessary. These pale/light-colored ales may finish sweet, though any sweet finish should be light. The beer is characteristically medium and clean in body with an equalizing hop/malt balance and a perception of medium to medium high hop bitterness. Traditional Belgian Tripels are often well attenuated. Brewing sugar may be used to lighten the perception of body. Its sweetness will come from very pale malts. There should not be character from any roasted or dark malts. Low hop flavor is acceptable. Alcohol strength and flavor should be perceived as evident. Head retention is dense and mousse-like. Chill haze is acceptable at low serving temperatures. Traditional Tripels are bottle conditioned, may exhibit slight yeast haze but the yeast should not be intentionally roused. Oxidative character if evident in aged Tripels should be mild and pleasant.",2012-03-21 20:06:46,2015-04-07 15:31:50,20,45,7,10,4,9,1.07,1.01,1.018,8,2,,,,8,Tulip,2012-01-03 02:41:33,2,Limited,Limited availability.,,
Oit2HK,20th Anniversary,20th Anniversary,,8.2,,,70,N,https://s3.amazonaws.com/brewerydbapi/beer/Oit2HK/upload_BeisoL-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/Oit2HK/upload_BeisoL-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/Oit2HK/upload_BeisoL-large.png,verified,Verified,2014-04-17 12:01:47,2015-12-17 11:10:46,,,,70,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Other Belgian-Style Ales,Belgian Ale,"Recognizing the uniqueness and traditions of several other styles of Belgian Ales, the beers entered in this category will be assessed on the merits that they do not fit existing style guidelines and information that the brewer provides explaining the history and tradition of the style. Balance of character is a key component when assessing these beers. Barrel or wood-aged entries in competitions may be directed to other categories by competition director. In competitions the brewer must provide the historical or regional tradition of the style, or his interpretation of the style, in order to be assessed properly by the judges.",2012-03-21 20:06:46,2015-04-07 15:33:05,,,,,,,,,,8,2,,,,8,Tulip,2012-01-03 02:41:33,2,Limited,Limited availability.,,
CxAMDL,20th Anniversary,20th Anniversary,"20th Anniversary, Brick Mason Series #7, is an Imperial Stout aged in bourbon barrels. We are celebrating our milestone anniversary with a milestone beer that will be the strongest beer in brewery’s history. Rich dark chocolate and roasted coffee flavors are balanced by sweet caramel malts. Bourbon barrels provide big bourbon notes supported by flavors of oak and vanilla. This beer commemorates Red Brick Brewing Company’s 20 year brewing tradition. And while we’re focused on the future, we’ll never forget our humble beginnings.",10,80,41,135,N,https://s3.amazonaws.com/brewerydbapi/beer/CxAMDL/upload_hvtRIw-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/CxAMDL/upload_hvtRIw-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/CxAMDL/upload_hvtRIw-large.png,verified,Verified,2013-08-13 14:26:16,2015-12-17 05:37:53,41,Over 40,000000,135,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Wood- and Barrel-Aged Strong Beer,BBL Aged Strong,"Any strong classic style or unique, experimental style of beer can be wood or barrel-aged for a period of time in a wooden barrel or in contact with wood. This beer is aged with the intention of imparting the particularly unique character of the wood and/or what has previously been in the barrel. New wood character can be characterized as a complex blend of vanillin and unique wood character but wood aged is not necessarily synonymous with imparting wood-flavors. Used sherry, rum, bourbon, scotch, port, wine and other barrels are often used, imparting complexity and uniqueness to beer. Ultimately a balance of flavor, aroma and mouthfeel are sought with the marriage of new beer with wood and/or barrel flavors. Primary character of the beer style may or may not be apparent. Sour wood-aged beer of any color is outlined in other categories. Beers in this style may or may not have Brettanomyces character. The brewer must explain the special nature of the beer to allow for accurate judging. Comments could include: type of wood used (new or old, oak or other wood type), type of barrel used (new, port/ whiskey/ wine/ sherry/ other), base beer style or achieved character. Beer entries not accompanied by this information will be at a disadvantage during judging.",2012-03-21 20:06:46,2015-04-07 15:46:50,,,,,,,,,,6,2,cellar,Cellar - (12-14C/54-57F),,6,Snifter,2012-01-03 02:41:33,2,Limited,Limited availability.,,
ekgi0s,20th Anniversary,20th Anniversary,,9.5,,,33,N,https://s3.amazonaws.com/brewerydbapi/beer/ekgi0s/upload_rSc720-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/ekgi0s/upload_rSc720-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/ekgi0s/upload_rSc720-large.png,verified,Verified,2014-03-28 13:16:15,2015-12-17 11:51:31,,,,33,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial Red Ale,Imperial Red,"Imperial Red Ales are deep amber to dark copper/reddish brown. A small amount of chill haze is allowable at cold temperatures. Fruity-ester aroma is medium. Hop aroma is intense, arising from any variety of hops. Medium to high caramel malt character is present. Hop flavor is intense, and balanced with other beer characters. They may use any variety of hops. Hop bitterness is intense. Alcohol content is very high and of notable character. Complex alcohol flavors may be evident. Fruity-ester flavors are medium. Diacetyl should not be perceived. Body is full.",2012-03-21 20:06:46,2015-04-07 17:05:43,55,85,7.9,10.5,10,15,1.08,1.02,1.028,,2,,,,,,,2,Limited,Limited availability.,,
IbN9mX,20th Anniversary Ale,20th Anniversary Ale,,9,,,14,N,https://s3.amazonaws.com/brewerydbapi/beer/IbN9mX/upload_q6Go43-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/IbN9mX/upload_q6Go43-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/IbN9mX/upload_q6Go43-large.png,verified,Verified,2012-04-22 23:51:36,2015-12-16 17:13:21,,,,14,1,1,British Origin Ales,2012-03-21 20:06:45,Strong Ale,Strong Ale,"Light amber to mid-range brown in color, strong ales are medium to full bodied with a malty sweetness and may have low levels of roast malt character. Hop aroma should be minimal and flavor can vary from none to medium in character intensity. Fruity-ester flavors and aromas can contribute to the character of this ale. Bitterness should be minimal but evident and balanced with malt and/or caramel-like sweetness. Alcohol types can be varied and complex. A rich, often sweet and complex estery character may be evident. Very low levels of diacetyl are acceptable. Chill haze is acceptable at low temperatures. (This style may often be split into two categories, strong and very strong.)",2012-03-21 20:06:45,2015-04-07 15:21:05,30,65,7,11,8,21,1.06,1.014,1.04,,2,,,,,,,2,Limited,Limited availability.,,
triE9c,20th Anniversary American Saison Ale,20th Anniversary American Saison Ale,,5.8,,,72,N,https://s3.amazonaws.com/brewerydbapi/beer/triE9c/upload_yc66Yn-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/triE9c/upload_yc66Yn-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/triE9c/upload_yc66Yn-large.png,verified,Verified,2014-05-20 12:35:00,2016-06-01 02:09:58,,,,72,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,French & Belgian-Style Saison,Saison,"Beers in this category are golden to deep amber in color. There may be quite a variety of characters within this style. Generally: They are light to medium in body. Malt aroma is low to medium-low. Esters are medium to high in  aroma, while, complex alcohols, herbs, spices, low Brettanomyces character and even clove and smoke-like phenolics may or may not be evident in the overall balanced beer. Hop aroma and flavor may be at low to medium levels. Malt flavor is low but provides foundation for the overall balance. Hop bitterness is moderate to moderately assertive. Herb and/or spice flavors, including black pepper-like notes, may or may not be evident. Fruitiness from fermentation is generally in character. A balanced small amount of sour or acidic flavors is acceptable when in balance with other components. Earthy, cellar-like, musty aromas are okay. Diacetyl should not be perceived. Chill or slight yeast haze is okay. Often bottle conditioned with some yeast character and high carbonation. French & Belgian-Style Saison may have Brettanomyces characters that are slightly acidity, fruity, horsey, goaty and/or leather-like.",2012-03-21 20:06:46,2015-04-07 15:34:55,20,40,4.5,8.5,4,14,1.055,1.004,1.016,,2,,,,,,,2,Limited,Limited availability.,,
