id,name,nameDisplay,description,abv,ibu,glasswareId,availableId,styleId,isOrganic,labels/icon,labels/medium,labels/large,status,statusDisplay,originalGravity,createDate,updateDate,glass/id,glass/name,glass/createDate,available/id,available/name,available/description,style/id,style/categoryId,style/category/id,style/category/name,style/category/createDate,style/name,style/shortName,style/description,style/ibuMin,style/ibuMax,style/abvMin,style/abvMax,style/srmMin,style/srmMax,style/ogMin,style/fgMin,style/fgMax,style/createDate,style/updateDate,srmId,servingTemperature,servingTemperatureDisplay,srm/id,srm/name,srm/hex,year,foodPairings
TBNKmt,1819,1819,,7.4,,,,58,N,https://s3.amazonaws.com/brewerydbapi/beer/TBNKmt/upload_rXBinr-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/TBNKmt/upload_rXBinr-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/TBNKmt/upload_rXBinr-large.png,verified,Verified,,2013-02-22 17:47:11,2015-12-17 00:08:21,,,,,,,58,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Dubbel,Belgian Dubbel,"This medium-bodied, red to dark brown colored ale has a malty sweetness and chocolate-like caramel aroma. A light hop flavor and/or aroma is acceptable. Dubbels are also characterized by low-medium to medium bitterness. No diacetyl is acceptable. Yeastgenerated fruity esters (especially banana) are appropriate at low levels. Head retention is dense and mousse-like. Chill haze is acceptable at low serving temperatures. Often bottle conditioned a slight yeast haze and flavor may be evident.",20,30,6.25,7.5,16,36,1.06,1.012,1.016,2012-03-21 20:06:46,2015-04-07 15:31:45,,,,,,,,
bpPaLC,1825,1825,,9.3,,5,1,63,N,https://s3.amazonaws.com/brewerydbapi/beer/bpPaLC/upload_be0mML-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/bpPaLC/upload_be0mML-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/bpPaLC/upload_be0mML-large.png,verified,Verified,,2012-01-03 02:42:36,2015-12-16 14:16:16,5,Pint,2012-01-03 02:41:33,1,Year Round,Available year round as a staple beer.,63,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Pale Strong Ale,Belgian Pale Strong,"Belgian pale strong ales are pale to golden in color with relatively light body for a beer of its alcoholic strength. Often brewed with light colored Belgian ""candy"" sugar, these beers are well attenuated. The perception of hop bitterness is medium-low to medium -high, with hop flavor and aroma also in this range. These beers are highly attenuated and have a perceptively deceiving high alcoholic character-being light to medium bodied rather than full bodied. The intensity of malt character should be low to medium, often surviving along with a complex fruitiness. Very little or no diacetyl is perceived. Herbs and spices are sometimes used to delicately flavor these strong ales. Low levels of phenolic spiciness from yeast byproducts may also be perceived. Chill haze is allowable at cold temperatures.",20,50,7,11,4,10,1.064,1.012,1.024,2012-03-21 20:06:46,2015-04-07 15:32:16,,,,,,,,
0tIDxS,1834 Corktown Rye,1834 Corktown Rye,,6.8,,,,117,N,https://s3.amazonaws.com/brewerydbapi/beer/0tIDxS/upload_bPyo3w-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/0tIDxS/upload_bPyo3w-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/0tIDxS/upload_bPyo3w-large.png,verified,Verified,,2015-01-23 15:54:58,2016-05-18 00:05:14,,,,,,,117,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Rye Ale or Lager with or without Yeast,Rye Ale,"Rye beers can be made using either ale or lager yeast. It should be brewed with at least 20 percent rye malt, and low to medium perception of hop bitterness. Hop aroma and flavor can be low to medium-high. These are often versions of classic styles that contain noticeable rye character in balance with other qualities of the beer. A spicy, fruity-estery aroma and flavor are typical but at low levels; however, phenolic, clove-like characteristics should not be perceived. Color is straw to amber, and the body should be light to medium in character. Diacetyl should not be perceived. If this style is packaged and served without yeast, no yeast characters should be evident in mouthfeel, flavor, or aroma. A low level of tannin derived astringency may be perceived. If this style is served with yeast, the character should portray a full yeasty mouthfeel and appear hazy to very cloudy. Yeast flavor and aroma should be low to medium but not overpowering the balance and character of rye and barley malt and hops. Darker versions of this style will be dark amber to dark brown, and the body should be light to medium in character. Roasted malts are optionally evident in aroma and flavor with a low level of roast malt astringency acceptable when appropriately balanced with malt sweetness. Roast malts may be evident as a cocoa/chocolate or caramel character. Aromatic toffee-like, caramel, or biscuit-like characters may be part of the overall flavor/aroma profile. As in the lighter colored versions, diacetyl should not be perceived. Competition directors may create specific styles of rye beer, such as Rye Pale Ale or Rye Brown Ale. A statement by the brewer indicating if the beer is based on a classic style is essential for accurate judging.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:44:12,,,,,,,,
SC48ZG,1836,1836,"If you ask what 1836 stands for, we'll ask you to put down our beer and leave our country

Texas is more than just tumbleweeds. It’s  shining star, Houston, was founded on the banks of the Buffalo Bayou in 1836. Wild, earthy and soulful, yet balanced in its boldness, 1836 represents a fresh start for beer in Houston.

This beer combines two of our favorite flavors: a sweet and toasty measure of Victory malts counter-balanced with the earthy, woody, floral aspects of our favorite hops.",6,40,5,1,32,N,https://s3.amazonaws.com/brewerydbapi/beer/SC48ZG/upload_GQbZlp-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/SC48ZG/upload_GQbZlp-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/SC48ZG/upload_GQbZlp-large.png,verified,Verified,1.057,2013-05-09 20:22:29,2015-12-17 03:05:16,5,Pint,2012-01-03 02:41:33,1,Year Round,Available year round as a staple beer.,32,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Amber/Red Ale,Amber,"American amber/red ales range from light copper to light brown in color. They are characterized by American-variety hops used to produce the perception of medium hop bitterness, flavor, and medium aroma. Amber ales have medium-high to high maltiness with medium to low caramel character. They should have medium to medium-high body. The style may have low levels of fruityester flavor and aroma. Diacetyl can be either absent or barely perceived at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.",30,40,4.5,6,11,18,1.048,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:52,,,,,,,,
SJTtiL,1842 Czech Pilsener,1842 Czech Pilsener,"First brewed in 1842 and taking it's name from the city of Plsen in western Bohemia, pilsener is the original golden lager. The signature taste of Czech Saaz hops compliment pale pilsener malt to create the most famous and beloved styles of Czech beers.",4,32,4,1,76,N,https://s3.amazonaws.com/brewerydbapi/beer/SJTtiL/upload_YoLOYg-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/SJTtiL/upload_YoLOYg-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/SJTtiL/upload_YoLOYg-large.png,verified,Verified,,2012-01-03 02:43:02,2015-12-16 08:23:59,4,Pilsner,2012-01-03 02:41:33,1,Year Round,Available year round as a staple beer.,76,7,7,European-germanic Lager,2012-03-21 20:06:46,Bohemian-Style Pilsener,Bohemian Pilsener,"Traditional Bohemian Pilseners are medium bodied, and they can be as dark as a light amber color. This style balances moderate bitterness and noble-type hop aroma and flavor with a malty, slightly sweet, medium body. Extremely low levels of diacetyl and low levels of sweet corn-like dimethylsulfide (DMS) character, if perceived, are characteristic of this style and both may accent malt aroma. A toasted-, biscuit-like, bready malt character along with low levels of sulfur compounds may be evident. There should be no chill haze. Its head should be dense and rich.",30,45,4,5,3,7,1.044,1.014,1.02,2012-03-21 20:06:46,2015-04-07 15:36:03,,cold,Cold - (4-7C/39-45F),,,,,
lTDXBE,1847 Rye Stout,1847 Rye Stout,"A dry, bitter, Irish dark ale brewed with malted rye and hopped with Columbus. Extremely dry and roasty. Delicious!",6.8,50,5,8,42,N,https://s3.amazonaws.com/brewerydbapi/beer/lTDXBE/upload_XsSLOK-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/lTDXBE/upload_XsSLOK-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/lTDXBE/upload_XsSLOK-large.png,verified,Verified,,2012-02-21 16:03:55,2015-12-16 15:30:53,5,Pint,2012-01-03 02:41:33,8,Winter,Available during the winter months.,42,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Stout,American Stout,"Initial low to medium malt sweetness with a degree of caramel, chocolate and/or roasted coffee flavor with a distinctive dryroasted bitterness in the finish. Coffee-like roasted barley and roasted malt aromas are prominent. Some slight roasted malt acidity is permissible and a medium- to full-bodied mouthfeel is appropriate. Hop bitterness may be moderate to high. Hop aroma and flavor is moderate to high, often with American citrus-type and/or resiny hop character. The perception of fruity esters is low. Roasted malt/barley astringency may be low but not excessive. Diacetyl (butterscotch) should be negligible or not perceived. Head retention is excellent.",35,60,5.7,8.8,40,40,1.05,1.01,1.022,2012-03-21 20:06:46,2015-04-07 15:28:43,,,,,,,,
mL6yFm,1849,1849,"This Ale is truly American. It is a West-Coast original. This style of beer was originally developed in San Francisco, where the air was cool enough to substitute for refrigeration. It is an improvisation of a beer developed as early as the Gold Rush days. One sip, and you'll think you've struck gold!",5,32,,2,110,N,https://s3.amazonaws.com/brewerydbapi/beer/mL6yFm/upload_pbRP6o-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/mL6yFm/upload_pbRP6o-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/mL6yFm/upload_pbRP6o-large.png,verified,Verified,1.052,2013-11-26 21:14:29,2015-12-17 07:21:10,,,,2,Limited,Limited availability.,110,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,California Common Beer,California Common,California Common Beer is light amber to amber in color and is medium bodied. There is a noticeable degree of caramel-type malt character in flavor and often in aroma. Hop bitterness impression is medium to medium high and is balanced with a low to medium-low degree of fruity esters and malt character and give an impression of balance and drinkability. Hop flavor and aroma is low to medium-low. California Common Beer is a style of beer brewed with lager yeasts but at ale fermentation temperatures. Diacetyl and chill haze should be absent.,35,45,4.5,5.6,8,15,1.045,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:42:34,,,,,,,,
fzzxsW,1854,1854,"Where would we be without our home state? Celebrating 165 years of statehood, La Florida officially joined the union in 1845. Hence the name for our All-American Pilsner.

Light in color and balanced in taste, the 1845 deserves it’s own flag. According to the history books, the Governor of Florida signed our statehood papers on the steps of the Capitol. We’re gonna bet the assembled group celebrated with a special kind of Florida beer, if only 1845 had been available on tap!

The smooth, crisp taste is as American as baseball and apple pie, with a little something special just from Florida thrown in. We might not have a lone star or a tv show about a yankee shoreline, but we do have our own brand of Florida pride. And y’all, we can drink ours.",4.8,30,4,4,98,N,https://s3.amazonaws.com/brewerydbapi/beer/fzzxsW/upload_QDkM3f-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/fzzxsW/upload_QDkM3f-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/fzzxsW/upload_QDkM3f-large.png,verified,Verified,1.048,2012-03-07 17:31:38,2015-12-16 15:26:50,4,Pilsner,2012-01-03 02:41:33,4,Seasonal,"Available at the same time of year, every year.",98,8,8,North American Lager,2012-03-21 20:06:46,American-Style Pilsener,American Pilsener,"This classic and unique pre-Prohibition American-style Pilsener is straw to deep gold in color. Hop bitterness, flavor and aroma are medium to high, and use of noble-type hops for flavor and aroma is preferred. Up to 25 percent corn and/or rice in the grist should be used. Malt flavor and aroma are medium. This is a light-medium to medium-bodied beer. Sweet corn-like dimethylsulfide (DMS), fruity esters and American hop-derived citrus flavors or aromas should not be perceived. Diacetyl is not acceptable. There should be no chill haze. Competition organizers may wish to subcategorize this style into rice and corn subcategories.",25,40,5,6,3,6,1.045,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:40:08,,,,,,,,Chicken Kiev; Braised Ribs; Grilled Flounder; Peppery cheeses like Monterey and Pepper Jack
VOzdzW,1857,1857,"Our master brewer had to brew a tasty lagers. With its very unique bryggkonst he created Disabled 1857, who by chance was a beer in the ""mellanöls"" class.",,,,1,95,N,https://s3.amazonaws.com/brewerydbapi/beer/VOzdzW/upload_phqZ1r-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/VOzdzW/upload_phqZ1r-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/VOzdzW/upload_phqZ1r-large.png,verified,Verified,,2015-03-03 22:48:44,2015-12-17 22:31:11,,,,1,Year Round,Available year round as a staple beer.,95,8,8,North American Lager,2012-03-21 20:06:46,American-Style Low-Carbohydrate Light Lager,American Low-Carb Lager,"These beers are extremely light straw to light amber in color, light in body, and high in carbonation. They should have a maximum carbohydrate level of 3.0 gm per 12 oz. (356 ml). These beers are characterized by extremely high degree of attenuation (often final gravity is less than 1.000 (0 ºPlato), but with typical American-style light lager alcohol levels. Corn, rice, or other grain adjuncts are often used. Flavor is very light/mild and very dry. Hop flavor, aroma and bitterness are negligible to very low. Very low yeasty flavors and fruity esters are acceptable in aroma and flavor. Chill haze and diacetyl should not be perceived.",3,10,3.5,4.4,2,10,1.024,0.992,1.004,2012-03-21 20:06:46,2015-04-07 15:39:47,,,,,,,,"in 1857, is a good and tasty alternative to anyone who is looking for a good beer. Served best with lighter dishes with white meat."
Xz5UAR,1887,1887,God Created Tangerine,5,,5,,119,N,https://s3.amazonaws.com/brewerydbapi/beer/Xz5UAR/upload_5KnfEY-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/Xz5UAR/upload_5KnfEY-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/Xz5UAR/upload_5KnfEY-large.png,verified,Verified,,2012-12-21 17:46:46,2015-12-16 23:13:14,5,Pint,2012-01-03 02:41:33,,,,119,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Fruit Beer,Fruit Beer,"Fruit beers are any beers using fruit or fruit extracts as an adjunct in either, the mash, kettle, primary or secondary fermentation providing obvious (ranging from subtle to intense), yet harmonious, fruit qualities. Fruit qualities should not be overpowered by hop character. If a fruit (such as juniper berry) has an herbal or spice quality, it is more appropriate to consider it in the herb and spice beers category. Acidic bacterial (not wild yeast) fermentation characters may be evident (but not necessary) they would contribute to acidity and enhance fruity balance. Clear or hazy beer is acceptable in appearance. A statement by the brewer explaining what fruits are used is essential in order for fair assessment in competitions. If this beer is a classic style with fruit, the brewer should also specify the classic style.",5,70,2.5,12,5,50,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:21,,,,,,,,
yJ0hci,1887 Red,1887 Red,Well balanced ruby coloured ale with plenty of berry fruit in both taste and aroma.,4.4,,5,1,32,N,https://s3.amazonaws.com/brewerydbapi/beer/yJ0hci/upload_AN4ebe-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/yJ0hci/upload_AN4ebe-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/yJ0hci/upload_AN4ebe-large.png,verified,Verified,,2012-12-21 17:33:55,2015-12-16 23:05:04,5,Pint,2012-01-03 02:41:33,1,Year Round,Available year round as a staple beer.,32,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Amber/Red Ale,Amber,"American amber/red ales range from light copper to light brown in color. They are characterized by American-variety hops used to produce the perception of medium hop bitterness, flavor, and medium aroma. Amber ales have medium-high to high maltiness with medium to low caramel character. They should have medium to medium-high body. The style may have low levels of fruityester flavor and aroma. Diacetyl can be either absent or barely perceived at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.",30,40,4.5,6,11,18,1.048,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:52,,,,,,,,
MA2sCi,1888 Bock,1888 Bock,"In 1888, After enduring one of the coldest winters on record, the employees of Jacob Leinenkugel's spring brewery crafted their first seasonal beer to celebrate the coming of spring. They blended dark and pale roasted malted barley with select hops and allowed for longer aging to create a robust beer with an exceptionally creamy head. Unchanged since 1888, You'll find our bock's sturdy bod and deep color perfect to draw you out of one season and the into next.",5.1,18,5,8,88,N,https://s3.amazonaws.com/brewerydbapi/beer/MA2sCi/upload_isNteo-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/MA2sCi/upload_isNteo-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/MA2sCi/upload_isNteo-large.png,verified,Verified,,2012-01-03 02:42:36,2015-12-15 22:58:17,5,Pint,2012-01-03 02:41:33,8,Winter,Available during the winter months.,88,7,7,European-germanic Lager,2012-03-21 20:06:46,Traditional German-Style Bock,Bock,"Traditional bocks are made with all malt and are strong, malty, medium- to full-bodied, bottom-fermented beers with moderate hop bitterness that should increase proportionately with the starting gravity. Malt character should be a balance of sweetness and toasted/nut-like malt; not caramel. Hop flavor should be low and hop aroma should be very low. Bocks can range in color from deep copper to dark brown. Fruity esters should be minimal. Diacetyl should be absent.",20,30,6.3,7.5,20,30,1.066,1.018,1.024,2012-03-21 20:06:46,2015-04-07 15:38:54,32,,,32,32,5A0A02,,
k7S5fv,1890 Founder's Ale,1890 Founder's Ale,"The Amber Ale, which carries the name 1890 Founder’s Ale, is a tribute to the people who first incorporated Grayton Beach. A classic amber ale - balanced malt and hop character. 

This amber packs a ton of flavor into a small space. A personal favorite.
- Shank, Head Brewer",6.1,30,8,1,32,N,https://s3.amazonaws.com/brewerydbapi/beer/k7S5fv/upload_RPF8sZ-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/k7S5fv/upload_RPF8sZ-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/k7S5fv/upload_RPF8sZ-large.png,verified,Verified,,2015-01-22 23:36:40,2015-12-17 20:36:35,8,Tulip,2012-01-03 02:41:33,1,Year Round,Available year round as a staple beer.,32,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Amber/Red Ale,Amber,"American amber/red ales range from light copper to light brown in color. They are characterized by American-variety hops used to produce the perception of medium hop bitterness, flavor, and medium aroma. Amber ales have medium-high to high maltiness with medium to low caramel character. They should have medium to medium-high body. The style may have low levels of fruityester flavor and aroma. Diacetyl can be either absent or barely perceived at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.",30,40,4.5,6,11,18,1.048,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:52,19,cool,Cool - (8-12C/45-54F),19,19,A13700,,"The roasted notes in this beer play well with grilled, smoked, or braised meats. A great dessert beer that will go well with apple pie, cobbler and other fall classics."
yAsuBs,18th Anniversary,18th Anniversary,"Part of the brewer’s Crown Series, the 18th Anniversary Ale is a double IPA",10,,,2,125,N,https://s3.amazonaws.com/brewerydbapi/beer/yAsuBs/upload_CheJku-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/yAsuBs/upload_CheJku-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/yAsuBs/upload_CheJku-large.png,verified,Verified,,2014-09-05 10:30:14,2015-12-17 16:47:06,,,,2,Limited,Limited availability.,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,17,,,17,17,B04500,,
SR5L1F,18th Anniversary Ale,18th Anniversary Ale,"This beer was conceptualized a bit later than usual, and several iterations were created before we settled on this recipe. Using a small amount of English Brown Coffee Malt in a double IPA seemed like an interesting idea to me, and was inspired in part by the success we had brewing Aleman/Two Brothers/Stone DayMan Coffee IPA and The Alchemist/Ninkasi/Stone More Brown Than Black IPA. The malt character is rich and complex, with hints of cocoa and coffee that don't interfere with the hop intensity. We used one of our favorite new hop varieties, El Dorado, 100 percent in the dry-hop stage, which provides a distinctive lemony character in the aroma and taste that we've come to affectionately describe as ""lemon candy.""",8,75,,,30,N,https://s3.amazonaws.com/brewerydbapi/beer/SR5L1F/upload_d8v91r-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/SR5L1F/upload_d8v91r-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/SR5L1F/upload_d8v91r-large.png,verified,Verified,,2014-07-17 14:45:22,2016-05-27 20:09:09,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,"Blistered shishito peppers, grilled prosciutto-wrapped shrimp, sweet potato fries with roasted garlic aioli, fried pork wontons."
Yd8G8r,18th Anniversary Belgian Tripel,18th Anniversary Belgian Tripel,This brilliant Belgian Tripel showcases the best of our brewers as we bring to life 18 years of passion for beer and strive to crate the most interesting beers possible. This tripel leads with complex citrus aromas that are complimented by a strong undertow of spicy hop character. Ardennes yeast brings forward fruity esters as the Belgian candy sugar added in fermentation softens the body while leading to a vigorous ABV in the finished beer.,10,17,,,59,N,https://s3.amazonaws.com/brewerydbapi/beer/Yd8G8r/upload_tFSifO-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/Yd8G8r/upload_tFSifO-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/Yd8G8r/upload_tFSifO-large.png,verified,Verified,,2015-04-15 20:02:48,2015-12-17 23:50:19,,,,,,,59,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Tripel,Belgian Tripel,"Tripels are often characterized by a complex, sometimes mild spicy character. Clove-like phenolic flavor and aroma may be evident at extremely low levels. Yeast-generated  fruity esters, including banana, are also common, but not necessary. These pale/light-colored ales may finish sweet, though any sweet finish should be light. The beer is characteristically medium and clean in body with an equalizing hop/malt balance and a perception of medium to medium high hop bitterness. Traditional Belgian Tripels are often well attenuated. Brewing sugar may be used to lighten the perception of body. Its sweetness will come from very pale malts. There should not be character from any roasted or dark malts. Low hop flavor is acceptable. Alcohol strength and flavor should be perceived as evident. Head retention is dense and mousse-like. Chill haze is acceptable at low serving temperatures. Traditional Tripels are bottle conditioned, may exhibit slight yeast haze but the yeast should not be intentionally roused. Oxidative character if evident in aged Tripels should be mild and pleasant.",20,45,7,10,4,9,1.07,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:31:50,,,,,,,,
Mnd972,18th Anniversary Wood Aged Double IPA,18th Anniversary Wood Aged Double IPA,"18th Anniversary Wood Aged Double IPA is a copper-hued treat in celebration of everything Great Divide does best. Plenty of malty sweetness provides a backdrop for earthy, floral English and American hops, while French and American oak round off the edges and provide a touch of vanilla. Thanks to everyone who’s supported us for the last 18 years—here’s to 18 more!",10,,,4,31,N,https://s3.amazonaws.com/brewerydbapi/beer/Mnd972/upload_MxCI12-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/Mnd972/upload_MxCI12-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/Mnd972/upload_MxCI12-large.png,verified,Verified,,2012-06-06 14:11:59,2015-12-16 16:53:48,,,,4,Seasonal,"Available at the same time of year, every year.",31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,,,,"Bacon & blue cheese hamburger, barbecue ribs, Point Reyes blue cheese, sticky toffee pudding, caramel cheesecake."
ZQGP3X,19 Anniversary Thunderstruck IPA,19 Anniversary Thunderstruck IPA,"Our 19th anniversary beer brings the boom, delivering it to the palate in a voluminous, hop-driven thunderclap backed by the power of our brewing passion and intensity. This double IPA owes its considerable oomph to a quartet of Australian hops—Topaz and Galaxy, plus newcomers Ella and Vic Secret. We also had Fairview malt shipped in from Australia just for this brew. The beer's striking tropical fruit, citrus and peach hop flavors and slightly resinous and aromatically dank earthiness are sure to electrify your senses.

We have many special beers planned for release to celebrate our 20 years of brewing, so let this serve as the first course to what will be an undoubtedly epic feast for craft beer enthusiasts, with particular thanks to those who've been with us for the long haul and helped us attain such longevity. Consider this the first of many Thank-Yous...for years to come!",9,,,,30,N,https://s3.amazonaws.com/brewerydbapi/beer/ZQGP3X/upload_3Cudwz-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/ZQGP3X/upload_3Cudwz-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/ZQGP3X/upload_3Cudwz-large.png,verified,Verified,,2015-08-26 13:50:39,2015-12-18 04:31:46,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,
295GZo,19 Original Colonies,19 Original Colonies,"19 Original Colonies Mead is brewed using 5 ingredients: Rogue Hopyard Honey, Wild Flower Honey, Jasmine Silver Tip Green Tea Leaves, Champagne Yeast & Free Range Coastal Water. No Chemicals, additives or preservatives were used.",5.5,,,,148,Y,https://s3.amazonaws.com/brewerydbapi/beer/295GZo/upload_8xSLPu-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/295GZo/upload_8xSLPu-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/295GZo/upload_8xSLPu-large.png,verified,Verified,1.008,2012-12-08 17:12:10,2015-12-16 20:28:23,,,,,,,148,12,12,"Mead, Cider, & Perry",2012-03-21 20:06:46,Open Category Mead,Mead,"This mead should exhibit the character of all of the ingredients in varying degrees, and should show a good blending or balance between the various flavor elements. Whatever ingredients are included, the result should be identifiable as a honey-based fermented beverage.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:48:35,,,,,,,,
