id,name,nameDisplay,description,abv,ibu,glasswareId,srmId,availableId,styleId,isOrganic,year,labels/icon,labels/medium,labels/large,status,statusDisplay,originalGravity,createDate,updateDate,glass/id,glass/name,glass/createDate,srm/id,srm/name,srm/hex,available/id,available/name,available/description,style/id,style/categoryId,style/category/id,style/category/name,style/category/createDate,style/name,style/shortName,style/description,style/ibuMin,style/ibuMax,style/abvMin,style/abvMax,style/srmMin,style/srmMax,style/ogMin,style/fgMin,style/fgMax,style/createDate,style/updateDate,servingTemperature,servingTemperatureDisplay
A78JSF,(512) THREE,(512) THREE,"For our 3rd Anniversary release we knew we had to pull out all the stops. Please welcome to the family… (512) THREE Belgian Style Tripel! Brewed in the spirit of the abbey ales of Belgium, (512) THREE pours a deep golden with a dense, creamy white head. The authentic Belgian yeast strain produces a complex, spicy palate that balances ripe fruity esters with bready malts and firm but subtle hops. Our house-made liquid invert sugar contributes an effervescent mouthfeel that finishes smooth and silky but enticingly dry, barely betraying its nearly 9.5% ABV/VOL!",9.5,22,5,10,2,59,N,,https://s3.amazonaws.com/brewerydbapi/beer/A78JSF/upload_COtQzI-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/A78JSF/upload_COtQzI-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/A78JSF/upload_COtQzI-large.png,verified,Verified,,2012-01-09 18:45:11,2015-12-16 15:12:37,5,Pint,2012-01-03 02:41:33,10,10,DE7C00,2,Limited,Limited availability.,59,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Tripel,Belgian Tripel,"Tripels are often characterized by a complex, sometimes mild spicy character. Clove-like phenolic flavor and aroma may be evident at extremely low levels. Yeast-generated  fruity esters, including banana, are also common, but not necessary. These pale/light-colored ales may finish sweet, though any sweet finish should be light. The beer is characteristically medium and clean in body with an equalizing hop/malt balance and a perception of medium to medium high hop bitterness. Traditional Belgian Tripels are often well attenuated. Brewing sugar may be used to lighten the perception of body. Its sweetness will come from very pale malts. There should not be character from any roasted or dark malts. Low hop flavor is acceptable. Alcohol strength and flavor should be perceived as evident. Head retention is dense and mousse-like. Chill haze is acceptable at low serving temperatures. Traditional Tripels are bottle conditioned, may exhibit slight yeast haze but the yeast should not be intentionally roused. Oxidative character if evident in aged Tripels should be mild and pleasant.",20,45,7,10,4,9,1.07,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:31:50,cold,Cold - (4-7C/39-45F)
X4KcGF,(512) TWO,(512) TWO,"We went all out on the hops for our 2nd Anniversary release, a Double IPA. Eight varieties of hops (including Glacier, Horizon, Nugget, and Columbus) spread out over 10 different additions (including whole-leaf Simcoe and Nugget in the grant, and 2 separate dry-hoppings!) add up to 99 IBUs of pure hoppy goodness . A solid malt backbone supports the smooth bitterness, complex flavors, and intoxicating aroma. And like all (512) ales, this one is made using over 80% USDA certified organic ingredients.",9,99,5,9,6,31,N,,https://s3.amazonaws.com/brewerydbapi/beer/X4KcGF/upload_Zcoan4-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/X4KcGF/upload_Zcoan4-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/X4KcGF/upload_Zcoan4-large.png,verified,Verified,,2012-01-03 02:42:36,2015-12-16 05:20:12,5,Pint,2012-01-03 02:41:33,9,9,E58500,6,Summer,Available during the summer months.,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,cold,Cold - (4-7C/39-45F)
USaRyl,(512) Whiskey Barrel Double Pecan Porter,(512) Whiskey Barrel Double Pecan Porter,"(512) Double Pecan Porter is a robust porter accented by locally grown roasted pecans and subtly enhanced by aging in recently emptied oak whiskey barrels. For the first ever bottling, only one 200L barrel was bottled. Notes of chocolate, coffee and pecan marry with the subtle flavors of vanilla and whiskey to make this a wonderful winter warmer worth sharing and savoring. We sincerely hope you enjoy every sip.",9.5,30,5,41,2,135,N,,https://s3.amazonaws.com/brewerydbapi/beer/USaRyl/upload_1rXpCX-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/USaRyl/upload_1rXpCX-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/USaRyl/upload_1rXpCX-large.png,verified,Verified,,2012-01-13 20:20:15,2015-12-16 15:01:21,5,Pint,2012-01-03 02:41:33,41,Over 40,000000,2,Limited,Limited availability.,135,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Wood- and Barrel-Aged Strong Beer,BBL Aged Strong,"Any strong classic style or unique, experimental style of beer can be wood or barrel-aged for a period of time in a wooden barrel or in contact with wood. This beer is aged with the intention of imparting the particularly unique character of the wood and/or what has previously been in the barrel. New wood character can be characterized as a complex blend of vanillin and unique wood character but wood aged is not necessarily synonymous with imparting wood-flavors. Used sherry, rum, bourbon, scotch, port, wine and other barrels are often used, imparting complexity and uniqueness to beer. Ultimately a balance of flavor, aroma and mouthfeel are sought with the marriage of new beer with wood and/or barrel flavors. Primary character of the beer style may or may not be apparent. Sour wood-aged beer of any color is outlined in other categories. Beers in this style may or may not have Brettanomyces character. The brewer must explain the special nature of the beer to allow for accurate judging. Comments could include: type of wood used (new or old, oak or other wood type), type of barrel used (new, port/ whiskey/ wine/ sherry/ other), base beer style or achieved character. Beer entries not accompanied by this information will be at a disadvantage during judging.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:46:50,cold,Cold - (4-7C/39-45F)
bXwskR,(512) White IPA,(512) White IPA,"Refreshingly light, this Belgian inspired India Pale Ale delivers hot weather satisfaction with pronounced hop character and flavor. Built like a Belgian wheat beer, but brewed, hopped and finished  like an IPA, two classic brewing cultures collide in this delightful creation that is both sessionable and amazingly flavorful.",5.3,55,5,4,6,30,Y,,https://s3.amazonaws.com/brewerydbapi/beer/bXwskR/upload_0m1DZl-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/bXwskR/upload_0m1DZl-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/bXwskR/upload_0m1DZl-large.png,verified,Verified,,2015-06-19 15:35:51,2015-12-18 03:47:26,5,Pint,2012-01-03 02:41:33,4,4,FFBF42,6,Summer,Available during the summer months.,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,cold,Cold - (4-7C/39-45F)
XnPVIo,(512) Wild Bear,(512) Wild Bear,"(512)’s first excursion into the world of so-called wild fermentation, Wild Bear’s origins lie in our Fall seasonal, BRUIN. After primary fermentation, we added Brettanomyces yeast and Pediococcus bacteria cultures, and aged the blend in new oak barrels for over 10 months. This combination of wild “bugs” and barrel aging gives (512) Wild Bear a complex and enticing aroma of tart cherries, oak, and a touch of barnyard “funkiness”, a crisp, tart flavor that will intensify with age, and an effervescent, oaky finish that leaves the palate clean. More recent versions are aged in one of our 45HL Foeder for 24 months.",8.5,9,8,,4,125,N,,https://s3.amazonaws.com/brewerydbapi/beer/XnPVIo/upload_XCxTBJ-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/XnPVIo/upload_XCxTBJ-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/XnPVIo/upload_XCxTBJ-large.png,verified,Verified,,2012-01-09 18:44:37,2015-12-16 14:31:48,8,Tulip,2012-01-03 02:41:33,,,,4,Seasonal,"Available at the same time of year, every year.",125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,cold,Cold - (4-7C/39-45F)
QLp4mV,(512) Wit,(512) Wit,"Made in the style of the Belgian wheat beers that are so refreshing, (512) Wit is a hazy ale spiced with coriander and domestic grapefruit peel. 50% US Organic 2-row malted barley and 50% US unmalted wheat and oats make this a light, crisp ale well suited for any occasion.",5.1,10,5,5,1,65,N,,https://s3.amazonaws.com/brewerydbapi/beer/QLp4mV/upload_FfMhAC-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/QLp4mV/upload_FfMhAC-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/QLp4mV/upload_FfMhAC-large.png,verified,Verified,,2012-01-03 02:42:36,2015-12-16 04:38:26,5,Pint,2012-01-03 02:41:33,5,5,FBB123,1,Year Round,Available year round as a staple beer.,65,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style White (or Wit) / Belgian-Style Wheat,Witbier,Belgian white ales are very pale in color and are brewed using unmalted wheat and malted barley and are spiced with coriander and orange peel. Coriander and light orange peel aroma should be perceived as such or as an unidentified spiciness. Phenolic spiciness and yeast flavors may be evident at mild levels. These beers are traditionally bottle conditioned and served cloudy. An unfiltered starch and yeast haze should be part of the appearance. The low to medium body should have some degree of creaminess from wheat starch. The style is further characterized by the use of noble-type hops to achieve low hop bitterness and little to no apparent hop flavor. This beer has no diacetyl and a low to medium fruity-ester level. Mild acidity is appropriate.,10,17,4.8,5.2,2,4,1.044,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:32:30,cold,Cold - (4-7C/39-45F)
jj8YRF,(860) India Pale Ale,(860) India Pale Ale,,,,,,,30,N,,https://s3.amazonaws.com/brewerydbapi/beer/jj8YRF/upload_BwXlKY-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/jj8YRF/upload_BwXlKY-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/jj8YRF/upload_BwXlKY-large.png,verified,Verified,,2013-09-15 19:48:52,2015-12-17 05:37:37,,,,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
thTbY7,(904) Weissguy,(904) Weissguy,"A traditional Bavarian style Hefeweissen, notes of clove, orange and coriander along with a cloudy yeast character make this a summer favorite.",4.4,19,9,4,,48,N,,https://s3.amazonaws.com/brewerydbapi/beer/thTbY7/upload_jxcOpY-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/thTbY7/upload_jxcOpY-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/thTbY7/upload_jxcOpY-large.png,verified,Verified,,2012-02-17 13:08:40,2015-12-16 15:32:04,9,Weizen,2012-01-03 02:41:33,4,4,FFBF42,,,,48,4,4,German Origin Ales,2012-03-21 20:06:46,South German-Style Hefeweizen / Hefeweissbier,Hefeweizen,"The aroma and flavor of a Weissbier with yeast is decidedly fruity and phenolic. The phenolic characteristics are often described as clove-, nutmeg-like, mildly smoke-like or even vanilla-like. Banana-like esters should be present at low to medium-high levels. These beers are made with at least 50 percent malted wheat, and hop rates are quite low. Hop flavor and aroma are absent or present at very low levels. Weissbier is well attenuated and very highly carbonated and a medium to full bodied beer. The color is very pale to pale amber. Because yeast is present, the beer will have yeast flavor and a characteristically fuller mouthfeel and may be appropriately very cloudy. No diacetyl should be perceived.",10,15,4.9,5.5,3,9,1.047,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:29:27,,
3BSrTW,(Take The) Causeway IPA,(Take The) Causeway IPA,"Copious amounts of Citra and Simcoe hops are used throughout the brewing process in this American India Pale Ale. From first-wort to bittering, flavor, aroma and dry hops, an artful combination of just two extraordinary hops leads to an explosively hoppy finish on the palate. These hops are hard for us to get our hands on, so get it while you can.",7.5,56,,,1,30,N,,https://s3.amazonaws.com/brewerydbapi/beer/3BSrTW/upload_c9mjLD-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/3BSrTW/upload_c9mjLD-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/3BSrTW/upload_c9mjLD-large.png,verified,Verified,1.069,2015-03-11 18:58:53,2015-12-17 23:00:12,,,,,,,1,Year Round,Available year round as a staple beer.,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
nMK1nd,.999,.999,,,,,,,30,N,,https://s3.amazonaws.com/brewerydbapi/beer/nMK1nd/upload_2lmQHA-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/nMK1nd/upload_2lmQHA-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/nMK1nd/upload_2lmQHA-large.png,verified,Verified,,2014-07-10 13:12:39,2015-12-17 14:47:51,,,,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
qbsiWU,007 PALE,007 PALE,A SINGLE HOP PALE WITH EXPERIMENTAL 007 HOPS,5.5,45,,,,25,N,,https://s3.amazonaws.com/brewerydbapi/beer/qbsiWU/upload_ZAm6Hc-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/qbsiWU/upload_ZAm6Hc-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/qbsiWU/upload_ZAm6Hc-large.png,verified,Verified,,2015-03-15 20:26:29,2015-12-17 22:24:12,,,,,,,,,,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,
RYSZyK,0311 Ale,0311 Ale,,5.2,,,,,125,N,,https://s3.amazonaws.com/brewerydbapi/beer/RYSZyK/upload_iGGMFp-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/RYSZyK/upload_iGGMFp-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/RYSZyK/upload_iGGMFp-large.png,verified,Verified,,2014-04-09 10:55:14,2015-12-17 12:00:33,,,,,,,,,,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,
b0mE6Y,05.30.16 Tangerine IPA,05.30.16 Tangerine IPA,"After brewing this intense double IPA with more than 10 different hops and consistently delivering it faster than any bottled IPA on the planet, we decided to do something different with this Stone Enjoy By IPA—we took it to another level, again. Puréed tangerines were added to the batch to create a devastatingly fresh IPA with a tang of tangerine. The orangey, tangerine flavors yielded by this addition to the recipe meld beautifully with the bitterness of the hops. True to this series, Stone Enjoy By Tangerine IPA is brewed specifically NOT to last, and should be enjoyed within 37 days.",9.4,90,,,,30,N,,https://s3.amazonaws.com/brewerydbapi/beer/b0mE6Y/upload_Q89vb2-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/b0mE6Y/upload_Q89vb2-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/b0mE6Y/upload_Q89vb2-large.png,verified,Verified,,2016-04-26 23:11:11,2016-04-28 14:49:18,,,,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
btwcy1,077XX India Pale Ale,077XX India Pale Ale,"Like all things truly Jersey, 077XX makes the most in balancing through its accentuation of extremes. Inspired by the west coast IPAs we love, we added a thump of hops to a dynamic malt profile and chose a yeast to drive these two further than they wanted to go. Throw our water into this mix and you will find dank green resinous hops popping over orange, mango and papaya aromas, with just enough sweetness of body to make the long finish a pleasure to have around. A double IPA perfect for adding fuel to the fire of a dinner, a game, or an idea, drink it when your night matters. (Available only in NJ)",7.8,80,5,5,1,31,N,,https://s3.amazonaws.com/brewerydbapi/beer/btwcy1/upload_i7ZBNw-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/btwcy1/upload_i7ZBNw-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/btwcy1/upload_i7ZBNw-large.png,verified,Verified,,2012-01-03 02:42:36,2015-12-16 13:16:15,5,Pint,2012-01-03 02:41:33,5,5,FBB123,1,Year Round,Available year round as a staple beer.,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,
FWiYZi,08.08.08 Vertical Epic Ale,08.08.08 Vertical Epic Ale,"No single day can contain something as momentous as our 20th anniversary here at Stone Brewing. So we’re celebrating this milestone over the course of an entire year by releasing some fan-favorite beers from our 20-year history, using their original recipes and bottle art, and looking back on some highlights from the past on our way into a future filled with continued creativity, passion and a helluva lot of fun.",8.9,45,,5,,62,N,,https://s3.amazonaws.com/brewerydbapi/beer/FWiYZi/upload_fQcVbg-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/FWiYZi/upload_fQcVbg-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/FWiYZi/upload_fQcVbg-large.png,verified,Verified,,2015-10-15 00:50:38,2016-01-11 21:44:09,,,,5,5,FBB123,,,,62,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Pale Ale,Belgian Pale,"Belgian-style pale ales are characterized by low but noticeable hop bitterness, flavor, and aroma. Light to medium body and low malt aroma are typical. They are light amber to deep amber in color. Noble-type hops are commonly used. Low to medium fruity esters are evident in aroma and flavor. Low levels of phenolic spiciness from yeast byproducts may be perceived. Low caramel or toasted malt flavor is okay. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",20,30,4,6,6,12,1.044,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:06,,
OM0rIm,1 North Lager,1 North Lager,"A classic Vienna lager style beer. Similar to an Oktoberfest, but not quite as malty, the 1 N. Lager (named after our address) is a medium bodied lager that normally comes around in late summer and fall.

Grain: 2 Row, Munich 10, Vienna, Caramel 60
Hops: Saaz, Mt. Hood",,,5,,1,80,N,,https://s3.amazonaws.com/brewerydbapi/beer/OM0rIm/upload_pgpZbA-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/OM0rIm/upload_pgpZbA-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/OM0rIm/upload_pgpZbA-large.png,verified,Verified,,2012-01-03 02:42:36,2015-12-16 07:48:06,5,Pint,2012-01-03 02:41:33,,,,1,Year Round,Available year round as a staple beer.,80,7,7,European-germanic Lager,2012-03-21 20:06:46,Vienna-Style Lager,Vienna Lager,"Beers in this category are reddish brown or copper colored. They are medium in body. The beer is characterized by malty aroma and slight malt sweetness. The malt aroma and flavor should have a notable degree of toasted and/or slightly roasted malt character. Hop bitterness is clean and crisp. Noble-type hop aromas and flavors should be low or mild. Diacetyl, chill haze and ale-like fruity esters should not be perceived.",22,28,4.8,5.4,12,16,1.046,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:36:42,,
R6YHvd,1 Year Anniversary,1 Year Anniversary,"We put together an American style wheatwine, a sort of forgotten hybrid of a barleywine style ale. We utilized five different types of wheat for our biggest beer yet. We promptly aged it in local white wine barrels that'll round out the tart, full bodies, herbaceous hop profile, enhancing one year down, and forever to go! Cheers!",8.4,,,,2,35,N,,https://s3.amazonaws.com/brewerydbapi/beer/R6YHvd/upload_vb0zwK-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/R6YHvd/upload_vb0zwK-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/R6YHvd/upload_vb0zwK-large.png,verified,Verified,,2013-12-09 19:56:36,2015-12-17 08:58:53,,,,,,,2,Limited,Limited availability.,35,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Wheat Wine Ale,Wheatwine,"American style wheat wines range from gold to deep amber and are brewed with 50% or more wheat malt. They have full body and high residual malty sweetness. Perception of bitterness is moderate to medium -high. Fruity-ester characters are often high and counterbalanced by complexity of alcohols and high alcohol content. Hop aroma and flavor are at low to medium levels. Very low levels of diacetyl may be acceptable. Bready, wheat, honey-like and/or caramel aroma and flavor are often part of the character. Phenolic yeast character, sulfur, and/or sweet corn-like dimethylsulfide (DMS) should not be present. Oxidized, stale and aged characters are not typical of this style. Chill haze is allowable.",45,85,8.4,12,8,15,1.088,1.024,1.032,2012-03-21 20:06:46,2015-04-07 15:27:17,,
