id,name,nameDisplay,description,abv,ibu,glasswareId,availableId,styleId,isOrganic,labels/icon,labels/medium,labels/large,status,statusDisplay,createDate,updateDate,glass/id,glass/name,glass/createDate,available/id,available/name,available/description,style/id,style/categoryId,style/category/id,style/category/name,style/category/createDate,style/name,style/shortName,style/description,style/ibuMin,style/ibuMax,style/abvMin,style/abvMax,style/srmMin,style/srmMax,style/ogMin,style/fgMin,style/fgMax,style/createDate,style/updateDate,srmId,srm/id,srm/name,srm/hex,servingTemperature,servingTemperatureDisplay,originalGravity,foodPairings,beerVariationId,year,beerVariation/id,beerVariation/name,beerVariation/nameDisplay,beerVariation/description,beerVariation/abv,beerVariation/glasswareId,beerVariation/availableId,beerVariation/styleId,beerVariation/isOrganic,beerVariation/year,beerVariation/status,beerVariation/statusDisplay,beerVariation/createDate,beerVariation/updateDate,beerVariation/glass/id,beerVariation/glass/name,beerVariation/glass/createDate,beerVariation/available/id,beerVariation/available/name,beerVariation/available/description,beerVariation/style/id,beerVariation/style/categoryId,beerVariation/style/category/id,beerVariation/style/category/name,beerVariation/style/category/createDate,beerVariation/style/name,beerVariation/style/shortName,beerVariation/style/description,beerVariation/style/ibuMin,beerVariation/style/ibuMax,beerVariation/style/abvMin,beerVariation/style/abvMax,beerVariation/style/srmMin,beerVariation/style/srmMax,beerVariation/style/ogMin,beerVariation/style/fgMin,beerVariation/style/fgMax,beerVariation/style/createDate,beerVariation/style/updateDate
fHOraf,12 Dogs of Christmas Ale,12 Dogs of Christmas Ale,"Spiced for the holidays with honey, cinnamon, ginger, nutmeg and Santa's secret recipe.",8.3,21.5,5,4,124,N,https://s3.amazonaws.com/brewerydbapi/beer/fHOraf/upload_wFaQNi-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/fHOraf/upload_wFaQNi-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/fHOraf/upload_wFaQNi-large.png,verified,Verified,2012-01-03 02:42:36,2015-12-16 03:13:34,5,Pint,2012-01-03 02:41:33,4,Seasonal,"Available at the same time of year, every year.",124,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Herb and Spice Beer,Spice Beer,"Herb beers use herbs or spices (derived from roots, seeds, fruits, vegetable, flowers, etc.) other than or in addition to hops to create a distinct (ranging from subtle to intense) character, though individual characters of herbs and/or spices used may not always be identifiable. Under hopping often, but not always, allows the spice or herb to contribute to the flavor profile. Positive evaluations are significantly based on perceived balance of flavors. Note: Chili-flavored beers that emphasize heat rather than chili flavor should be entered as a ""spiced"" beer.  A statement by the brewer explaining what herbs or spices are used is essential in order for fair assessment in competitions. Specifying a style upon which the beer is based may help evaluation. If this beer is a classic style with an herb or spice, the brewer should specify the classic style. If no Chocolate or Coffee category exists in a competition, then chocolate and coffee beers should be entered in this category.",5,70,2.5,12,5,50,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRptV0,12 Hops Of Christmas,12 Hops Of Christmas,"12 Hops of Christmas is our is our celebration brew that we concocted with 12 different hops.  This IPA is light in color and dry to the finish.  Celebrate the 12 Days of Christmas with each of theses...Amarillo, Apollo, Bravo, Citra, Centinninal, Calypso, Cascade, Chinook, Nugget, Millenium, Warrior, and Zythos.",7,,,4,30,N,https://s3.amazonaws.com/brewerydbapi/beer/TRptV0/upload_GGmj14-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/TRptV0/upload_GGmj14-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/TRptV0/upload_GGmj14-large.png,verified,Verified,2013-01-21 22:21:52,2015-12-17 00:46:28,,,,4,Seasonal,"Available at the same time of year, every year.",30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eTXOhc,12 Horse Ale,12 Horse Ale,,,,,,36,N,https://s3.amazonaws.com/brewerydbapi/beer/eTXOhc/upload_h8ZyKD-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/eTXOhc/upload_h8ZyKD-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/eTXOhc/upload_h8ZyKD-large.png,verified,Verified,2012-01-03 02:42:36,2015-12-16 10:40:47,,,,,,,36,3,3,North American Origin Ales,2012-03-21 20:06:45,Golden or Blonde Ale,Blonde,"Golden or Blonde ales are straw to golden blonde in color. They have a crisp, dry palate, light to medium body, and light malt sweetness. Low to medium hop aroma may be present but does not dominate. Bitterness is low to medium. Fruity esters may be perceived but do not predominate. Diacetyl should not be perceived. Chill haze should be absent.",15,25,4,5,3,7,1.045,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:27:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIypH1,12 Man,12 Man,,4.5,,,,25,N,https://s3.amazonaws.com/brewerydbapi/beer/SIypH1/upload_4AMPJJ-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/SIypH1/upload_4AMPJJ-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/SIypH1/upload_4AMPJJ-large.png,verified,Verified,2013-11-21 16:44:58,2015-12-17 08:04:11,,,,,,,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8vtb9K,12 Penny Scottish Ale,12 Penny Scottish Ale,"A Scottish export ale collaboration with Great Fermentations. This cold-conditioned ale puts a light hop on to balance the malt. Add in a nice, crisp finish and you've got a sessionable beer perfect to celebrate Spring, the end of the workday, good friends (consulting 1001 Things to be Happy About)*, peanut butter and jelly sandwiches, puppies, sand dollars...",,,5,2,7,N,https://s3.amazonaws.com/brewerydbapi/beer/8vtb9K/upload_IQqJQv-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/8vtb9K/upload_IQqJQv-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/8vtb9K/upload_IQqJQv-large.png,verified,Verified,2012-04-18 23:58:22,2015-12-16 15:56:26,5,Pint,2012-01-03 02:41:33,2,Limited,Limited availability.,7,1,1,British Origin Ales,2012-03-21 20:06:45,Scottish-Style Light Ale,Scottish Light,"Scottish light ales are light bodied. Little bitterness is perceived, and hop flavor or aroma should not be perceived. Despite its lightness, Scottish light ale will have a degree of malty, caramel-like, soft and chewy character. Yeast characters such as diacetyl (butterscotch) and sulfuriness are acceptable at very low levels. The color will range from golden amber to deep brown Bottled versions of this traditional draft beer may contain higher amounts of carbon dioxide than is typical for mildly carbonated draft versions. Chill haze is acceptable at low temperatures. Though there is little evidence suggesting that traditionally made Scottishstyle light ales exhibited peat smoke character, the current marketplace offers many Scottish-style light ales with peat or smoke character present at low to medium levels. Thus a peaty/smoky character may be evident at low levels (ales with medium or higher smoke character would be considered a smoke flavored beer and considered in another category). Scottish-style light ales may be split into two subcategories: Traditional (no smoke character) and Peated (low level of peat smoke character).",9,20,2.8,3.5,8,17,1.03,1.006,1.012,2012-03-21 20:06:45,2015-04-07 15:19:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EWlB8A,120 Minute IPA,120 Minute IPA,"Too extreme to be called beer? Brewed to a colossal 45-degree plato, boiled for a full 2 hours while being continuously hopped with high-alpha American hops, then dry-hopped daily in the fermenter for a month & aged for another month on whole-leaf hops!!!

Our 120 Minute I.P.A. is by far the biggest I.P.A. ever brewed! At about 18% abv and 120 ibus you can see why we call this beer THE HOLY GRAIL for hopheads!

We brew 120 Minute IPA three times a year, but it goes fast. If you find some grab a few bottles, some to enjoy and some to age.",18,120,5,2,31,N,https://s3.amazonaws.com/brewerydbapi/beer/EWlB8A/upload_mbZriI-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/EWlB8A/upload_mbZriI-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/EWlB8A/upload_mbZriI-large.png,verified,Verified,2012-01-03 02:42:36,2015-12-15 23:33:47,5,Pint,2012-01-03 02:41:33,2,Limited,Limited availability.,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,21,21,21,952D00,,,,"Smoked almonds, smoked meats, grilled lamb, gingersnaps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0UUty4,120 Shilling,120 Shilling,"This strong scotch-style ale has high maltiness, full body, low hop bitterness, flavor & aroma, low-medium fruity esters, very deep copper color,
slight chill haze, clean alcohol flavor balancing the rich and dominant sweet caramel & dark roasted maltiness flavor and aroma with a very low level of peaty/smoky character from the addition of small amounts of peated malt.",9.1,30,6,2,8,N,https://s3.amazonaws.com/brewerydbapi/beer/0UUty4/upload_2ZhRcN-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/0UUty4/upload_2ZhRcN-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/0UUty4/upload_2ZhRcN-large.png,verified,Verified,2014-03-22 13:41:37,2015-12-17 10:55:57,6,Snifter,2012-01-03 02:41:33,2,Limited,Limited availability.,8,1,1,British Origin Ales,2012-03-21 20:06:45,Scottish-Style Heavy Ale,Scottish Heavy,"Scottish heavy ale is moderate in strength and dominated by a smooth, sweet maltiness balanced with low, but perceptible, hop bitterness. Hop flavor or aroma should not be perceived. Scottish heavy ale will have a medium degree of malty, caramel-like, soft and chewy character in flavor and mouthfeel. It has medium body, and fruity esters are very low, if evident. Yeast characters such as diacetyl (butterscotch) and sulfuriness are acceptable at very low levels. The color will range from golden amber to deep brown. Bottled versions of this traditional draft beer may contain higher amounts of carbon dioxide than is typical for mildly carbonated draft versions. Chill haze is acceptable at low temperatures. Though there is little evidence suggesting that traditionally made Scottish-style heavy ales exhibited peat smoke character, the current marketplace offers many Scottish-style heavy ales with peat or smoke character present at low to medium levels. Thus a peaty/smoky character may be evident at low to medium levels (ales with medium-high or higher smoke character would be considered a smoke flavored beer and considered in another category). Scottish-style heavy ales may be split into two subcategories: Traditional (no smoke character) and Peated (low level of peat smoke character).",12,20,3.5,4,10,19,1.035,1.01,1.014,2012-03-21 20:06:45,2015-04-07 15:19:48,26,26,26,771900,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n1oDDP,1225 IPA,1225 IPA,,5.9,,,,30,N,https://s3.amazonaws.com/brewerydbapi/beer/n1oDDP/upload_GSX07n-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/n1oDDP/upload_GSX07n-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/n1oDDP/upload_GSX07n-large.png,verified,Verified,2014-04-29 10:04:17,2015-12-17 11:37:00,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xWbsgP,1248 AUGUSTINIAN ALE,1248 AUGUSTINIAN ALE,"Originally brewed to celebrate the 750th anniversary of the Augustinian priory in Clare, Suffolk, birthplace of the Nethergate Brewery. A wonderfully smooth drinking premium beer. A hint of Crystal malt and the late addition of Styrian Goldings hops gives a continental feel. Its habit forming!",4.5,,,4,125,N,https://s3.amazonaws.com/brewerydbapi/beer/xWbsgP/upload_VFkVym-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/xWbsgP/upload_VFkVym-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/xWbsgP/upload_VFkVym-large.png,verified,Verified,2012-01-03 02:42:43,2015-12-15 21:34:02,,,,4,Seasonal,"Available at the same time of year, every year.",125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wZ9yPm,12th Anniversary Ale,12th Anniversary Ale,Dry Hopped American Wild Pale Ale,6,,,,25,N,https://s3.amazonaws.com/brewerydbapi/beer/wZ9yPm/upload_OtRq7p-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/wZ9yPm/upload_OtRq7p-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/wZ9yPm/upload_OtRq7p-large.png,verified,Verified,2015-02-09 23:24:22,2015-12-17 22:12:29,,,,,,,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gSqXk1,12th Round,12th Round,,7.6,78,5,,37,N,https://s3.amazonaws.com/brewerydbapi/beer/gSqXk1/upload_PdtmlP-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/gSqXk1/upload_PdtmlP-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/gSqXk1/upload_PdtmlP-large.png,verified,Verified,2013-09-02 13:46:37,2015-12-17 05:55:05,5,Pint,2012-01-03 02:41:33,,,,37,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Brown Ale,American Brown,"American brown ales range from deep copper to brown in color. Roasted malt caramel-like and chocolate-like characters should be of medium intensity in both flavor and aroma. American brown ales have evident low to medium hop flavor and aroma, medium to high hop bitterness, and a medium body. Estery and fruity-ester characters should be subdued. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",25,45,4,6.4,15,26,1.04,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:27:35,,,,,cool,Cool - (8-12C/45-54F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTNRLo,13 Questions,13 Questions,,7,40,5,1,25,N,https://s3.amazonaws.com/brewerydbapi/beer/DTNRLo/upload_tLA5yB-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/DTNRLo/upload_tLA5yB-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/DTNRLo/upload_tLA5yB-large.png,verified,Verified,2012-11-01 11:11:03,2015-12-16 19:54:20,5,Pint,2012-01-03 02:41:33,1,Year Round,Available year round as a staple beer.,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOQMff,13 Rebels ESB,13 Rebels ESB,"French Broad Brewery’s interpretation of the classic UK Extra Special Bitter. A bright copper color with a complex malt palate is complemented by traditional British hops, notably East Kent Golding. French Broad has made this traditional public house session beer a cult favorite with its skull and crossbones artwork.",5.2,42,5,1,5,N,https://s3.amazonaws.com/brewerydbapi/beer/FOQMff/upload_3aTloe-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/FOQMff/upload_3aTloe-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/FOQMff/upload_3aTloe-large.png,verified,Verified,2012-01-04 00:58:00,2015-12-16 14:10:56,5,Pint,2012-01-03 02:41:33,1,Year Round,Available year round as a staple beer.,5,1,1,British Origin Ales,2012-03-21 20:06:45,Extra Special Bitter,ESB,"Extra special bitter possesses medium to strong hop aroma, flavor, and bitterness. The residual malt and defining sweetness of this richly flavored, full-bodied bitter is more pronounced than in other styles of bitter. It is light amber to copper colored with medium to medium-high bitterness. Mild carbonation traditionally characterizes draft-cask versions, but in bottled versions, a slight increase in carbon dioxide content is acceptable. Fruity-ester character is acceptable in aroma and flavor. Diacetyl (butterscotch character) is acceptable and characteristic when at very low levels. The absence of diacetyl is also acceptable. Chill haze is allowable at cold temperatures. English or American hops may be used. (English and American hop character may be specified in subcategories.)",30,45,4.8,5.8,8,14,1.046,1.01,1.016,2012-03-21 20:06:45,2015-04-07 15:19:20,7,7,7,F39C00,,,1.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pACjC4,13.Five Ofest,13.Five Ofest,"A German-style Oktoberfest Lagerbier. Toasted malt tones with light hopping from the classic German Mittelfrüh variety. The name refers to the German ""Stammwürze” law which states in part that only beer with a minimum of 13.5% Stammwürze (a gravity measurement of wort) is allowed to be served in this Oktoberfest festival. 24 IBUs, 6.0% ABV.",6,24,3,4,102,N,https://s3.amazonaws.com/brewerydbapi/beer/pACjC4/upload_40NKS1-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/pACjC4/upload_40NKS1-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/pACjC4/upload_40NKS1-large.png,verified,Verified,2014-04-29 10:29:51,2015-12-17 11:37:28,3,Mug,2012-01-03 02:41:33,4,Seasonal,"Available at the same time of year, every year.",102,8,8,North American Lager,2012-03-21 20:06:46,American-Style Märzen / Oktoberfest,American Oktoberfest,The American style of these classic German beers is distinguished by a comparatively greater degree of hop character. In general the style is characterized by a medium body and broad range of color from golden to reddish brown. Sweet maltiness should dominate over clean hop bitterness. The bitterness should not be aggressive or harsh. Malt character should be light-toasted rather than strongly caramel (though a low level of light caramel character is acceptable). Bread or biscuit-like malt character is acceptable in aroma and flavor. Hop aroma and flavor should be notable but at low to medium levels. Fruity esters should not be perceived. Diacetyl and chill haze should not be perceived.,20,30,5.3,5.9,4,15,1.05,1.012,1.02,2012-03-21 20:06:46,2015-04-07 15:41:38,,,,,cold,Cold - (4-7C/39-45F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oEUHmS,1327 Pod's ESB,1327 Pod's ESB,"A well-balanced beer between sweetness from the malt and bitterness from the hops with 5.6% alcohol by volume and 37 IBU. The beer is named after a co-founder of the brewery whose love for the Extra Special Bitter style of beer is why this beer is one of our first releases. The beer is meant to be a little bitter, but not over the top and very drinkable. The hop aroma and flavor do not dominate the beer, but support the malt to create a well balanced beer.",5.6,37,5,1,5,N,https://s3.amazonaws.com/brewerydbapi/beer/oEUHmS/upload_jKo4TY-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/oEUHmS/upload_jKo4TY-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/oEUHmS/upload_jKo4TY-large.png,verified,Verified,2012-10-22 11:09:13,2015-12-16 18:33:15,5,Pint,2012-01-03 02:41:33,1,Year Round,Available year round as a staple beer.,5,1,1,British Origin Ales,2012-03-21 20:06:45,Extra Special Bitter,ESB,"Extra special bitter possesses medium to strong hop aroma, flavor, and bitterness. The residual malt and defining sweetness of this richly flavored, full-bodied bitter is more pronounced than in other styles of bitter. It is light amber to copper colored with medium to medium-high bitterness. Mild carbonation traditionally characterizes draft-cask versions, but in bottled versions, a slight increase in carbon dioxide content is acceptable. Fruity-ester character is acceptable in aroma and flavor. Diacetyl (butterscotch character) is acceptable and characteristic when at very low levels. The absence of diacetyl is also acceptable. Chill haze is allowable at cold temperatures. English or American hops may be used. (English and American hop character may be specified in subcategories.)",30,45,4.8,5.8,8,14,1.046,1.01,1.016,2012-03-21 20:06:45,2015-04-07 15:19:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m07Muq,1337,1337,Bill + Ron's Excellent Homebrew Ale,6.3,,,2,125,N,https://s3.amazonaws.com/brewerydbapi/beer/m07Muq/upload_Q0w2lo-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/m07Muq/upload_Q0w2lo-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/m07Muq/upload_Q0w2lo-large.png,verified,Verified,2014-02-09 15:40:32,2015-12-17 09:35:43,,,,2,Limited,Limited availability.,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
todpTX,13th Anniversary Ale,13th Anniversary Ale,"Stone 13th Anniversary Ale pours brilliant deep red with a light tan foam. Up front, the aroma is all piney, resinous and citrus hops. Upon tasting, the hops are still on the front, and they are balanced with the malty, toffee like flavors contributed from the blend of crystal and amber malts used in the brewhouse. The finish is deliciously bitter, with a touch of warmth provided by the 9.5% alcohol. Bitterness comes in at 90+ IBU.",9.5,90,,3,25,N,https://s3.amazonaws.com/brewerydbapi/beer/todpTX/upload_adoE6A-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/todpTX/upload_adoE6A-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/todpTX/upload_adoE6A-large.png,verified,Verified,2012-01-03 02:42:36,2015-12-16 05:19:11,,,,3,Not Available,Beer is not available.,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
